"Symbol","Neutrophils","Monocytes_CD14+CD16-","Macrophage","T_cells_(CD4+)","NK_cells"
"ATL1",31.2,20.875,240.2727273,37.86363636,67.25
"ATL2",51.4,30.625,37.27272727,31.95454545,34.75
"ATL3",10.8,12.9375,13.54545455,12.77272727,13
"ATM",36.6,42.75,35.09090909,48.45454545,56.08333333
"ATMIN",191,251.5,355.7272727,299.2727273,732.9166667
"ATN1",153.8,161.0625,194.6363636,168.9545455,107.1666667
"ATOH1",34.8,42.3125,34.90909091,33.63636364,26.08333333
"ATOH7",20.4,15.5,14,14.86363636,13.66666667
"ATOH8",76,71.625,61.18181818,43.68181818,38.66666667
"ATOX1",284.8,917,1686.909091,229.4090909,380
"ATP10A",105.2,116.5,123.2727273,378.8636364,377.75
"ATP10B",16.4,16.75,12,12.63636364,13.91666667
"ATP10D",87.4,273.75,449.7272727,51.31818182,136.3333333
"ATP11A",41.2,56.4375,70.63636364,24.36363636,29.75
"ATP11B",161.8,165.0625,165.7272727,97.31818182,95.58333333
"ATP11C",102.6,144.25,236.9090909,274.5454545,139.4166667
"ATP12A",91.4,88.1875,59.63636364,64.68181818,53.83333333
"ATP13A1",86.4,347.8125,618.9090909,512.9545455,234.8333333
"ATP13A2",66.4,100.9375,126.2727273,133.7727273,93.58333333
"ATP13A3",88.6,79.9375,543.0909091,92.54545455,63.83333333
"ATP13A4",20,19.5,17.36363636,16.72727273,14.16666667
"ATP13A5",34.4,43.5,33.81818182,40.72727273,28.41666667
"ATP1A1",355,715.4375,1975.454545,1202.954545,558.5833333
"ATP1A2",20.6,23.125,19.90909091,17.31818182,18.5
"ATP1A3",22.2,24.9375,24.54545455,23.13636364,15
"ATP1A4",31.2,34.6875,22.54545455,28.18181818,19.91666667
"ATP1B1",16.4,39.5625,3462.090909,49.36363636,245.3333333
"ATP1B2",85.8,79.0625,68.18181818,54.95454545,37.16666667
"ATP1B3",40.8,86.875,89.63636364,35.68181818,49.25
"ATP1B4",11.6,9.6875,10.09090909,8.818181818,10
"ATP2A1",35,27.625,20.54545455,22.77272727,21.91666667
"ATP2A2",86.4,522.625,2279.363636,420.4090909,856.75
"ATP2A3",115.2,32.3125,61.45454545,195.5454545,25.33333333
"ATP2B1",518.8,186.8125,221.9090909,153.1363636,165.0833333
"ATP2B2",70.2,74.3125,72.81818182,47.31818182,43.33333333
"ATP2B3",32,43.375,37.18181818,32.13636364,29.58333333
"ATP2B4",557.6,229.9375,555.0909091,698.5,660.4166667
"ATP2C1",37.8,71.125,212,95.13636364,373.5833333
"ATP2C2",106,100.625,86.36363636,79.04545455,70.83333333
"ATP4A",48.4,45.0625,34.45454545,35.95454545,39.33333333
"ATP4B",51.8,61,54.09090909,47.81818182,59.08333333
"ATP5A1",849.6,5119.625,7191.636364,5215.681818,5560.333333
"ATP5B",1107.6,3630.375,4113.454545,2541.545455,2370.416667
"ATP5C1",663.8,3104.5,3714,1825.590909,1251.166667
"ATP5D",204.8,925.3125,574.6363636,1003.545455,971.5
"ATP5E",4932,7927.625,6876.090909,5666.409091,6165.833333
"ATP5F1",1599.8,4534,6501.454545,3404.545455,3575.166667
"ATP5G1",189.4,712.6875,808.8181818,373.5,345.5833333
"ATP5G2",50.8,44.4375,32.18181818,42.13636364,37.08333333
"ATP5G3",175,2581.75,3923.454545,1370.5,1426.666667
"ATP5H",66.8,67.25,61.54545455,93.45454545,55.08333333
"ATP5I",718.6,1158.375,1025.727273,690.9545455,1212
"ATP5J",1023,2225.625,3280.818182,1731.909091,1308.5
"ATP5J2",1439.2,3806.1875,3692.727273,1902.636364,950.4166667
"ATP5L",2078.2,5890.125,4862.909091,4677.454545,4917.5
"ATP5O",782.6,3968.375,3985.636364,3526.136364,3321.25
"ATP5S",97.6,320,260.0909091,208.3636364,359.75
"ATP5SL",166,460.6875,642.8181818,406.3181818,434.4166667
"ATP6AP1",1148,1328.4375,4353.272727,771.0454545,689.6666667
"ATP6AP1L",52.8,50.125,51.90909091,49.04545455,26.16666667
"ATP6AP2",1290.4,2790.0625,5027,980.6363636,1204
"ATP6V0A1",445,418.9375,1026.363636,155.9545455,131.4166667
"ATP6V0A2",84.2,82.0625,93.63636364,221.5,195.25
"ATP6V0A4",27,29.4375,22.54545455,25,18.58333333
"ATP6V0B",4113,2774.875,3845.181818,563.3636364,1138.75
"ATP6V0C",675.4,1311.75,2576.272727,611.5454545,765.4166667
"ATP6V0D1",3505.6,3270,4383.181818,816.7272727,483.25
"ATP6V0D2",13,12.6875,813.8181818,11.63636364,15.58333333
"ATP6V0E1",4272,3625.625,4791.363636,2350.772727,894.25
"ATP6V0E2",99.8,122.125,205.0909091,784.8181818,298.0833333
"ATP6V1A",4166.4,2427.1875,5818.636364,546.4545455,574.4166667
"ATP6V1B1",20,27.875,27.36363636,22.95454545,19.5
"ATP6V1B2",6298.8,2862.625,5304.727273,461,387.3333333
"ATP6V1C1",103.8,69.5,138.8181818,49.90909091,36
"ATP6V1C2",37.8,49.0625,37.27272727,40.09090909,34.25
"ATP6V1D",1074.8,894.5625,3781,318.1818182,176.9166667
"ATP6V1E1",1761.2,1440.9375,3036.545455,800.7272727,647.4166667
"ATP6V1E2",46.6,90.375,50.72727273,108.9545455,74
"ATP6V1F",1007.4,3452.625,6767.090909,1420.909091,1113.75
"ATP6V1G1",3131.4,3691.25,4012.454545,3187.318182,6626.25
"ATP6V1G2",43.4,35.25,28.63636364,51.59090909,28.83333333
"ATP6V1G3",20.8,17.8125,13,15.40909091,16
"ATP6V1H",77.4,65.0625,186.7272727,109.7272727,117.1666667
"ATP7A",552,119.4375,334.1818182,155.3636364,218
"ATP7B",40.8,32.9375,23.54545455,33,25.33333333
"ATP8A1",38.2,24.625,25.18181818,31,28.58333333
"ATP8A2",16.2,18.875,18.81818182,23,17
"ATP8B1",801.4,633,219.4545455,684.4090909,344.75
"ATP8B2",92,25.625,46.63636364,1479.863636,492.75
"ATP8B3",34.6,33.8125,30.18181818,27.45454545,21.25
"ATP8B4",38.2,63.25,262.8181818,15.13636364,110.4166667
"ATP9A",43.6,28.5625,230.9090909,23.90909091,82.08333333
"ATP9B",40.8,36.875,28.18181818,36.90909091,28.41666667
"ATPAF1",73.2,186.6875,261.3636364,238.8636364,192.9166667
"ATPAF2",64.6,146.1875,262.5454545,63.04545455,73.58333333
"ATPBD4",7.4,7.1875,7.909090909,6.590909091,7.583333333
"ATPGD1",46.2,48.875,42,92,86.25
"ATPIF1",115.4,123.1875,150.6363636,225.7727273,177.8333333
"ATR",32.6,84.5625,132.2727273,181.4545455,257.75
"ATRIP",41.8,49.8125,43,83.40909091,80.41666667
"ATRN",73.4,158.0625,208,112.2272727,60.08333333
"ATRNL1",32.2,28.5,20,22.54545455,21.5
"ATRX",510.6,401.8125,325,815.6818182,448.6666667
"ATXN1",813.6,365.8125,600.5454545,401.3181818,324.4166667
"ATXN10",217.2,1713.4375,1490,1430.045455,1545
"ATXN1L",335.2,263.3125,354.0909091,353.5909091,1280.166667
"ATXN2",124.6,135.5,151.7272727,183.1363636,111.4166667
"ATXN2L",127.2,106.25,89.09090909,144.7727273,57.16666667
"ATXN3",144.4,144.125,207.6363636,101.0454545,166.1666667
"ATXN3L",11.8,12,10.63636364,10.86363636,10.83333333
"ATXN7",879.2,128.5,227.8181818,414.8181818,297
"ATXN7L1",98,194.8125,79.36363636,442.2727273,272.4166667
"ATXN7L2",21.4,20.625,25.72727273,25.77272727,37.91666667
"ATXN7L3",286.4,250.625,202.3636364,237.1818182,275.8333333
"ATXN8OS",54.6,55.5625,44,44.68181818,40
"AUH",144.4,101.125,255.0909091,172.4545455,204.5833333
"AUP1",318.8,576.5,698,496.5909091,1095.333333
"AURKA",133.2,47.375,256.6363636,31.27272727,32.16666667
"AURKAIP1",69.4,108.75,140.1818182,96.5,54.58333333
"AURKB",38,32.6875,31.72727273,30.45454545,25.83333333
"AURKC",68.6,63.125,57.09090909,63.86363636,64.75
"AUTS2",68,22.4375,31.72727273,488.3636364,1676.666667
"AVEN",34.8,89.5,136.4545455,91.72727273,223.25
"AVIL",89.6,32.8125,28.54545455,28.68181818,25
"AVL9",217.2,129.6875,148.3636364,98.54545455,125.8333333
"AVP",73.6,57.6875,52,49.31818182,53
"AVPI1",112.4,127.6875,690.1818182,89.18181818,145.5833333
"AVPR1A",75.4,78.125,69,60.13636364,75.66666667
"AVPR1B",95.6,121.3125,84,83.45454545,97.58333333
"AVPR2",70.8,54.6875,43.36363636,37.18181818,31.5
"AWAT1",22.6,21.4375,18.72727273,21.59090909,18.66666667
"AXIN1",181.8,147.375,130.9090909,272.5,270.75
"AXIN2",103.4,81.3125,64.54545455,102.9090909,79.5
"AXL",24.4,32.5,58.54545455,19.5,63
"AZGP1",106.8,85.8125,70.63636364,65.27272727,65.16666667
"AZGP1P1",52.6,59.6875,40.72727273,46.40909091,43.83333333
"AZI1",62.8,55.8125,67.36363636,69.09090909,119.8333333
"AZI2",104.6,256.3125,231,254.2272727,158.25
"AZIN1",962.4,821.9375,1148,875.4090909,1926
"AZU1",72.4,65.625,52,48.81818182,33.25
"B2M",17394,15109.8125,15145.09091,13010.09091,15894.25
"B3GALNT1",18.6,13.6875,19,14.45454545,23.16666667
"B3GALNT2",23.8,25.3125,16.63636364,22.40909091,19.41666667
"B3GALT1",15.6,17.6875,15.45454545,16.22727273,13.58333333
"B3GALT2",8.2,7.625,8.090909091,17.5,9
"B3GALT4",184.6,221.0625,204.0909091,204.7272727,115.5833333
"B3GALT5",18.4,18.75,14.45454545,16,14.75
"B3GALT6",122.2,266.5,459.0909091,354.3636364,218.5
"B3GALTL",19,21.75,50.72727273,35.68181818,73.58333333
"B3GAT1",45,44.1875,35,42.68181818,162.25
"B3GAT2",24.2,24.4375,20.45454545,23.31818182,16.91666667
"B3GAT3",94.4,94.1875,92.72727273,162.5,102.0833333
"B3GNT1",53,84.875,261.5454545,198.7272727,100.75
"B3GNT2",281.6,154.0625,675.2727273,150.2272727,480.25
"B3GNT3",164,148.875,121.1818182,112.9090909,87.33333333
"B3GNT4",86.2,105.9375,81.63636364,77.27272727,93.25
"B3GNT5",437.8,44.5,49.72727273,29.09090909,29.41666667
"B3GNT6",53.4,56.5,44.54545455,48.86363636,40.66666667
"B3GNT7",63,38.3125,64,31.18181818,2257.25
"B3GNT8",248.2,102.5625,82.90909091,49.22727273,29.08333333
"B3GNT9",94.6,65.4375,62.90909091,71.68181818,44.16666667
"B3GNTL1",250.6,87.5,70.90909091,67.72727273,55.75
"B4GALNT1",35,40.3125,27.81818182,29.40909091,20.33333333
"B4GALNT2",29.4,29,22.45454545,26.59090909,19.5
"B4GALNT3",61,67.75,59.72727273,55.95454545,54.5
"B4GALNT4",23.2,21.4375,25.45454545,21.59090909,18.75
"B4GALT1",347.6,205.5625,54.36363636,172,753.0833333
"B4GALT2",157.2,130.1875,106.8181818,80.63636364,60.25
"B4GALT3",183.8,253.375,257.4545455,451.1818182,283.5833333
"B4GALT4",44,67.9375,120.0909091,128.4090909,212.75
"B4GALT5",1816.2,357.125,595.1818182,147.5,312.0833333
"B4GALT6",13.6,29.875,38.27272727,16.18181818,199.4166667
"B4GALT7",68.2,100.1875,136.7272727,106.2272727,96.08333333
"B9D1",24.2,29.6875,41.63636364,23.5,22.5
"B9D2",238,137.6875,118.5454545,98.86363636,121.8333333
"BAALC",17.2,20.5,23.45454545,17.09090909,41.16666667
"BAAT",76.2,72,56.72727273,50.18181818,44.5
"BACE1",52.2,82.125,157.9090909,49.04545455,32.91666667
"BACE2",165.2,48.0625,47.63636364,40.45454545,40.25
"BACH1",333.8,88.25,67.45454545,22.81818182,53.91666667
"BACH2",55.4,43.1875,40.54545455,260.5,143.9166667
"BAD",94.2,97.0625,122.3636364,55.13636364,200.25
"BAG1",278.8,414.25,470.9090909,271.4090909,668.5833333
"BAG2",17.6,16.6875,69.72727273,76.54545455,119.5833333
"BAG3",32.6,81.0625,693.9090909,755.0454545,318
"BAG4",143.2,141.875,123.7272727,69.54545455,277.75
"BAG5",553.8,477.625,618.9090909,613.3181818,1227.166667
"BAGE",25.6,28.125,24.54545455,22.22727273,23.5
"BAHCC1",122.4,179.5625,106.0909091,164.0909091,94.5
"BAHD1",117.2,116.9375,144.8181818,263.4545455,248.1666667
"BAI1",66,53.75,62.18181818,41.72727273,61
"BAI2",15.8,17,16,16.40909091,22.66666667
"BAI3",10.6,10.9375,10.36363636,9.727272727,9.5
"BAIAP2",57.2,57.0625,123.0909091,40.59090909,37.25
"BAIAP2L1",68.4,64.4375,50.27272727,49.68181818,56.58333333
"BAIAP2L2",152.8,104.1875,90.18181818,66.63636364,77.91666667
"BAIAP3",69.8,47.5,37.36363636,46.95454545,59.5
"BAK1",104.8,160.3125,211.2727273,179.0909091,433.6666667
"BAMBI",50.2,33.9375,40.72727273,25.27272727,50.33333333
"BANF1",204.6,1824.4375,1338.454545,1200.772727,136.5833333
"BANF2",29,26.9375,20.63636364,20.90909091,23.08333333
"BANK1",81.8,65.8125,40,48.36363636,39.25
"BANP",1611.2,559.8125,466.2727273,536.6363636,479.4166667
"BAP1",116.8,97.625,129.2727273,123,86.08333333
"BARD1",41.4,54,242.9090909,116.8181818,96.33333333
"BARHL1",95,98.4375,83.27272727,71.27272727,103.25
"BARX1",48.6,44.125,43.45454545,33.09090909,37.5
"BARX2",68.6,76.875,64.09090909,65.90909091,44.83333333
"BASP1",10566.6,1516.375,2575.909091,79.31818182,81.66666667
"BAT1",1386,2346.9375,1449.363636,3728.863636,618.8333333
"BAT2",275.2,246.5,239.1818182,235.0454545,245.0833333
"BAT2L1",234.2,284.3125,195.2727273,629.7727273,370.25
"BAT2L2",870.8,1125.875,1821.818182,3027.954545,2791.416667
"BAT3",697.8,719.0625,780.3636364,801.5,596.25
"BAT4",326.6,282.3125,375,291.5909091,268
"BAT5",643.4,310.1875,460.2727273,262.5454545,441
"BATF",192,213.625,227.7272727,291.7272727,224.5833333
"BATF2",156.4,72.25,51.27272727,28.81818182,29.83333333
"BATF3",146.2,272.5625,115.8181818,97.04545455,96.08333333
"BAX",120.8,206.4375,140.8181818,71.72727273,366.5833333
"BAZ1A",2123,742.625,476.8181818,830.1363636,920.4166667
"BAZ1B",25.4,23.9375,17,19.36363636,18
"BAZ2A",742.6,171,155.1818182,261.7272727,138.4166667
"BAZ2B",2109,348.0625,364.5454545,157.7727273,244.6666667
"BBC3",226.6,182.75,125.1818182,107.9545455,108.1666667
"BBOX1",13.4,12.75,11.09090909,11.09090909,10.83333333
"BBS1",112.2,128.75,139,232.4090909,93.75
"BBS10",30.6,34.75,96.54545455,55.68181818,29.33333333
"BBS12",23.4,40,41.27272727,40.59090909,15.41666667
"BBS2",57.8,124.9375,220,393,136.5
"BBS4",65.2,59.5625,128.5454545,128.9090909,213.3333333
"BBS5",10.2,11.6875,23.09090909,13.5,12.25
"BBS7",19.4,35.0625,46.27272727,64.90909091,32.41666667
"BBS9",38.2,62.4375,70.54545455,99.5,92.66666667
"BBX",353.2,328.125,262.4545455,609.9090909,628.8333333
"BC036928",16.8,19.1875,18.90909091,35.5,26.41666667
"BCAM",63.8,52.6875,72.81818182,49.68181818,44.16666667
"BCAN",50.2,53.0625,56.72727273,43.54545455,35.08333333
"BCAP29",69.8,191.0625,409.2727273,108.6363636,92.75
"BCAP31",1203,1034.0625,3211.272727,1017.181818,747.0833333
"BCAR1",74.8,68.3125,96.72727273,56.45454545,67.08333333
"BCAR3",37.4,37.6875,160.9090909,38.13636364,37.33333333
"BCAR4",29,37.875,22.81818182,27.81818182,27.25
"BCAS1",100.4,71.75,52.81818182,56.09090909,66.91666667
"BCAS2",966.6,496.6875,649,632.1363636,1897.5
"BCAS3",116.4,95.6875,94.63636364,123.5454545,107.5
"BCAS4",38.8,37.4375,34.36363636,101.5454545,142.5
"BCAT1",53,201.6875,2138.545455,32.90909091,27.75
"BCAT2",45.2,113.625,178.5454545,125.6363636,43.66666667
"BCCIP",29.4,38.75,44.81818182,66.31818182,94.83333333
"BCDIN3D",61.4,82.6875,108.2727273,85.22727273,41.16666667
"BCHE",8.6,9.5625,8.090909091,8.181818182,8.25
"BCKDHA",170.2,649.875,526,334.4545455,319.1666667
"BCKDHB",16,37.5,74.81818182,95.45454545,149.4166667
"BCKDK",311.2,354.9375,454.8181818,94.54545455,80.83333333
"BCL10",1013.4,384.5625,684,300.9090909,454.25
"BCL11A",100.4,270.125,345.2727273,79.81818182,48.83333333
"BCL11B",112.6,22.1875,42.18181818,3444.636364,617.5
"BCL2",50,30.4375,95.36363636,1343.909091,247.8333333
"BCL2A1",7341.6,1568.0625,4544.818182,323.0909091,278.8333333
"BCL2L1",145.2,124.25,85.18181818,86.86363636,118.8333333
"BCL2L10",22.4,21.875,16.63636364,17.86363636,18.33333333
"BCL2L11",211.6,294.625,139.6363636,149.4545455,352.6666667
"BCL2L12",82.4,92.0625,131.8181818,100.5909091,133
"BCL2L13",124.8,297.3125,338.6363636,210,91.08333333
"BCL2L14",39.2,40.875,25.45454545,46.27272727,26.83333333
"BCL2L15",38.6,51.0625,36.63636364,51.72727273,63.5
"BCL2L2",37.2,41.1875,40,30.77272727,33.25
"BCL3",146.8,72.875,54.27272727,44,35.91666667
"BCL6",5950.2,1611.375,1437.545455,174.2272727,1875.416667
"BCL6B",81,89.0625,57.54545455,72.68181818,57.08333333
"BCL7A",42,47.375,52.81818182,58.77272727,36.25
"BCL7B",267.8,294.8125,330.0909091,388.7272727,396.6666667
"BCL7C",151,299.625,341.4545455,321.5454545,664.1666667
"BCL8",9.8,8.625,7.818181818,8.454545455,8.25
"BCL9",47.6,50.9375,42.63636364,81.63636364,53.5
"BCL9L",124.2,133.625,109.0909091,577.1363636,177.25
"BCLAF1",1796.6,1289.875,1263,2338.181818,3506.666667
"BCMO1",18.8,15.75,11.81818182,12.77272727,17.66666667
"BCO2",31,33.1875,25.45454545,27.95454545,29.25
"BCOR",95.8,63.1875,126.2727273,171.5,165.5
"BCORL1",306.4,230.625,157.7272727,242.7727273,103.5833333
"BCORL2",11.2,10.875,10.18181818,17.63636364,15.08333333
"BCR",114.4,99.4375,108.7272727,184.5454545,336
"BCS1L",69,164.875,154.4545455,277.6818182,205.1666667
"BDH1",48,63.25,200,174.8181818,74.25
"BDH2",59.6,215.8125,479.5454545,447.1363636,322.0833333
"BDKRB1",65.6,64.6875,58,56.45454545,48.58333333
"BDKRB2",61,51.4375,46,41.86363636,40.16666667
"BDNF",17.8,17.625,13.27272727,13.86363636,13.16666667
"BDNFOS",10.4,9.1875,9.363636364,8.681818182,8.666666667
"BDP1",62.6,218.5,252.8181818,634.8636364,578.4166667
"BEAN",22,16.5625,17.18181818,13.86363636,12
"BECN1",973.6,577.3125,632.0909091,503.3636364,485.1666667
"BEGAIN",61.6,44.4375,43.18181818,38.90909091,35.41666667
"BEND2",22.4,14.6875,11.81818182,12.18181818,12.83333333
"BEND3",79.4,85.75,120.9090909,56.90909091,88
"BEND4",38,34.25,25.90909091,27.18181818,21
"BEND5",14.6,17.6875,19.18181818,27.95454545,34.08333333
"BEND6",9.4,9.5625,8.272727273,8.954545455,10.91666667
"BEND7",51.6,12.5,10.63636364,9.636363636,9.166666667
"BEST1",1024,502.125,353.4545455,168.2272727,123.6666667
"BEST2",49.2,56,44.36363636,38.27272727,29.33333333
"BEST3",36.4,25.125,24.09090909,23.40909091,23.41666667
"BEST4",16.2,11.75,10.18181818,14.40909091,14.58333333
"BET1",44.2,287.3125,363.5454545,204.3181818,30.16666667
"BET1L",484,253.25,220.8181818,564.1363636,126.5
"BET3L",19.8,19.375,12.36363636,15.77272727,12.91666667
"BEX1",73.4,54.75,51.09090909,44.04545455,36.25
"BEX2",48.8,30.75,57.72727273,845.8636364,1582.416667
"BEX4",57.6,188.9375,582.5454545,399.0909091,1221.416667
"BEX5",19.4,18.5625,15.81818182,194.8181818,375.3333333
"BEYLA",38.4,46.625,32.54545455,32.5,29.66666667
"BFAR",191.2,321.0625,435.9090909,518.9090909,185.1666667
"BFSP1",35.6,32.875,40.54545455,37,56.58333333
"BFSP2",33.8,33.75,32.81818182,33.09090909,35.16666667
"BGLAP",56,45.1875,43.81818182,49.31818182,34.08333333
"BGN",54.2,50.5,44.36363636,35.86363636,32.75
"BHLHB9",9.2,9.9375,9.090909091,9.409090909,10.66666667
"BHLHE22",31.6,31.0625,24.27272727,26.45454545,23.5
"BHLHE23",33.8,28.6875,28.72727273,23.31818182,29.5
"BHLHE40",1774.6,1012.0625,1507.727273,541.4090909,5235.166667
"BHLHE41",35.8,33.6875,25.36363636,22.81818182,23.16666667
"BHMT",24.8,38.8125,24.18181818,30.72727273,21.91666667
"BHMT2",22.4,25.9375,18.36363636,22.5,20.75
"BICC1",17.8,24,15.63636364,19.72727273,16.25
"BICD1",102,120,116.9090909,127.4090909,70.5
"BICD2",79.2,48.6875,51.18181818,35.54545455,37.16666667
"BID",1823.4,1011.125,558.4545455,152.9545455,193.25
"BIK",72.4,41.3125,28.27272727,39.27272727,35.75
"BIN1",161.4,121.625,406.0909091,1604.772727,1048.5
"BIN2",2947.6,1314.625,773.3636364,1742.909091,2221.333333
"BIN3",318.4,136.4375,65,128.8636364,143.4166667
"BIRC2",1768,1337.5625,1294,1960,2970.333333
"BIRC3",264.2,111.375,192.3636364,1190.863636,172.75
"BIRC5",30.4,40.6875,57.27272727,29.81818182,23.66666667
"BIRC6",495,421,693.3636364,872.5909091,939.5
"BIRC7",151.6,100.1875,116.0909091,102.6363636,97.66666667
"BIVM",24.6,31.625,86.54545455,105.7727273,284.6666667
"BLCAP",366.4,652.5,932.3636364,795.0454545,624.75
"BLID",15.2,12.8125,11.54545455,11.59090909,13.5
"BLK",24.6,23.5625,26.45454545,28.68181818,30.75
"BLM",109.4,101.0625,142,100.9545455,190
"BLMH",42.8,148.375,231.1818182,270.9090909,282.6666667
"BLNK",18.2,35.125,466.5454545,26.5,17.25
"BLOC1S1",910.2,1312.125,1118,553.7727273,339.3333333
"BLOC1S2",1825.4,1812.75,2679.636364,996.9545455,2597.25
"BLOC1S3",162.2,143.5,135.7272727,142.4545455,177.25
"BLVRA",205.8,1449.4375,1599.909091,404.7727273,295.75
"BLVRB",218.4,2135.875,2339.818182,163,234.25
"BLZF1",19.6,15.1875,12,12.63636364,24.75
"BMF",117,219.875,261.3636364,76.22727273,69.5
"BMI1",84.4,271.1875,370.2727273,869.1818182,1144.333333
"BMP1",55.2,64.5,101.8181818,44.90909091,56.5
"BMP10",24.6,27.3125,22.63636364,24.54545455,18
"BMP15",17.6,25.5,15.90909091,17.40909091,13.58333333
"BMP2",18.4,17.4375,17.90909091,13.09090909,45.83333333
"BMP2K",485.4,244.625,598.4545455,73.63636364,47.91666667
"BMP3",28,29.6875,25.81818182,21.27272727,20.83333333
"BMP4",55.4,75.0625,65.09090909,59.77272727,59.75
"BMP5",30.8,32.625,26.90909091,26.04545455,34.83333333
"BMP6",124.6,65.9375,43.72727273,43.5,37.16666667
"BMP7",73,65,62.54545455,45.68181818,64.16666667
"BMP8A",23,21.4375,29.90909091,22.86363636,16.58333333
"BMP8B",67.2,66.625,51.81818182,43.5,72.66666667
"BMPER",7.6,7.8125,7.454545455,7.545454545,8.833333333
"BMPR1A",20.6,24.5625,101.7272727,110.1363636,75.83333333
"BMPR1B",16.6,21.4375,14.45454545,14.95454545,13.16666667
"BMPR2",78.8,70.375,88.27272727,56.45454545,192.1666667
"BMS1",97.6,269.375,316.9090909,355.2727273,566.5
"BMS1P5",82.8,143.3125,110.5454545,220.0909091,90.25
"BMX",190.2,25.9375,22.72727273,23.31818182,20.08333333
"BNC1",8.2,8.125,7.818181818,7.863636364,8.416666667
"BNC2",28.6,35.3125,23.90909091,32.77272727,452.4166667
"BNIP1",55.8,112.1875,124.9090909,104.7727273,309.9166667
"BNIP2",1120,782.5625,840.0909091,579.4545455,1527.166667
"BNIP3",24.2,37.875,172.2727273,167.6818182,85.5
"BNIP3L",3235.2,2423.8125,1910.818182,633,2394
"BNIPL",30.2,25.625,20.90909091,22.27272727,20.08333333
"BOC",82.8,89.9375,83.18181818,71.63636364,68.5
"BOD1",76,189.375,255.0909091,302.8636364,350.3333333
"BOD1L",2437.2,366.375,274.5454545,451.5909091,450
"BOD1P",25.8,22.75,19.36363636,19.09090909,15.08333333
"BOK",51,49.125,43.63636364,38.27272727,79.91666667
"BOLA1",38.2,66.6875,82.27272727,96.54545455,41.91666667
"BOLA2",17.6,34.375,26.90909091,18.77272727,108.3333333
"BOLA3",53.4,285.875,1917.545455,941.5,593.8333333
"BOLL",18.6,23.8125,20.09090909,20.40909091,20
"BPA-1",11,9.75,8.363636364,8.909090909,9
"BPESC1",9.4,8.8125,7.909090909,8,8.333333333
"BPGM",137.4,80.625,120.5454545,121.0454545,420.5
"BPHL",56.6,94.6875,84,82.90909091,61
"BPI",138,138.625,60.27272727,68.54545455,23.16666667
"BPIL1",58.2,71.5,58.72727273,49.36363636,46.5
"BPIL2",33.6,37.4375,27.72727273,32.13636364,33.5
"BPIL3",17,20.75,15.81818182,17.59090909,13.91666667
"BPNT1",48.6,119.6875,113,81.31818182,57.08333333
"BPTF",382.2,256.875,412.9090909,1043,1235.916667
"BPY2",17,21.8125,16.36363636,21.04545455,14.16666667
"BRAF",126.8,83.3125,80.81818182,72.68181818,59.66666667
"BRAP",246.4,161.5,149.1818182,194,456.25
"BRCA1",93.8,47.1875,110.6363636,38.22727273,57.41666667
"BRCA2",10.6,10.875,24.90909091,10.40909091,9.833333333
"BRCC3",182.4,314.75,620.7272727,284.3636364,192.0833333
"BRD1",248.4,206.75,142,466.5909091,1067.5
"BRD2",1294.8,981.3125,846.6363636,1331.045455,3158.333333
"BRD3",574.6,486.375,272.5454545,449.5909091,390.75
"BRD4",1206.2,673.6875,807.4545455,1170.363636,827.3333333
"BRD7",196.2,331.5625,307.9090909,499.4545455,1302.583333
"BRD7P3",46.6,47.0625,40,36.5,30.08333333
"BRD8",64.6,51.0625,45.36363636,71.54545455,46.16666667
"BRD9",178.6,274.6875,211.3636364,366.4545455,289.9166667
"BRDT",13.2,12.1875,10.72727273,10.81818182,11.83333333
"BRE",281.6,489.375,463,324.9545455,324.5
"BREA2",60.2,49.9375,63.45454545,42.77272727,69.16666667
"BRF1",58.2,70.1875,61.09090909,66.13636364,89.08333333
"BRF2",63.2,74.75,82.27272727,80.18181818,156
"BRI3",174.4,211.9375,194.0909091,90.31818182,114.75
"BRI3BP",331.4,425.5625,507,197.8181818,137.1666667
"BRIP1",11.6,12.125,13.81818182,12.09090909,11.91666667
"BRIX1",27.2,76.5625,98.63636364,127.8636364,332.3333333
"BRMS1",444,415.125,340.7272727,385.6818182,491.9166667
"BRMS1L",50,69.8125,161.0909091,131.3181818,225.8333333
"BRP44",610.4,530,2228.454545,631.2727273,1171.916667
"BRP44L",323.6,659.3125,1608,415.5454545,772.3333333
"BRPF1",165.8,189.25,331.6363636,238.5909091,736.5833333
"BRPF3",179.2,74.625,88.54545455,122.3181818,438.3333333
"BRS3",30,33,28,27.09090909,22.33333333
"BRSK1",91.6,121.75,148.7272727,49.81818182,29.41666667
"BRSK2",41,29.625,32.36363636,25.36363636,30.25
"BRWD1",101,84.0625,54.36363636,78.95454545,107.6666667
"BRWD3",188.2,76.9375,62.09090909,54.81818182,86.16666667
"BSCL2",132.2,276.25,488.2727273,199.9545455,162.25
"BSDC1",375,193.625,258.1818182,396.5909091,413.8333333
"BSG",578.2,571.0625,1269.909091,189.1818182,211.6666667
"BSN",19.8,21.8125,17.09090909,16.09090909,15
"BSND",47.8,55.5,47.81818182,41.22727273,38.58333333
"BSPRY",50.2,43.625,38.54545455,37.22727273,52.16666667
"BST1",689.6,723.5,128.3636364,23.13636364,27.41666667
