"AABleh","cytotoxic.CD56.dim.NK.cell","memory.CD4.pos.AB.T.cell","memory.B.cell","CD14.pos.CD16.neg.classical.monocyte"
"COX4I1",269.677714286,333.830142857,349.804571429,243.252171429
"BFAR",21.4667142858,20.5647142857,22.7462857143,16.2701428572
"TMLHE-AS1",0.0284285715,0.0253571429,0,0.1852285714
"CRTAM",5.1572142857,0.3877142857,0,1.591
"EDA",0.0095714286,1.9117857143,0.0294285714,0.0738571429
"PIPOX",1.1558571429,0.803,1.0698571429,0.7366285714
"CCDC117",6.7878571429,1.6412857143,1.8935714286,3.1726857143
"CCDC115",26.9611428572,25.0370714286,31.2118571429,14.7154571429
"CCDC112",1.0214285714,1.6974285715,3.0045714286,5.5832857143
"MCF2L",0.5895,1.9405714286,0.5585714286,0.0568
"UBXN10-AS1",0.5113571429,1.3022857143,0.105,0.1261714286
"LEO1",9.0802857143,5.6144285715,5.1028571429,3.8037142857
"LINC01215",1.5267142858,12.3907142858,20.9485714286,0.4289714286
"ATP1A4",0,0,0.0294285714,0.3420571428
"ATP1A3",1.9036428572,0.678,0.4091428571,0.0199142857
"ATP1A1",58.2367142857,143.813214286,67.8417142857,83.8975714286
"NOCT",0.563,0.518,1.2211428571,10.3975428571
"LOC102723927",0.6097142857,0.9615,7.1385714286,0.1487714286
"MGRN1",7.6947142858,5.9606428572,5.2941428571,15.8312571429
"TCP1",57.008,58.2163571429,54.5825714286,50.5604
"CRTAP",3.055,8.2992857143,4.0565714286,72.7268
"SIRPG",0.1127857143,17.3975714286,0,0.1010285714
"SPHK1",1.459,0.0988571429,0.0568571429,6.245
"CUEDC1",0.0160714286,0.0765,0,4.1817142857
"CUEDC2",12.3747857142,11.928,13.8377142857,13.1541142857
"CBLB",27.1148571428,11.0327857143,18.2397142857,4.8760857143
"CPEB4",5.7260714286,4.6935714286,4.0045714286,21.7274857143
"C11orf98",36.6098571429,20.1562142858,23.7828571429,12.8664
"CPEB1",0,0.0817142857,0,0
"CPEB3",0.8807142857,0.6252142857,1.0454285714,1.5845428571
"CPEB2",2.7951428572,2.0885,2.3074285714,6.3816285714
"BEGAIN",0.0384285715,0.9777142858,0.0294285714,0.1956285714
"OSGEP",10.7822142858,12.0525,24.353,13.3839142857
"ABAT",2.3671428572,1.1381428572,1.8168571429,5.7837714286
"ZNF780A",4.8689285714,5.0855,3.0614285714,6.2706285714
"ZNF780B",4.1330714286,5.0565714286,6.3117142857,3.9444857143
"FRG1",29.8481428572,32.142,39.3537142857,24.1658857143
"RHEBL1",3.839,1.5145714286,1.4311428571,0.1128571428
"SIRPA",0.0095714286,0,0.2905714286,47.0294285714
"IFT80",5.3834285715,9.8499285714,5.9088571429,3.3656285714
"IFT81",0.2349285715,0.6119285715,0.7214285714,0.5606857143
"IFT88",4.1282857143,4.3952142858,5.9431428571,4.3446
"POU5F1B",0.0550714286,0.2690714286,0.0814285714,0.0018857143
"SP1",22.6279285714,22.5708571429,25.2334285714,38.2882571429
"SP2",1.2144285715,1.0777142857,0.829,1.4483428571
"CNTF",0.7414285715,0.586,1.2914285714,2.3265142857
"MCM10",0.5580714286,0.2231428572,0.2114285714,0.0278
"SP4",18.5937857143,15.3942857143,14.6802857143,2.8108857143
"ATG4C",2.9018571429,2.7175714286,8.3691428571,5.9629428571
"ATG4B",22.4192857143,16.1755714286,18.292,18.7183428571
"ATG4A",6.5804285714,5.2785,3.6462857143,3.6768
"THUMPD2",3.8429285715,5.1721428572,5.4477142857,4.9102
"ATG4D",21.4277857143,13.9033571429,9.0537142857,8.6934571429
"LOC100129215",1.2855,0.5049285715,0.4554285714,0.2198
"CFH",1.1726428572,15.0020714286,0,0.1605428571
"GPT2",0.1966428572,0.1015,2.5377142857,0.5068285714
"PNP",20.6928571429,24.9489285715,14.584,27.5349142857
"ANKFY1",9.9733571429,7.5875714286,8.8094285714,14.7992857143
"CFB",0.1504285715,0.1155714286,0.1434285714,0.7428285715
"TOR2A",6.2847857143,1.9919285715,3.166,9.8235714286
"SMKR1",4.5657142857,0.6157142857,1.4021428571,0.0046285714
"CREBBP",17.3254285714,15.1377142858,23.7458571429,24.9974571429
"PNN",29.4845714286,31.4249285714,54.9568571429,33.7022857143
"ATP6V0E1",74.7481428572,64.5435714286,68.2022857143,92.7241714286
"ATP6V0E2",9.6022142858,23.2905714286,5.4981428571,1.8310571428
"CFP",0.0740714286,9.5099285715,0.242,257.884285714
"RNU5B-1",95482.997,63508.309,73679.8557143,0
"AAAS",10.2012142857,9.9422142857,10.94,8.7910857143
"HAMP",0.2038571429,0.067,0.0814285714,0.2068
"SIDT1",22.5395714286,14.0118571429,52.3025714286,0.9846857143
"SIDT2",3.5779285715,4.5397857143,31.5094285714,26.5547142857
"ADCY10P1",0.6576428572,0.7453571429,1.2117142857,0.8767142857
"MR1",8.5119285715,5.4317142857,4.2682857143,8.8211428571
"CNPY4",8.8179285715,11.8105,2.3272857143,2.7393714286
"CNPY3",24.7798571428,23.541,72.664,83.6818285714
"CNPY2",35.4258571429,37.9947857143,24.2982857143,21.6271142857
"LOC102724163",0.0667142857,0,1.6404285714,0.7751428571
"SYNJ1",2.4492857143,2.2357857143,0.5051428571,6.4884571429
"KNDC1",0,0.3405714286,0.0294285714,0.3810285714
"HMG20A",17.1152857142,9.015,12.7252857143,8.5822
"HMG20B",18.2083571428,15.0995,14.2831428571,17.2203142857
"RNVU1-18",216694.120571,219030.112571,286334.745143,221811.042857
"AAGAB",19.0801428572,13.8101428572,13.5177142857,10.4793142857
"PHOSPHO1",0.4628571429,0.038,0.1328571429,0.2595428571
"SLC7A6OS",9.225,9.046,7.7897142857,6.6457714286
"SCYL2",21.9472142858,13.1394285715,8.3877142857,21.0662571428
"SYNJ2",5.7428571429,8.9194285714,2.9764285714,0.7320571428
"TMEM60",4.1704285714,3.7817857143,6.5102857143,4.4646
"ZFP82",1.6695714286,1.982,3.6531428571,0.2682857143
"CHFR",29.8621428571,19.8984285714,17.5494285714,23.5269142857
"TVP23C-CDRT4",2.01,1.4137857143,0.5827142857,0.2506857143
"SMDT1",8.2105714286,13.3347857143,22.2971428571,6.642
"FAM81A",0.038,0.0126428572,0.7292857143,0.0704857143
"RFX5",21.7024285714,21.171,74.994,39.0059428571
"APP",0.4235714286,16.7694285715,28.4725714286,48.8338857143
"RFX7",3.5649285715,2.8182857143,4.5421428571,2.4039714286
"RFX1",2.122,2.0000714286,2.2937142857,3.2084571429
"NRXN1",0,0,0,0.0186
"RFX3",2.4714285715,4.0870714286,4.7018571429,2.7232571428
"YDJC",11.6587857143,15.6009285714,19.2642857143,6.3597714286
"IBA57",1.1322857143,1.0004285715,0.8882857143,1.0343142857
"APC",15.419,11.2842857143,12.7252857143,18.7725714286
"ABCE1",15.0935,23.0243571429,17.6374285714,12.1084
"UQCRC2",74.0551428572,78.0856428572,75.6598571429,74.0241428571
"XPNPEP1",26.6491428572,16.7257142858,15.1934285714,24.5393428571
"STXBP4",1.6709285715,1.7158571429,1.5088571429,0.8161714286
"GGCX",5.6277142858,4.5296428572,4.4874285714,7.2463714286
"PAPLN",0.0324285714,0.0362857143,0.0568571429,0.5289428571
"ADNP",9.5500714286,7.7087142857,8.4688571429,8.3735714286
"ZNF57",0.8511428571,0.9811428572,0.8647142857,0.4497142857
"KHDRBS1",33.8258571428,35.6397857143,32.0631428571,27.1888
"KHDRBS3",0.0844285715,0.0752857143,0.105,0.0838571429
"GGCT",7.6157857143,6.6734285714,5.2532857143,6.7718
"PWAR5",2.5592142858,11.9838571429,7.3025714286,0.9838285714
"STAC3",0.3017142857,0.1451428572,1.9351428571,6.5824285714
"ZCCHC10",6.6595714286,7.9256428572,13.4335714286,7.9574571429
"TMEM127",7.4315714286,6.6613571429,6.7544285714,26.9926285714
"INF2",1.2115714286,13.2934285715,10.9808571429,4.3611142857
"UQCRHL",0.8228571429,1.1102857143,1.2742857143,1.1409714286
"B4GALT1-AS1",0.6626428571,0.2523571429,0.1908571429,0.6092857143
"C11orf1",3.0524285715,6.9028571429,3.9658571429,2.1736
"DPYSL2",8.8918571429,9.0967142857,3.8354285714,64.0124
"DPYSL3",0,0,0,0.0145428572
"PTPRCAP",223.886,135.804714286,197.355142857,1.4934285714
"IGFBP2",0.1828571429,0,0,1.5057142857
"IGFBP3",0.5410714286,4.5029285714,0.0442857143,0.0587428571
"LOC101929709",4.0797857143,2.5172142857,6.8748571429,19.4081142857
"IGFBP6",0.0171428572,0.2965,0.0917142857,0.0404571429
"IGFBP7",71.797,0.0167857143,0.0568571429,11.2554
"IGFBP4",0.2055714286,0.9635714286,0.105,0.0494857143
"SKP2",5.0985,4.2615714286,5.7531428571,3.2397428571
"TTC4",4.8648571429,5.4096428572,5.5997142857,3.4868571429
"CYP2R1",9.8377142857,9.8758571429,3.9447142857,4.0601428571
"CKLF",64.1051428571,53.2805714286,10.1574285714,69.5705714285
"GJA1",0,0,0,0
"SPPL2B",5.6772857143,7.4632857143,27.8291428571,8.9406857143
"GJA5",0,0,0,0
"PMS2P3",6.3511428572,5.4328571429,6.0502857143,4.1989142857
"SLFNL1-AS1",0.4669285715,0.3352857143,0.5585714286,0.1493142857
"KDM3B",25.2236428572,21.1326428572,35.1677142857,35.7011142857
"ZNF117",1.4997142857,1.5393571429,1.9634285714,4.1225428571
"KDM3A",38.0527142857,46.6827142857,21.9298571429,19.3841428572
"ZNF112",0.1502857143,0.0470714286,0.2527142857,0.0372857143
"SEZ6L",0.0557142857,0,0.0294285714,0.7205142857
"PPP6R3",59.0434285715,59.0668571429,53.2285714286,49.4245142857
"TMC4",1.5439285714,0.3554285715,0.2527142857,0.8821714286
"NSL1",13.4475714286,15.2461428572,16.5074285714,13.5048571428
"TMC6",88.3572857143,104.0191428572,99.912,41.2405714286
"KIAA1958",0.8890714286,0.3312857143,0.4554285714,2.0122571429
"APIP",6.0458571429,6.2917142858,4.111,8.8307714286
"VKORC1",28.0065714286,20.9257142858,10.4202857143,11.7232571429
"EIF2B4",9.3264285714,10.065,11.1748571429,10.8552285714
"EIF2B5",27.009,37.8130714286,44.1355714286,16.613
"EIF2B2",10.7094285714,4.8585714286,5.3898571429,5.1333714286
"EIF2B3",6.3969285714,6.0911428572,7.1612857143,5.9937714286
"EIF2B1",16.4054285714,16.4704285714,17.5494285714,16.8815428571
"PRKAR2A",10.8187857143,8.9345,6.1085714286,9.6670857143
"PRKAR2B",0.1235714286,0.6499285714,0.2527142857,5.3668857143
"XRRA1",2.9729285714,1.6387142858,1.5955714286,0.9133428572
"MAGT1",29.0192142857,27.6937857143,11.797,19.2201714286
"TXNIP",1128.34285714,729.4755714285,507.894,323.595828571
"SLC36A4",2.4166428572,4.9140714286,6.3875714286,18.6271714286
"MLF1",0.6136428571,1.2016428572,0.1328571429,0.0438285714
"MIR6875",0.2819285715,2.8878571429,1.9351428571,1.929
"IFT140",0.776,1.4643571429,1.6904285714,1.1272
"MLF2",24.7569285715,21.4826428572,27.432,27.1056285714
"TMEM14C",1.8193571429,28.0725714286,26.1321428571,23.8684571429
"TMEM14B",13.5597857143,45.9937142857,44.2922857143,22.1591714286
"MIR6872",0.1292857143,0.0237142858,0.0568571429,0.1892
"FANCF",4.9723571429,4.5890714286,4.8465714286,0.9458571429
"ITGA2B",0.4138571429,1.3245714286,0.4865714286,3.6277428571
"MIR6878",8.1382142857,5.5443571429,11.6944285714,4.7084285714
"IFI16",113.377285714,55.615,92.326,56.4524857143
"TTC1",28.3048571429,27.59,28.5597142857,14.2416
"PHACTR4",3.4995714286,1.7797142858,2.3028571429,3.5112
"CLIC4",0.4532857143,0.4062857143,23.4385714286,24.9092857143
"CLIC5",0.2798571429,1.4542142857,0.2905714286,0.0077142857
"CLIC2",0.176,0.1888571429,0.1328571429,1.8167428571
"CLIC3",150.315428571,0.8912857143,0.166,0.0347428572
"LRSAM1",2.6507142857,3.425,6.3535714286,4.6583714286
"CLIC1",311.717714286,156.3595714285,232.106285714,248.408057143
"TMEM147",15.9114285714,25.1683571429,24.181,18.744
"ASGR1",0.0171428572,0.0623571429,0,21.8278857143
"ASGR2",0,0,0,34.192
"TMEM144",0,0,0,7.6618857143
"TMEM143",1.6525,2.6288571429,2.9237142857,0.9610857143
"MIR4709",20.5430714286,28.1447857143,69.5185714286,186.487657143
"TMEM141",20.2949285714,14.6178571429,11.922,10.4086
"TMEM140",8.8451428571,4.3330714286,6.4948571429,5.0436571429
"SF1",61.7521428571,109.7729999998,170.575428571,86.2935428572
"MIR4707",10.5608571429,14.2,17.7317142857,24.4867428571
"MIR4700",2.9089285715,4.1428571429,2.4908571429,1.2586857143
"API5",35.6776428572,40.4055714286,29.7508571429,23.9495142857
"LOC100506100",3.3263571429,3.9482142857,0.8385714286,2.0640571429
"RTKN2",0.0771428571,3.0030714286,0,0.0264
"PSMB8-AS1",72.5961428571,51.7481428572,71.5957142857,37.3303428571
"SECISBP2L",15.179,13.9095,31.7811428571,14.2409142857
"SOWAHC",0.0267142857,0.7350714286,0.0442857143,1.5744571429
"SOWAHD",0.074,0.1243571429,5.346,1.5078571429
"HLA-DPA1",18.7067142857,12.1412857143,361.967428571,262.525828571
"FAM32A",48.3055714286,31.2447857143,37.6968571429,44.9637714286
"KIAA1191",16.2949285714,19.5808571429,21.2695714286,11.0976857143
"LOC101928035",0.3678571429,0.2258571429,0.4288571429,0.3531142857
"ALOX12P2",0.9204285714,0.4648571429,0.0294285714,0.0127428572
"ZNF559",13.5612142858,13.2878571429,21.6162857143,5.0173428571
"ZMAT1",1.8327142857,3.5345714286,7.0675714286,3.0050285714
"ZMAT3",4.9012142857,3.6163571429,1.4102857143,3.2983142857
"ZMAT2",45.3261428572,47.3095714286,40.5931428571,29.0375714286
"TSNAX-DISC1",0.0497142857,0.0470714286,0.0442857143,0.0564571428
"ZMAT4",1.0218571429,0,0,0
"C19orf24",15.9916428571,19.3745714286,22.8992857143,10.172
"C19orf25",13.1169285714,10.0577857143,8.0154285714,5.9052571429
"MYBL1",80.8981428571,27.9602857143,0.1791428571,0.5906857143
"NR1D1",0.6047142858,4.4078571429,0.626,1.0292857143
"NR1D2",12.1507142858,36.0228571429,16.5,13.4058571429
"MYBL2",0.6957142858,0.152,0.8495714286,0.0534857143
"ITGB1BP1",25.7815714286,23.3402142857,17.5494285714,16.1074571429
"ITGB1BP2",0.3778571429,0.4424285714,0.4091428571,0.2431714286
"ZNF7",6.0255714286,6.4944285715,7.234,3.8691142857
"ZNF2",1.0452142858,0.5947142858,0.6105714286,0.4955142857
"ZNF3",6.9769285714,8.6028571429,11.9358571429,5.7694285714
"TIPIN",2.0195,1.9412142857,1.6608571429,1.4191428571
"UFSP1",1.0225,0.6476428572,0.7834285714,0.1824571429
"ZNF8",1.5667857143,1.9984285715,1.3762857143,1.0901714286
"ZAP70",272.538142857,160.0727142855,0.602,1.3361714286
"MYLK-AS1",0.8192857143,0.4655714286,1.1348571429,0.1146
"LINC01176",0.56,0.1957142857,0.7751428571,1.2766
"UFSP2",8.3265714286,11.7695714286,6.8908571429,5.7842571429
"OGFR",28.442,17.0452857143,33.9228571429,44.8557714286
"CDC5L",9.5567142858,7.5323571429,7.9675714286,8.9819142857
"NEMP1",2.7358571429,2.3472857143,4.0045714286,1.8587142857
"RAC3",0.2308571429,1.0882142858,0.2834285714,0.2984857143
"NEMP2",6.2648571429,3.2188571429,1.3208571429,1.1065714286
"SBDS",21.9534285715,71.8076428572,47.6937142857,19.3626285714
"VCL",30.9892857143,18.4595,10.2285714286,36.5022
"MRPS18A",14.1928571429,12.4080714286,18.5551428571,9.6642857143
"VCP",110.51,93.3437142857,107.306285714,74.3000571428
"TRMT44",4.0784285715,5.0707142858,4.7018571429,3.9712571429
"AP2A1",33.8361428572,8.1821428572,7.8771428571,24.2249142857
"AP2A2",10.6526428571,8.157,5.8325714286,10.3008285714
"LOC105376114",0.3447857143,0.1819285714,0.2527142857,0.0590285714
"TMEM121",0.2142857143,1.1788571429,0.4025714286,0.0072285714
"PBX4",1.2271428572,9.2787142857,0.5497142857,0.3084285714
"FIGNL1",3.035,3.4772142857,6.5468571429,1.2149714286
"PBX2",17.2715,20.1248571429,22.8345714286,31.6042285714
"PBX3",6.2094285714,3.8592857143,8.8271428571,9.1865142857
"PBX1",0.0851428572,0.1235714286,0,0.1186571429
"AIRE",0,1.2325,0.0442857143,0.0030571428
"MFSD11",12.5879285714,13.5156428572,8.1152857143,10.6572
"NSUN2",26.7480714286,18.8564285715,33.1551428571,23.5335714286
"NSUN5",10.381,12.6547142858,16.3131428571,6.5497428571
"NSUN4",2.3007857143,3.6377857143,5.5855714286,6.2920857143
"NSUN7",0.0095714286,0.0269285715,0.069,0.1966571429
"NSUN6",6.8054285714,10.7841428571,8.3188571429,17.2065714286
"TUBG1",2.1,1.2884285715,1.0095714286,1.8621714286
"TUBG2",0.927,1.7364285715,0.898,0.5839428572
"FAM71F2",0.1448571429,0.1314285714,0.2834285714,0.3086285714
"PTCH2",1.5207142857,1.5782857143,2.5882857143,6.476
"PTCH1",6.8821428572,1.2374285714,0.6981428571,0.0404571429
"AOAH-IT1",2.4082142857,0.086,0.0917142857,3.6182
"TIMM44",10.954,9.7924285715,15.4988571429,9.1364285714
"PAGR1",14.2558571429,14.2225714286,13.4708571429,9.4202571429
"KMT5B",18.8405714286,13.6827142857,13.0525714286,14.3990571429
"KMT5C",2.3197857143,1.8282142857,1.1348571429,3.8439428572
"RAD9A",8.7234285715,6.1097857143,5.6978571429,3.6914857143
"KMT5A",8.4682857143,7.8427857143,8.3508571429,11.4378285714
"ERGIC2",10.1835714285,15.1150714286,7.4451428571,9.4705428572
"ERGIC3",59.2795714285,109.8264285715,96.1748571429,63.3013428571
"ERGIC1",31.299,14.8142857143,48.6757142857,33.0343714286
"CLEC14A",0,0,0,0
"PDF",0.6252857143,1.0412857143,0.937,0.5945714286
"B3GAT3",17.9705,18.464,14.5998571429,7.5476857143
"B3GAT1",5.2357857143,0.0672857143,0.0568571429,0.0095714286
"TST",2.8232857143,0.3020714286,0.6525714286,8.6034857143
"FAM66B",0.5068571429,0.6051428572,0.937,0.0287142857
"FAM66C",1.1757857143,0.8789285714,1.4782857143,0.2785428571
"SRSF11",68.1679285714,83.7180000002,82.8397142857,82.2241428571
"CPPED1",1.691,1.7127142857,1.7468571429,54.2770857143
"LUCAT1",0.3495714286,0.6061428572,0.0294285714,23.2876571429
"CALM2",153.427142857,178.0694285715,218.647714286,294.236114286
"CALM3",63.5992857143,65.0022857143,24.3854285714,49.0574285714
"SPG21",17.4127857143,22.7141428572,33.0312857143,60.4415142857
"CALM1",259.675428571,219.6965714285,113.972857143,100.574685714
"GSDMA",0.1142142857,0.1301428572,0,0.0033428571
"GSDMB",4.5818571429,5.8775714286,7.0792857143,2.1017428572
"GSDMD",86.4604285714,100.9032857145,73.4291428571,31.3558285714
"HRH4",0.0497142857,1.4732857143,0.0294285714,0.0029714286
"DLGAP1",0,0.1900714286,1.0882857143,0.0195142857
"DLGAP4",4.5026428572,3.4922142858,6.0975714286,6.1217142857
"DLGAP5",0.505,0.0925714286,0.0294285714,0.1476
"HRH2",0.0284285715,0.8932857143,0,15.9289714286
"MBNL2",9.3140714286,13.2124285715,8.5362857143,11.548
"MBNL3",13.678,8.452,17.8842857143,9.1981428571
"PLK3",1.3497142857,49.3844285715,7.1612857143,68.7986285714
"SULT1C2",0,0,0,0
"A1BG",2.0456428572,19.1058571429,18.5551428571,14.0760857143
"OIP5",0.4441428571,0.2145,0.1908571429,0.0565142857
"CLCN3",6.5983571429,5.2417857143,5.174,6.8849428572
"CLCN2",0.6327857143,0.3417142858,0.242,0.3849428571
"LOC102724596",0.871,0.4016428572,1.0344285714,0.3824
"FBXL16",0.0267142857,3.6637857143,0.1557142857,0.1222285714
"CLCN7",11.0752857143,8.7355714286,37.2228571429,29.8989428571
"CLCN6",2.2417142857,1.3278571429,7.1875714286,7.9054
"CLCN5",0.3179285715,0.2341428572,0.446,4.0540857143
"CLCN4",0.0095714286,0,1.5955714286,0.3630857143
"FBXL19",2.9972857143,3.7379285714,3.8957142857,3.5686857143
"INO80B-WBP1",3.591,2.3822857143,3.4975714286,1.3033714286
"BRD8",11.1948571429,11.3367142858,9.9144285714,7.3858571429
"BRD9",13.2637142857,18.5147142858,16.2828571429,11.8888857143
"RRN3P2",6.4865714286,3.1797142857,5.0205714286,13.4047428571
"BRD4",5.6344285715,6.8358571429,10.6511428571,9.8913142857
"BRD7",30.6567857143,36.9825714286,32.0325714286,24.92
"BRD1",16.2226428571,25.8802142857,18.5988571429,10.7551142857
"BRD2",107.970571429,75.3643571429,104.464571429,119.450914286
"BRD3",4.917,3.9137142857,3.3928571429,7.5243428571
"DNAJA2",25.79,37.3154285714,26.9014285714,23.4204571429
"DNAJA3",11.4832857143,13.9468571429,16.1117142857,5.8054571429
"DNAJA1",32.6247142857,36.9811428572,25.1257142857,79.8082857143
"SPAG4",0.9172857143,0.6786428572,1.581,0.0816857143
"MIR505",0,0,0,0
"DNAJA4",2.9105,4.5565,2.6257142857,2.5978857143
"GLG1",53.6965714286,53.8901428572,34.1818571429,36.846
"PTPN13",0,9.5969285715,0,0.4857142857
"PTPN12",97.4737142857,4.3796428572,12.5475714286,34.6758571428
"PTPN11",19.8005,20.3264285715,12.6222857143,16.0274
"LRFN1",1.7452857143,0.6125,0.3937142857,0.6563714286
"MYCBP",6.3425714286,7.1605714286,5.6305714286,10.5474285714
"SETD1B",1.9397142857,3.0806428572,2.3394285714,4.0943142857
"LYAR",27.0401428572,22.8789285714,4.0657142857,8.3709142857
"MIR378D2",0.1511428572,0.4638571429,0.1791428571,0.8638
"C16orf74",0.4872857143,2.5611428572,36.5122857143,5.0337428571
"MRPL24",14.1251428571,18.2716428572,18.0897142857,8.1345142857
"MRPL27",15.1295714286,10.7281428572,15.0217142857,12.1048857143
"CSF2RA",0.0325714286,0.0752857143,0,45.4556571429
"DMD",0,0.0916428572,1.8071428571,0.0218285714
"MRPL20",49.9564285714,56.4802857143,51.3324285714,34.4518285714
"C16orf72",30.4251428571,32.0498571429,26.9668571429,45.4197142857
"MRPL22",15.8420714285,15.892,10.1695714286,10.0671714286
"LRFN4",0.3917142857,1.6473571429,1.486,1.4545714286
"GAB2",0.2292142858,1.7838571429,5.8114285714,30.9462
"GAB3",23.5754285714,5.0071428572,2.695,11.0538
"GAB1",0.8005,0.0634285715,1.7468571429,6.0912285714
"C2orf81",0.3780714286,0.3847142857,1.2437142857,0.272
"PDIA6",64.535,56.6361428572,37.9282857143,44.3006285714
"C2orf82",0.4877142858,0.1819285714,0.242,0.1621714286
"ZNF853",3.3687142857,0.6647142857,1.148,0.0234857143
"ZNF852",2.3588571429,2.3304285715,3.3928571429,1.4400285714
"SNORA84",2687.623,2090.767285715,2520.21685714,1559.19245714
"ZNF850",0.81,0.5344285715,0.8495714286,0.2982857143
"C2orf88",0.0787857143,0.2569285715,0.2227142857,1.1062
"NDRG3",13.826,15.4887857143,9.8325714286,6.5478857143
"ZSCAN2",2.347,3.2399285714,4.6571428571,1.9791428572
"SRSF5",288.094571429,336.130285714,347.936,290.699314286
"SRSF4",30.8161428571,30.4237142857,25.0562857143,30.6021714285
"SRSF7",71.0145714285,111.914,108.367428571,69.6333714286
"SRSF6",39.5612857143,52.8730714286,67.0282857143,58.5402285714
"SRSF1",87.3312857143,66.0535714286,83.0457142857,59.6469142857
"CHD1L",12.6279285714,8.7189285715,21.404,10.309
"SRSF3",112.538,173.255857143,123.520285714,120.658057143
"CDK1",1.0329285714,0.9577857143,0.1328571429,2.8314571429
"MZB1",0.5715714286,0.1517142857,35.971,0.0617714286
"SRSF9",76.4605714285,61.9507142857,83.9122857143,61.4993142857
"HOXA5",0.2648571429,0,0,0.2166857143
"RNF130",8.7797142857,5.7173571429,9.2844285714,131.024514286
"DNAJB12",9.4045,8.073,10.1574285714,20.6175428571
"DNAJB11",44.5902857143,29.2476428572,24.4465714286,38.9133714286
"HLA-DQB1",3.5969285715,2.3117142857,168.893714286,322.248685714
"PCTP",6.6265714286,0.8773571429,1.8935714286,11.6648571428
"DNAJB14",23.3465,20.3651428572,13.2532857143,15.6079428572
"RNF138",22.427,25.7492857143,17.4345714286,26.9822
"RNF139",29.2365,47.3817142858,27.0231428571,19.5915714286
"CISD2",4.9,6.8156428571,3.6222857143,3.9582285715
"CISD3",11.7492857143,2.8960714286,1.7968571429,4.5140857143
"CISD1",3.8611428572,2.1907857143,2.0652857143,1.9721428571
"CLNS1A",33.5056428571,52.5791428572,56.5385714286,50.6988
"CDK6",12.2205714285,25.4847857143,1.4914285714,3.3570857143
"TRMT11",5.273,11.2947857143,9.8825714286,2.3917428571
"TSHZ2",0,4.2143571429,0.1791428571,0.0436285714
"TSHZ3",0.8085,0.0912857143,0.0294285714,3.5362285714
"TSHZ1",16.9197857143,8.9632857143,3.282,4.0208571429
"GID8",13.8678571428,10.0871428572,11.0838571429,9.1685428571
"MRC2",0.1207142857,0.8732142857,0.0294285714,0.0379714286
"LOC105376736",0.1718571429,0.0331428572,0.1328571429,0.1304857143
"VILL",8.155,11.0145,7.478,5.8234
"ZNF581",5.322,10.6368571429,30.7971428571,9.5831428571
"LPAR2",3.8831428572,8.7329285714,3.7691428571,12.7033142857
"MCOLN1",2.0557857143,1.3115,1.2631428571,8.7122857143
"TRMT13",5.2571428572,6.0072857143,8.0374285714,2.1358285714
"TIPARP",25.2352857143,47.3732857143,3.8957142857,32.3197428571
"ZNF584",1.144,1.5236428572,1.2742857143,0.6352857143
"ZNF587",9.9212857143,9.319,9.2575714286,5.4216857143
"ZNF586",10.0422142857,13.1462857143,17.77,7.7340285714
"ZNF589",2.6705714286,5.0525,12.472,5.7632571428
"LOC643733",10.9572857143,13.7065,0.97,0.1873714286
"ASUN",7.8065714286,9.8797142858,4.5191428571,4.3424
"LPAR6",34.1457142857,90.9572857145,0.4375714286,43.7126571429
"PSD",0.3361428572,1.0661428572,0.4554285714,0.2652
"CAMKK2",5.0829285715,3.4037142858,3.4975714286,25.7702
"CAMKK1",0.2524285714,0.8365714286,1.4021428571,3.3259714286
"MYDGF",34.9033571428,30.1487857143,16.183,23.7698857143
"NPTXR",1.0787142857,0.506,0,0.0054857143
"PPAN-P2RY11",0.59,0.8098571429,0,0.0830571429
"MTRF1L",7.2423571429,4.3969285715,6.5985714286,7.1071428571
"MYO1G",102.579714286,91.9840000002,60.7548571429,97.6616571429
"MYO1F",178.924714286,59.6292142858,11.8222857143,213.302342857
"MYO1E",2.2192142857,0.1105714286,20.1315714286,6.8474
"MYO1D",1.0360714286,2.9422857143,3.533,1.1056285714
"MYO1C",0.3652142857,3.5145714286,15.1414285714,2.1889142857
"MYO1B",0.0266428572,0.1562857143,0.626,0.0113142857
"CHMP3",17.1755714286,29.6314285714,19.148,27.4802571429
"RPL36AL",194.131428571,314.1964285715,248.514285714,132.470685714
"DENND6B",0.2389285715,0.3144285715,0.4091428571,1.7389714286
"CHMP6",5.4717857143,4.2559285715,4.1737142857,4.1081142857
"BCR",37.3915714286,44.9757142858,18.7538571429,9.3343142857
"DENND6A",20.2414285715,23.3887142857,10.8744285714,13.5734571428
"OR52N4",0.2617142858,0.2571428572,0.706,0.0108
"PGBD5",0,0,0,0.0266857143
"PGBD2",3.2742857143,2.3048571429,3.077,2.4842857143
"CTPS2",2.2361428572,1.1428571429,3.3351428571,1.6556
"CTPS1",13.2667142857,8.9962142857,9.6847142857,4.1677428571
"LGALSL",0.0212857143,0.1615714286,0.2905714286,0.4669714286
"SGO2",1.9088571429,0.8108571429,0.8385714286,0.8062285714
"TUSC1",0.1673571429,0.0279285715,0.1328571429,0.2610285714
"HOXA10",1.0127142857,0,0.105,0.1192285714
"PPIAL4C",0.2259285714,0.078,0,0.0182
