Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
ZFP36L2	491.746659	425.1761505	400.8909124	480.838628	413.901251	431.3168292	438.7482773	516.4900525
ATG16L2	486.5395309	519.6113615	413.8084481	431.8567562	436.6770065	408.0521287	436.2271232	435.6570486
YWHAZ	506.107022	427.621218	502.6062534	450.8323388	415.9312049	452.5836543	417.3261194	382.8848709
GRK2	493.7028449	527.1169123	452.1975504	459.3320263	383.3183573	380.2703776	403.7498693	445.0927339
SRRM2	472.963566	451.238893	440.870156	452.9062257	377.2887293	418.8154108	450.0474112	458.6483348
EIF4A2	458.0413906	376.0957981	463.6302783	440.0262263	450.8711229	464.2786859	435.5370037	431.8521468
ETS1	484.1905479	341.6824598	476.3299045	480.2720691	383.1416945	436.4810418	426.1408944	435.3889721
CCL5	449.5368493	361.2356383	379.82307	413.8128965	480.8330121	408.345926	439.0438542	517.858312
RPS23	365.7859024	332.2588862	412.6952011	408.2418606	469.5968176	509.5596439	463.3208819	487.0538566
ZYX	436.1344264	505.4383953	388.3965162	375.1356042	381.7789763	386.7553436	482.9263926	480.3943784
LRRC75A-AS1	376.4739678	346.4643595	428.5866195	394.8088533	457.0498072	482.4941101	455.1452012	457.1448226
PTPN6	401.8279735	505.0432984	385.2925573	424.0052927	418.3388232	426.5429585	417.7497115	416.7223703
NAP1L1	458.0658383	341.9247531	425.4679449	403.9306621	434.1886778	477.3527774	433.7320195	411.0987084
S100A12	386.1902655	449.8406062	366.3646993	302.7641969	502.8176391	456.7618274	508.2766099	406.5801837
SNORD35A	376.3652987	594.4538452	450.5249483	553.2863569	375.4128374	413.0500924	206.4762375	393.8621182
CD68	487.9039358	581.479358	389.7932838	389.3280666	360.0324348	349.7909057	397.7160115	387.9349715
SUN2	458.5268214	454.3912481	456.6476735	455.1263447	355.2193566	348.7464383	381.6349691	429.6734029
MPEG1	472.3261832	518.9175885	413.1651502	364.5481635	403.8832829	388.317316	400.93079	373.388255
EDF1	399.763507	421.2125518	398.7267157	416.170362	436.5204396	409.8321343	413.7023992	428.8399979
EIF3H	415.8544108	396.0735372	426.1874927	417.2497935	403.3396759	435.0749082	422.5232083	405.7018681
H3F3B	437.9283694	422.5534673	399.2252553	360.6766286	487.9503289	454.2597106	340.3258423	408.6651506
TSPO	462.1677376	556.8056175	397.2183642	367.5052491	365.1981152	327.3812566	407.3436404	426.5325725
MYO1F	493.501513	548.9956497	424.0411967	399.5064601	379.9416824	322.6110637	347.0018146	373.1603269
PPIA	428.1609988	421.7995605	428.0620745	434.218924	388.390483	399.8850817	400.2895166	382.3575686
CLIC1	421.5279293	475.1777205	386.8961979	391.6984719	412.0055423	400.1743255	401.5429145	377.7779481
MYH9	446.9634079	461.3168203	426.3415838	431.4134291	344.3648064	342.7664224	380.716163	387.438512
JAML	441.4131036	467.5417577	387.7140946	342.4243692	403.7568902	372.9375093	405.5979726	385.6539071
HNRNPK	428.6946388	402.0502516	419.6582151	405.9327112	380.0315142	392.7600234	388.5598066	370.8405511
EMP3	375.9214485	441.7031813	365.3345153	383.6505086	436.7695045	390.9969044	383.8083589	396.6754274
PCBP2	409.5859174	434.4967586	400.9459856	421.4964087	331.9507944	378.1346838	401.1268287	393.7859215
ATP5B	424.007928	441.7501787	415.0437892	420.074824	350.8939696	373.4493948	371.1698177	371.1927569
CYBB	433.7753913	470.0343155	382.1664724	313.0668561	404.7703261	420.0180848	398.8579547	339.0020079
LRCH4	416.7988615	422.7257873	403.6177054	444.5036085	342.2025723	330.7822673	383.5302128	417.3875376
NPIPB4	408.0679102	405.662608	384.481354	363.0996018	364.2534625	400.8525359	438.9850894	381.1641835
CCND3	451.5930225	463.365182	428.3531704	458.3245029	309.6589693	321.6021841	356.2950445	355.6511215
EFHD2	472.8059586	538.9728618	419.0267817	390.88523	335.3774885	284.9564245	331.7891608	344.2662004
RGS2	426.8912162	403.1481334	341.1194026	291.7503675	546.6926397	480.7800468	310.8884858	313.248827
DGKA	364.7217859	315.3563578	392.725338	447.7052212	353.1975132	378.9921497	440.93217	417.1764929
SNRNP70	385.0995065	386.9405851	384.3774442	423.5594596	380.4556467	345.5500874	375.0635118	419.5775324
OST4	337.619375	354.6754915	393.6124885	358.4110124	431.9201623	420.332268	408.1321181	389.8620533
ARHGDIA	393.7393584	480.7364907	372.9851261	427.2226087	359.0604221	345.3290231	336.8295998	365.4258676
TBC1D10C	402.1731619	396.93336	434.9741465	454.9177139	332.1821773	305.9168775	349.6635022	388.9563958
PARVG	404.8250685	426.5680869	359.5156005	396.6740932	358.4043117	346.2621621	387.3779804	385.1070373
MYL12B	400.3736563	358.0743193	392.9712279	366.8193254	390.5341608	397.9568289	395.1200752	354.142335
MYO1G	442.5558267	479.6866036	394.4889552	403.8789145	332.7078643	306.4776179	343.6827547	350.8016525
RPL27A	336.6644596	335.899464	390.0901851	394.6886	404.128342	395.3554681	384.7207919	386.0353479
GSTP1	408.8660294	473.5754307	388.2118934	357.6149851	325.8590639	331.7337488	351.8439952	369.9129223
ANXA2	394.1990181	445.0034625	353.9389272	342.2358528	360.8911772	370.527324	378.4215201	354.5801268
EIF3F	379.0585194	389.3825828	356.0730797	412.0274465	348.3266223	359.514811	365.0464223	387.1928652
PSME2	330.9339243	513.1237282	345.7306916	330.9886222	445.6983734	420.3090332	304.3072851	294.0507262
ATP5G2	370.1213805	378.2467766	365.8281864	364.9068368	363.7517565	354.850459	378.9990774	376.0799171
EVI2B	389.8203694	332.1785092	358.6060707	332.052422	370.1817568	406.9479865	400.7371929	355.608211
CSF3R	392.1710258	430.0413242	349.5985998	339.10062	396.2276761	303.0805291	370.7265692	358.6062933
SELPLG	413.5081118	457.4860258	385.4118763	407.2114153	314.8504952	287.6964619	325.9697902	343.3964469
TRAF3IP3	360.6354237	323.383442	374.564617	408.4747927	333.9734649	360.6022756	392.459681	377.1651261
BIN2	399.6120996	365.5471324	377.4345883	372.5789008	340.0547355	337.8517443	384.2587141	353.1283139
SF1	373.1741314	348.0553714	387.0836914	384.4874233	316.7162101	342.1947453	362.8546787	355.2944902
UBA52	327.2216791	355.9984105	351.1218647	351.1493947	354.9688898	372.6486707	356.0793902	385.4252158
EIF3G	372.1636246	392.1338727	364.9449668	389.2803396	331.7458896	313.8360246	327.5904384	344.4563605
EIF3K	335.3512771	380.0850162	333.3442031	369.1913713	352.842743	352.6904422	359.5034961	346.2372038
EIF4G2	377.4447935	334.8242556	366.9336155	357.897465	324.5269322	361.6637826	363.0411024	339.9407899
TMBIM6	381.2464924	363.3416667	353.909141	339.3362276	322.192153	341.1368858	360.2909054	349.7671715
TNFRSF1B	400.4696113	470.1974652	331.8382546	310.2112	325.757117	319.1036634	317.481019	333.076397
ITGAL	385.1680773	416.9514596	356.0980819	374.0656175	306.99517	296.2828172	333.8458854	332.8948117
RBM3	387.2267543	348.679829	382.9260653	341.3531636	346.4367691	342.0500008	328.080839	320.5841641
NCF1	249.1733502	454.9034852	255.5923657	233.4688055	474.5718704	411.4867656	342.6953176	369.2021487
SRSF11	395.8832709	285.9682525	380.4542718	338.1790942	321.352616	376.8585435	353.0886695	338.1989466
PRF1	567.5592923	613.3032344	457.6473398	443.4610438	180.1990102	134.1788439	174.2291481	218.0834673
RNASET2	308.360049	341.1258595	274.1162184	285.5372067	400.0612449	387.2300219	382.9290456	382.4854241
CAPZB	365.6049505	356.5510516	345.3067246	331.7868666	334.4388285	332.9996693	350.1200037	340.4655186
COX6C	331.1935825	286.1938514	364.9540648	354.4393329	370.3527209	379.9270751	342.874568	319.6322697
ARF1	355.7034016	410.7391048	348.2745054	341.9783166	317.1926061	322.817078	324.0761809	328.3647092
CDC42	375.5410711	332.5538063	351.7690795	315.4502671	352.7704775	364.6880513	331.2237958	312.9369081
ZFP36	324.1301522	339.6900894	255.3977882	291.8706381	482.5655091	483.0115194	258.0996195	299.9863664
PPIB	335.3051306	369.3988659	336.2051469	378.5847594	326.6029125	311.7204341	320.4017511	351.8185509
CAPNS1	376.1824741	434.0193615	346.5442129	341.0270581	291.7648896	296.6337557	316.8905066	321.4633174
NCF2	371.6884256	417.5705412	312.7746642	280.4311062	349.4758316	325.0824616	340.7772303	313.1347821
VCAN	362.7536172	358.2226247	272.2652578	249.942354	356.3524615	350.4234053	412.335148	348.2085901
ADGRE5	381.805651	432.7917898	354.8786102	358.301833	315.7508482	300.2590345	263.1425353	282.8895213
FCGR3A	518.9736029	451.4285905	348.5285094	340.7765579	312.4943902	257.479843	220.5980256	238.7785674
SNORA48	329.1085757	364.0680903	325.0392714	392.6517406	327.0490143	432.9864638	260.7876169	248.2867495
CD7	367.3491939	425.367235	365.2907729	395.3049493	259.892435	230.2248091	294.7899308	338.3297806
SNORD89	355.7882627	376.0111569	230.7033506	416.2425706	393.1372066	366.5244976	263.3858898	270.1277088
EIF5A	290.2712282	336.5735211	296.5569629	283.0041184	370.3133936	378.6933318	340.6036495	367.7555633
HNRNPA3	356.4811103	310.3476705	337.4594713	345.649512	323.4856434	328.4899412	345.2631769	315.2042933
TALDO1	353.0568223	388.7737318	311.6736636	294.1397319	323.0867153	299.1992719	350.7910521	321.4918112
SAMHD1	366.1247583	358.6576943	338.5065665	303.5498839	313.1835126	342.6213428	322.1015753	296.7297226
LIMD2	336.1068076	351.4816181	337.0198489	343.9707995	309.884393	291.0831663	319.2225862	352.3798864
TMEM259	333.8491976	378.3626194	326.3910836	347.2799047	306.3450565	275.8327599	316.7930375	351.0232221
CTSB	368.9331865	435.3850584	320.2710773	296.2967071	292.4376215	295.7151052	308.8581358	315.7010716
PNISR	344.5960054	264.4816796	332.6606193	341.9720546	314.6477995	347.1940284	340.545609	341.6944891
CD247	397.510069	360.4237299	362.8482992	364.9771402	279.8308423	249.0186485	299.1851593	309.2647019
HNRNPC	338.1718353	307.4783929	335.4507601	318.8779622	338.0186597	337.9995056	322.4935979	320.0073474
AHNAK	392.0477212	342.6696203	346.8420982	338.3471033	278.8475899	318.1203304	290.5537998	301.8577755
SSR2	328.5312251	313.4482732	319.5294038	331.1058046	305.9016952	335.7531875	338.383374	335.259675
CYTH1	351.2669516	320.2344339	342.1683881	354.2935062	274.0825654	322.9680503	323.1210387	315.8046253
APLP2	366.3124965	365.5893045	332.615826	294.9644931	302.563273	297.2644082	327.7503852	313.7933629
CALR	321.2687667	373.4727973	293.792552	321.2461258	339.6619789	318.8487931	316.2357407	307.8013856
GOLGA8B	322.0322587	252.3820499	335.7932122	361.3255815	299.4207827	333.8575357	342.1122016	345.2665424
CLEC7A	412.7161706	325.6368289	294.3243596	255.9589688	366.5214343	339.9196872	327.383885	268.788199
MS4A6A	373.5813959	349.9790167	312.8920168	278.7704141	310.410569	317.4235848	337.150523	305.863282
HSP90AB1	309.1216114	322.3540617	327.2103508	336.5010825	303.0749905	340.5153066	333.7225959	312.1119848
EIF4B	324.2056299	273.6759427	324.1394879	312.5217588	321.168209	357.4531625	338.677563	332.3098459
LTA4H	352.0410426	341.6491238	288.8588605	275.3583164	328.2235777	337.9473933	343.4014193	310.0075179
CXCR4	348.7068234	304.8935712	307.4375931	433.3131396	351.7250498	351.9675021	206.8622399	263.0333529
UBXN11	355.2625841	389.9352319	300.1132624	287.9214414	310.9460643	292.6153538	308.9042547	313.3174262
SOD2	326.6412357	370.3013807	278.5975364	232.0909053	462.6796752	357.2755417	255.468577	257.1994654
GIMAP7	355.9829542	289.0132703	358.5804434	302.1472468	254.0485064	271.7651434	389.837894	317.3035757
ATP6V0C	333.9606816	393.3204076	299.2615201	294.6739482	283.2818161	265.8264983	322.9997786	341.2717364
SNORD45A	373.5051881	281.1543909	305.0641186	308.3283007	381.3708363	303.9995999	328.165131	251.5014614
HINT1	278.0209501	272.828518	330.9872532	332.4624858	311.6311458	352.6042984	324.1505424	319.2982561
TGFB1	322.1889158	414.1535449	296.9603899	283.7323274	283.651172	266.9243706	311.2658429	336.2276756
ICAM3	310.6011798	329.0380754	305.4209674	322.9118217	316.5777812	266.906857	321.3054337	340.3412851
1-Sep	283.8163594	317.1361601	322.1098447	355.9698658	278.2444382	284.5687891	320.055599	350.8411761
C19orf43	277.5280793	320.9875383	300.7755434	308.7615522	333.9672206	307.2874957	325.1906694	332.496376
NOSIP	281.6784035	269.6171524	313.0979336	355.2461048	289.3262454	288.9393788	348.9075847	355.6561466
NME2	288.5464262	343.1290828	321.8036254	324.7886219	321.4080841	304.7148573	291.5701065	304.1380103
UBL5	306.2928194	349.9420526	301.473059	306.1927755	322.5314444	286.1749075	318.2173911	308.6472399
CASP1	316.1246167	363.6254094	282.3780019	272.2601837	334.6054543	315.3939974	320.8876172	280.1397281
JUNB	286.9520164	356.1199159	262.566839	235.6591861	446.0337981	386.779851	216.3000104	291.1544605
CHCHD2	286.8385044	313.5906088	296.345752	302.9779342	335.7874912	319.0555009	313.4049785	311.7805077
RPS4Y1	576.778166	579.8697549	621.4197488	694.993084	0	0	0	0
GNB2	315.3588139	375.6137883	297.4750768	298.9884047	289.7016265	279.8206751	294.4792479	320.6261439
PSMB10	307.5383814	447.2018751	302.5696842	310.4414125	297.6289649	268.6407083	258.8739609	260.2741458
RNASEK	320.3972906	349.3292526	288.3080014	268.8827786	315.3003165	287.7749546	315.7906229	303.8688029
ATP5A1	315.3442932	324.6962279	311.2338908	330.0358271	276.9880038	283.839077	303.5880752	296.6158359
IL10RA	385.1247932	365.4752607	338.8406008	300.9311504	261.2527603	248.8075623	254.9825099	286.3634579
YPEL3	312.7753506	321.4565951	301.0283436	298.7460497	284.7507568	268.3269454	323.3447741	328.8131283
PIK3IP1	338.4866677	251.8785749	345.5439135	374.8536557	237.5287322	269.8624605	305.3362548	314.2152394
PLP2	299.5050398	319.9937156	301.5070898	284.707432	281.5846642	284.1729806	336.4658183	311.3104593
ARHGAP9	367.3219255	395.7716764	349.4753643	368.9330032	224.3944256	206.9770852	254.0083095	251.4729327
HLA-DMB	335.8717292	413.1250129	281.5677272	293.9407366	287.9204075	304.8355381	250.3332816	245.3430834
TNFRSF14	328.0086963	361.4294693	326.0355057	329.5772623	265.8750835	269.1551542	254.7120956	276.029979
CLEC12A	260.9069889	253.93698	215.2727563	184.4156957	377.203265	397.0923551	378.9848476	342.7868046
VSIR	322.7208523	396.2891405	283.9865298	275.0486976	286.6057244	274.2426127	280.7965726	288.7328506
COX6B1	257.7587812	315.8969194	287.6667408	291.5285427	321.849756	308.8310321	310.3767756	305.7978627
WAS	331.9849107	389.665616	301.357771	289.0399464	266.4722949	241.0426988	282.1357462	293.258974
FGL2	347.7143604	376.003133	310.0495148	222.7178153	317.0675695	336.298273	255.484757	226.634275
FKBP1A	302.9138618	313.0600488	282.5392252	248.0815184	314.9757817	310.2310091	326.4325584	287.9916598
FOS	255.7020047	274.7993818	190.0176671	196.3471632	505.8726304	519.3893551	191.5136207	250.7052879
GIMAP4	313.7286061	299.8429574	307.8047785	288.8912545	272.2244677	283.2273337	337.0073198	275.3545533
CTSW	378.3392154	404.7017981	322.7195053	370.1070684	223.4123513	193.8247311	228.2895792	256.0498772
ATF4	298.0210966	282.8798826	300.3799064	313.1908839	296.491443	306.8438166	276.2404474	299.0939727
HNRNPL	319.5129555	319.7952606	303.463892	315.1902296	270.4009807	281.6590479	274.8220989	285.6063775
UQCRH	292.3787519	269.4510109	288.512302	307.9247415	325.0779381	295.7006985	297.461467	293.6967938
CDK5RAP3	308.6826574	328.8849327	289.1416171	321.6335393	284.9948792	268.3955989	279.5140527	284.0784353
HMGN2	294.2646229	261.5909417	299.6084398	258.3982091	323.045027	317.9385235	300.00705	310.0498095
CD3D	236.3064795	233.474377	292.681098	296.180635	303.7361199	316.718351	329.8749207	332.3466935
S100A10	308.6706051	287.5563514	293.9439184	273.8403304	297.4192508	293.3466304	291.9890885	293.2601375
RAP1B	345.5264263	272.8159192	315.9150598	272.4528126	281.2038105	294.666086	285.5160244	269.3554751
NPC2	306.4362885	380.3815008	285.3169952	262.0022592	295.8751689	308.424587	259.1263112	239.4430924
MLLT6	306.6910099	302.4028475	328.6326807	332.9180699	240.1351005	249.1277468	278.8882907	297.137443
C1orf162	315.4558352	329.7508308	275.1841512	285.6987113	285.4207813	294.9111832	291.7040262	250.0645561
PLCB2	318.5130246	321.8037453	288.6391072	278.3100758	287.0019897	264.9125076	283.4923741	283.4450976
COX8A	303.4174116	356.9737781	312.4038905	303.8906506	269.5826601	235.7255547	263.7539005	272.1370491
TPI1	304.4924794	358.1161469	285.401586	291.2524287	269.8878176	268.3964046	259.7685425	272.3197979
FCGR2A	331.7693594	413.7141767	271.0013725	241.770943	312.1152789	295.5360702	223.5837963	219.7557458
STAT6	314.3010597	340.6400604	284.6414102	304.8397134	270.5408694	251.7137944	264.8200487	267.6325326
SSR4	278.5961823	292.6342237	293.0059995	317.9013057	276.3796329	274.1403446	264.8345671	296.9181375
STXBP2	310.9962644	370.782274	273.2839154	283.4697888	262.1998548	244.2310423	271.8597407	273.5453791
KLRK1	338.0316574	270.2624379	308.5125844	327.7706269	253.25025	246.7512146	272.9732245	268.4443889
ZFAS1	265.7650399	221.3872004	268.846224	246.1600054	328.2401781	344.1978982	316.2301446	294.1121757
ARHGAP30	313.1565612	325.9855954	302.200832	301.5256407	263.7935988	242.0312159	267.6887885	268.4487287
FCGRT	322.2220948	366.7220555	275.8426009	276.140757	245.0022448	250.3850751	273.4604006	272.7739064
HSP90AA1	298.4657511	281.071374	292.3482258	297.5201329	272.9752179	291.3065926	292.3672458	251.3391935
HLA-DMA	299.6319369	387.3907134	264.5562401	273.4796342	292.2084465	306.2940048	227.6520443	224.6748482
ACADVL	286.8737342	331.3547254	268.6648225	309.9196622	249.505686	273.2188996	277.6810285	277.9329895
SRSF2	287.286515	295.2840966	293.5944661	293.3628854	263.748098	273.803312	279.8071026	279.6846177
BRI3	294.1116221	341.6354372	274.3391688	235.9144175	267.2816967	273.4674702	283.3018357	292.882157
SLC11A1	325.1441356	373.2782018	243.9713225	237.9237163	280.2418701	261.0916713	270.0512075	269.970324
SIGIRR	301.224409	306.4648886	321.6782092	330.1758425	232.6217422	218.0826073	261.3284292	287.8885553
COX6A1	275.6205663	307.2344994	292.0039314	262.8519184	266.1270914	278.2673779	281.6509067	290.4898773
COX5B	268.1353739	291.5201794	274.9792719	244.9961822	304.6838388	303.9038586	291.3932615	274.1463894
CFP	286.7240628	366.4718001	260.2535434	243.5310992	268.9025304	257.2182474	281.6518296	282.3360045
LUC7L3	292.1747894	223.2463022	297.7581691	282.2128164	249.4844613	295.2169832	305.448421	295.531681
ARPC4	286.4630047	305.4695872	280.6820814	263.7663563	281.9161419	273.8954571	286.7306586	261.7123192
UBE2D3	287.9022668	268.2749542	284.6752113	272.4166442	288.3457688	302.1567632	267.9010174	263.7321554
CNN2	279.4202372	290.2871561	293.7734519	291.1039679	254.4545505	244.5031637	279.263393	296.66053
CSK	280.2108817	333.8586313	269.0764331	286.9255639	266.0136338	258.6097069	264.3274132	269.809379
ARPC5	298.582573	265.2681292	273.2430067	231.2753978	293.5666394	290.476727	298.32822	272.0718939
CD99	338.9826326	317.3420201	335.2682698	293.4935287	223.2942929	211.2253712	236.6720349	259.2452635
ACTR2	320.2596043	288.8412828	291.0693693	253.9246165	266.3901647	280.8415738	266.5471022	243.0118402
CD4	294.2286628	305.1824547	272.3265943	267.9687623	243.9452551	252.1488517	286.3620824	282.6717472
SERF2	255.4964546	295.7878856	279.4267732	263.4250812	278.359074	283.3221675	268.800438	278.2256295
ATP5I	261.9821611	263.6101533	285.5361466	298.1842092	302.4965569	268.8722738	268.2449637	252.2635447
FYN	294.081271	272.9171252	273.5830831	285.4292532	242.448847	257.7141056	278.6794125	294.333892
