Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
ANKRD54	14.8228016	15.59600119	15.68987664	14.3099024	17.4090088	16.64275447	16.89908945	19.52979902
ATG7	16.65446607	18.62886838	15.18771748	14.00252494	16.34475138	16.24393597	17.0928734	16.68656733
DDHD1	17.05014418	14.40954768	17.02745592	16.91172174	15.58224251	18.89739287	15.82284488	15.1324644
PDRG1	16.17075043	16.48473316	15.49616731	18.59180153	15.49550974	14.4735138	16.46386706	17.64961727
CEP295	16.40665162	12.63987729	16.20047752	14.26579169	17.304788	17.18594266	20.75565536	16.05644425
TIMM21	16.65910158	14.32778255	17.98180464	16.9148296	16.02226895	16.25523578	17.83882539	14.80058909
BRWD3	18.29961203	14.62815725	16.03120061	15.76558647	16.26353815	17.07645284	17.75385325	14.98018054
ZNF593	19.35233382	19.91198863	14.36574289	17.48256229	17.0390285	15.68756001	13.41042916	13.52878254
BBX	16.8910985	13.68206832	17.28886118	15.75520939	15.8994755	18.9083798	16.81440672	15.38977894
ATXN3	17.17915267	15.99377443	16.73937721	17.90834679	14.66781681	18.18885723	17.53098575	12.41023037
RPTOR	18.57592966	16.30274852	16.26480615	17.03627056	14.9361181	14.38680255	16.32196795	16.75798908
TNFRSF13C	13.01138984	14.60347424	12.96723911	20.70401207	19.66179686	20.25755713	15.22140008	14.06087157
GPATCH1	17.29001788	14.32395398	18.02350973	16.99108185	16.17429983	17.09733877	15.4075827	15.14277033
RSF1	18.66035392	14.33103683	17.37696136	15.75917123	15.49421258	16.82426244	15.98339338	15.95578061
INTS6	16.63823242	13.97545186	17.24337288	15.95538561	16.30632541	18.33138557	16.79463445	15.13962963
C1RL-AS1	18.95393477	16.31354806	16.25711449	17.36572304	16.31133263	15.75090104	15.14706613	14.27122623
ANKRD27	18.32505577	15.80377891	16.13384776	17.31625959	14.01386605	14.65847428	17.34104935	16.74806105
THUMPD3	17.26978388	14.04576387	17.19019501	15.63418454	15.6085079	17.41293474	16.52732848	16.63113653
MTRF1L	18.36182929	16.23825481	17.77406768	17.83238106	14.31897804	15.45285608	15.86164957	14.43627952
RBM18	18.01245078	13.8727367	17.56866611	15.26263966	15.10340344	16.34004855	18.09846574	16.00378487
SNORD63	17.516903	16.22086005	32.23029174	12.18557236	14.6869326	17.70840169	8.476351096	11.19368941
XPO5	17.03724344	16.7644249	16.55077482	18.06173282	14.99655532	15.75271078	16.73269017	14.30773642
PAXIP1-AS1	13.67846762	13.67417505	17.64033914	17.4435119	14.78142172	17.71050333	17.07862029	18.19517586
HMBS	16.61585457	16.80008812	17.22081926	16.79878753	14.63130183	15.2352303	15.96234199	16.88056117
DPY19L3	19.93772476	14.43296774	17.96215011	15.66923516	14.87737182	16.5126911	15.59178669	15.03565636
GALM	16.87360988	15.14737105	17.06783461	16.32745618	15.32220114	15.23921057	18.06862766	15.95441816
ZFYVE26	20.21530038	16.3761016	17.37469574	17.45654294	15.024452	15.2207255	14.29994052	14.01366423
FAM206A	17.47652769	14.22679549	17.11620696	16.52553874	16.56891564	16.32778899	15.7747967	15.81691739
GABPB2	19.59536442	16.0759889	18.30609268	19.45822354	12.16971283	17.40854465	12.87792459	13.88549339
HSDL2	17.62027954	12.76931266	15.90833353	16.17687877	17.4292733	17.85850535	16.29080504	15.57837134
TRMT10C	15.78832072	11.89847638	18.54308131	13.45979375	15.67105687	17.75382042	21.15068863	15.32206352
RDH5	13.71413793	14.80031028	13.86721946	19.34095876	14.90289091	15.92965047	18.53755516	18.4189934
RAB20	19.34549644	27.39305493	17.2947066	10.67820394	17.82156811	13.15812193	12.70069411	11.08686976
TP53I11	19.75268325	21.55016115	15.21181915	19.20965048	13.12712567	12.10937025	13.78423312	14.731976
RNF216P1	18.60770841	16.6753385	18.13334702	20.04105071	12.37783986	13.52339012	15.80806837	14.29855652
BACH2	14.61917517	11.78879939	16.53295958	18.77651683	15.23827076	18.33548376	17.88142234	16.22000595
SNORD6	10.09814912	6.929168006	20.88009433	12.80841464	19.85167052	14.08576159	22.69680116	21.97289856
TAF13	17.8737215	11.86064922	14.46876129	9.464395138	21.35642752	19.78773896	19.50164991	15.00035964
SMPD2	15.93333112	17.27621493	15.26015099	15.15282486	16.3085168	16.02045946	16.90111059	16.44715449
NREP	18.36384921	12.40942264	17.18126424	15.64575683	14.21965972	17.60999308	16.29229057	17.52009394
ZC3H12D	16.4184629	16.35904382	18.30716917	19.02802219	16.45314879	16.39618563	12.59010629	13.67407984
TAPT1	16.34046926	11.96216815	16.73606558	16.19784583	15.74504351	19.09141259	16.91638128	16.23400152
MFHAS1	16.438683	16.76132995	17.99708377	18.75158466	13.35136061	14.05715596	14.86389645	16.97095588
RALGPS2	13.64185867	9.347561615	13.3277225	15.60518558	20.45896933	23.578802	15.99642329	17.21734731
CALML4	16.65327937	15.1388416	15.70557247	14.46386495	16.57493844	16.99928568	17.94362107	15.68774252
TSC22D2	15.75820149	16.34743203	15.38884297	14.94611678	16.74496938	18.34715953	15.42853945	16.19063491
VRK1	15.33543124	14.77162125	17.15835191	17.83655761	16.41071115	17.17715431	15.3356512	14.99256428
XXYLT1	20.26934231	20.50644821	20.29984606	15.79035147	13.02728176	13.93289194	14.63328159	10.55606161
AIM2	14.87767447	15.81565091	14.32210475	15.3239303	20.9001228	20.82151134	13.86127156	13.07607014
NPFF	15.3187434	15.04053798	18.7633555	16.09534893	15.37498309	17.85306444	14.54729036	15.98967179
SNX9	18.23830449	14.87455698	16.2353533	16.6646991	14.16877403	16.83038404	16.61212283	15.34603133
ASCC3	16.19104006	16.5096647	17.02952913	15.94212696	16.20077069	17.69652744	15.60385511	13.77587207
UTP14C	17.94276745	14.65125063	17.76301206	16.44250465	15.69156879	15.92007122	15.52469191	14.95731066
SIL1	17.98828265	18.9259231	16.37519326	16.63154092	15.28688553	14.11821438	14.22056105	15.32034622
CCDC61	15.34180507	16.1128807	13.13160555	17.15964555	16.89953333	14.81783215	17.24568549	18.06882128
ADAM28	19.02590769	14.10472839	16.72830215	19.97505208	15.92227895	17.19882491	11.84411459	13.87940371
ZNF326	19.2901832	15.00885601	17.99449851	16.87074193	16.19363358	15.98739486	14.44034526	12.86186073
INTS9	16.67439877	19.42933239	16.30605286	15.83799989	13.68447013	14.9723726	15.96917169	15.68321772
GTPBP10	17.80286191	13.19867502	16.09177574	17.78110142	14.70345995	16.33571567	16.7321602	15.89942367
NOG	11.16398071	9.108471028	15.38249981	14.08286709	15.38994583	17.88400522	23.67933149	21.84235543
SAMD8	17.40665894	15.89461797	15.30390487	16.92704151	17.20301779	18.75927906	13.71122831	13.27421181
ISOC2	15.90543692	21.94820182	18.02932043	18.16373754	13.8468418	13.12580224	12.1606646	15.282505
PCNX2	15.66624383	13.15510271	16.15425235	16.67233264	15.32694727	16.2463657	17.01274052	18.12698394
IPO9	17.50543011	16.05774474	15.85638447	16.36072989	15.11189803	15.93508626	16.87113231	14.58883464
ABCB10	17.67103376	14.64851103	17.29586411	14.94220689	15.13805338	17.17061588	15.79291918	15.62247561
SLC37A4	15.76054242	15.71399557	15.71335269	16.86116072	15.98799602	15.74117514	15.84224526	16.59667873
CLN5	16.08904954	14.19962871	16.24959068	13.60155362	15.984921	18.2301917	16.42624819	17.38027026
CERS6	18.50843893	14.16122841	17.23602084	16.86697553	14.48452323	16.22487879	15.87469935	14.74125131
TIRAP	17.35083614	16.79044884	17.54115093	16.91638024	14.15093655	13.60377496	17.68075717	14.02864405
CCDC144B	26.57119517	18.74254474	23.69896726	21.25076269	9.80678603	10.68830382	8.846790733	8.405273034
PNPLA7	17.39275243	15.67506569	19.46856509	23.40542148	12.29146007	12.7865279	12.94827322	14.03656289
LRRC58	17.87940001	13.9440088	17.42944079	14.69276959	14.69659358	18.02621606	17.20713198	14.05456187
NSUN3	19.53475279	14.30136085	18.78290584	12.9129611	17.9050178	16.88081168	13.55909383	14.0502337
DCP1B	16.5181009	15.02890326	16.83248964	13.85806158	15.48170161	17.40773902	16.13682816	16.59640647
ZNF430	18.41011973	11.76210373	15.62777624	15.37231582	15.44347004	17.98176641	17.94633126	15.3129767
LIG3	16.3450109	17.98255579	16.5658676	16.93452232	13.82065936	15.12205009	16.07249054	14.8430319
MICALL1	18.36867825	18.48487299	18.67133344	17.70415597	12.64174964	12.65092663	14.09644796	15.03677675
RAD52	16.09364493	16.0836907	16.63970633	17.19936489	14.72618211	15.21445211	14.71858944	16.89731234
NFIC	17.2356781	20.86896997	16.40897983	17.12638917	13.50641939	13.57326058	13.51260881	15.27408136
CNOT6	17.92797785	14.89720628	16.74295623	14.83617004	14.3992085	16.92812188	16.28679664	15.45526871
TACO1	14.98104638	17.30821901	16.57647155	16.0547966	14.75491293	15.02986407	17.96243027	14.74416002
SPIN2B	18.54190501	15.91553754	14.61549885	17.14463194	14.13993246	14.14660401	17.61179195	15.28774068
DSE	18.83030568	16.60416382	14.08144404	13.35112527	16.51950631	16.79642274	16.78153232	14.43899789
TIMM22	15.71137123	16.32413966	16.06925059	16.24877771	16.35156709	14.78899301	16.13943345	15.73195964
DMPK	14.79875809	16.89987021	17.34300261	17.49288495	14.40483897	14.93201765	15.78291863	15.67705358
TRAF2	15.31536875	16.85135057	15.47019163	17.69214046	14.89310033	16.03543714	15.71780994	15.3236575
GAL3ST4	16.87719677	13.0543942	17.37673319	16.87049931	13.23978804	14.81297618	17.15052995	17.80757213
ELAVL1	16.46823439	15.93750022	16.61710015	15.64326549	14.71815407	15.26326265	17.10210288	15.42712631
PRR14L	18.42314783	15.74999327	17.32748382	16.75564262	13.97643304	15.04962414	15.34843578	14.53517118
LCLAT1	16.75799211	11.9222754	14.96637137	15.72886327	17.50948538	19.56214097	15.90485637	14.80463454
TMEM185B	14.00480764	15.70022075	16.26220754	16.34594157	15.30924128	16.06924082	16.80827841	16.62714577
CLN8	18.79734719	17.91998737	17.29725313	20.61167753	12.69841955	13.11702323	14.00076516	12.67175875
C3orf38	16.66663428	14.59314582	16.32969038	14.85209059	15.8032474	18.09498632	16.05181183	14.72240283
PHF14	17.75527028	14.03398472	17.06596176	18.4449859	13.59397146	16.801887	15.59467821	13.81253584
ACSL3	17.5656454	13.78573079	16.75671903	14.36552033	17.37446489	15.8203018	17.14691841	14.28699147
TBC1D31	19.83502485	14.6092435	16.72430319	17.22469103	12.81659437	14.44694909	17.73194166	13.57158011
CETN3	18.0635457	12.52583412	17.9041357	14.5667223	15.72383883	16.76908627	17.1480166	14.23839266
PIGX	16.38583817	13.41017585	15.06411507	11.70190785	18.41039324	18.57681824	16.37807149	17.00536017
ACER3	17.08500403	19.06322736	15.32674486	13.34485623	15.333984	16.19329208	16.67381397	13.89277074
GFOD2	16.28540981	15.76774797	16.87278257	18.01718302	14.13207407	15.73743888	14.7116685	15.37574676
TMEM209	17.48822077	13.22304373	16.89104693	14.98650252	15.49011962	16.99096436	16.83089647	14.98777305
TMEM104	18.81548282	17.62649202	15.4062483	17.20915094	13.37547655	12.8810194	16.19264094	15.35427304
TGFBR3	22.53662156	18.11891927	18.99006312	17.62911423	13.00496725	11.2651764	11.52920485	13.76814885
SLC25A26	15.28559833	13.57526275	15.45343204	17.8020939	15.48687377	16.38524544	15.57124819	17.264771
CTU2	14.3775723	18.49825922	16.22830406	17.47598842	14.52800707	15.02106171	15.4554241	15.22908819
SNORA71A	13.89332358	32.18346375	22.25695267	6.619134697	6.544455883	10.1103849	23.24566293	11.8945501
PTBP2	20.15651929	12.68269471	15.51912561	13.63358799	14.0758052	17.85285548	18.45253883	14.33196857
MTF1	16.12161401	17.21045299	14.47252667	15.00908127	16.50009881	16.69451315	16.26327199	14.3182078
PPFIBP2	14.90494542	13.56032106	13.15374921	13.78863506	17.18918609	16.89832539	18.8106392	18.26640894
B3GALT6	15.42964801	15.72085375	12.12943325	14.24276576	16.863717	16.57526854	17.55948769	17.96817974
TRIO	20.15355186	19.39501054	16.29002829	17.53506255	12.09282048	14.08780718	13.95272048	12.9445861
DBR1	18.04849188	13.81592603	17.29659335	15.11620067	13.46856012	14.72980866	18.44797199	15.52803196
NINJ2	16.09027795	14.58098382	16.79226617	17.3314904	15.27125712	11.68879676	16.26116907	18.28173921
SPECC1	18.02956625	17.2467705	16.78791261	17.12045189	15.55003303	13.84472561	13.35412212	14.32722499
SEH1L	15.45670781	14.2907234	15.90799785	15.99174985	16.19492956	17.51174675	16.31444301	14.57482627
HSF2	14.48846533	11.50446637	16.74608383	17.53602783	15.49841393	17.36855282	17.32021059	15.77652697
SLC16A6	21.90879528	17.75769739	17.37906594	9.936916493	17.23628927	13.43126481	14.75706818	13.82874087
FBXO21	16.52397757	14.88139796	16.58298254	16.54262617	14.93018555	16.59811335	14.86718635	15.30783641
SGTB	15.95867578	11.81296407	15.75047229	13.94538197	15.67906842	19.24248066	18.45906956	15.36266918
IRF4	16.02959099	13.48406605	15.46268471	19.36592365	14.39614644	17.07408064	14.2015238	16.1683716
FAM118B	18.47367259	18.60874777	17.02942842	16.75055221	13.41300004	13.47893697	14.56850647	13.82440107
TIGD1	14.82471375	13.40984343	16.0928638	15.11319679	16.91956219	18.63475701	16.77895438	14.36253661
CTDSPL2	17.80626323	12.79496636	17.87342001	14.41709896	15.00236958	17.02863389	16.22415051	14.96805454
WDR92	17.80407294	14.09581379	14.5518219	15.1844603	14.46539436	15.22401644	19.34567059	15.43641173
5-Mar	14.64937552	15.26131105	15.98085154	15.74851093	15.52705168	17.77330377	15.44976024	15.70038961
NCAM1	26.94546405	25.31474355	24.46071081	21.72972782	6.731006518	6.036319996	6.880683322	7.958214009
SDHAF4	16.56337826	15.39748883	12.01819652	12.66191789	18.28364586	16.34093591	17.89139835	16.88788298
MUL1	18.44759784	15.93188346	16.66004378	13.88715297	13.09499112	14.40415974	16.14504123	17.44542548
TNRC6C	15.60841652	14.44081584	16.79424551	18.92896358	14.25962143	14.74271494	15.86879716	15.29204558
ALKBH3	18.39169009	15.98579977	17.19837745	16.20545257	14.28392234	14.10008542	14.45714641	15.28576276
PURB	17.9079084	13.35493673	16.64302838	14.24161042	15.68967194	18.01780951	15.73789281	14.30447866
ANKRD36BP2	16.0852716	9.128384507	14.60172448	15.98376647	17.15949388	19.52871675	17.0640973	16.32866042
HDAC9	16.99631024	16.29911099	13.6506435	14.34169236	14.31452446	17.75409013	17.03787975	15.47091228
KCTD9	18.22421254	13.35047771	16.65843484	15.96353652	15.86703345	16.34775339	15.09694657	14.35149513
TDRD7	16.64347698	15.72559819	14.49751037	14.6698477	16.152704	17.18448669	16.96898813	13.9828091
PLCD1	16.7649419	14.04437687	15.38160853	17.08591193	13.65998189	15.47641544	15.27703818	18.09224225
MPZL3	13.59977981	14.77827195	17.32683909	14.3249911	14.4712323	18.19262025	19.6993009	13.34436769
QDPR	19.26743442	17.53564622	15.73793183	18.58536052	12.79525323	13.88416897	14.56379827	13.35102515
NT5DC1	17.95152857	14.22652039	15.84109376	15.69857148	14.55317393	17.15389618	14.85881439	15.41164962
CTSF	18.5931529	14.99044565	18.9396443	22.39690455	11.081171	12.96512151	13.09347259	13.62698076
BTBD7	16.80139053	13.79676544	16.10139903	15.34591521	16.19312854	17.66972213	16.46398518	13.30423161
NMT2	16.0668605	12.34534125	16.59152381	15.30468353	14.71382194	16.46313214	18.2073502	15.91544022
MCEE	16.73651462	15.51922352	17.21379664	14.95895928	13.70304396	16.61111315	16.48512991	14.34869113
DNAJC15	19.32220299	17.18946464	20.43086464	16.81951428	13.51312317	14.35990859	11.6288131	12.21567224
DHDDS	17.34075356	16.79983342	16.24559727	16.48718154	14.20374443	14.40166697	15.46223732	14.52286033
MAP3K10	15.55885479	20.51630046	14.66993656	16.83280066	13.94614256	13.02821735	14.83236902	16.02278925
TDP1	17.1238115	13.03329123	16.08224573	15.63724965	15.0965677	15.27413746	17.05204407	16.09649377
FAM98A	16.54654093	13.37066366	17.06656135	15.71349846	13.82320538	16.23314523	17.15440597	15.43560463
GPATCH3	17.78685202	16.36586417	15.29337153	15.79715641	14.90980676	14.52033362	16.02038488	14.61768909
SMAD7	22.16475665	20.50807592	20.97200064	16.53354522	10.85499797	9.063710801	11.21166414	13.99978495
TEX10	15.4279688	13.64447843	16.67607414	16.44586553	13.26536373	16.45682373	17.28357425	16.09688132
B3GNT2	15.97617483	12.13094148	16.30607717	13.67272239	16.02969141	16.81427148	17.42291481	16.87589908
TSPYL4	17.11095966	14.23155254	17.19803135	17.30402804	13.22930235	16.0434257	14.19374417	15.8917179
SLC39A11	19.02019941	20.52646222	17.14429973	15.26462684	12.50673151	14.53149565	11.81371807	14.3563236
VCPIP1	18.36195676	15.31472759	17.6758747	15.17477627	15.0830329	15.45276034	14.12063153	13.92634571
ZCCHC14	16.72157668	15.92646615	16.47509681	18.0135518	13.26929174	14.2043757	14.83738799	15.61451853
EXTL3	18.78054346	19.28451626	16.51732278	16.63269626	14.19657881	13.05222273	13.5387072	13.00940239
DZIP3	16.1435365	12.4228044	14.87975842	17.08713081	15.58052875	15.49293665	16.82820941	16.52993768
PDLIM5	16.12283786	17.23891151	16.25155497	14.82083702	15.70756125	16.13832984	14.87715835	13.76276889
TBC1D25	16.42384589	16.90488498	15.95860871	17.45901098	14.14067695	14.45246122	14.83440725	14.5903915
RBBP5	18.22515354	14.69869392	16.32290853	14.4392759	13.49321094	15.56651617	17.20250206	14.8043902
GPAT3	16.77000619	15.40998326	14.41908095	14.30398707	17.36609989	14.77851518	15.9074231	15.7697962
IL1B	8.973689891	11.94455674	7.526714467	8.931056833	32.83061202	39.01212219	7.456458908	7.995685239
ZSCAN16	21.05372881	13.34969824	13.22513237	14.73722697	16.17077711	14.69271464	17.14018907	14.25442549
POC5	18.17606116	13.35638104	17.70461105	16.21252901	14.2015978	14.6027295	16.16877968	14.19596265
TP53BP1	15.90181188	13.95384781	16.1082295	18.45337568	14.56317541	14.91334945	15.30716485	15.41359763
BMS1P1	20.63150324	14.20969303	19.61226188	17.82035978	11.76512147	14.64568465	13.0177792	12.82667692
CCDC120	13.50769164	13.96724397	14.58871008	18.10252431	15.47069531	14.93681143	16.20373531	17.68687799
RABIF	15.87454124	15.54902673	16.15918913	15.33779434	15.0117537	14.56481829	16.97709605	14.97197058
PCNT	18.47410138	16.89302923	17.14733241	17.05539948	13.09719429	13.46924141	14.30210172	13.98741709
CLASP2	17.88560464	14.34113244	15.37851798	14.67715983	12.92338355	16.67401984	18.04972827	14.44443556
TARSL2	16.8181228	11.49222183	15.87510141	14.93796218	14.94842006	17.59235625	16.47424146	16.16068794
RPAP1	15.55995804	17.60461201	17.19685069	17.2343924	12.37962243	13.48330371	16.0639854	14.71473314
HINT3	17.65629283	13.47395015	15.40508515	14.55599731	15.81588797	18.15726486	14.62661712	14.53223105
WLS	18.38473798	15.01980182	11.97205585	15.58764756	16.38325393	13.60666986	17.82486551	15.4346657
MAGEF1	16.65713148	16.42489747	17.8521635	17.68255116	12.5003694	12.63656544	15.22349554	15.19908305
HAGHL	15.5400659	18.29467114	16.2743394	15.63569804	14.76298928	13.08429606	15.00989742	15.53657544
LYRM2	19.05100934	13.90350852	15.99423467	13.95059369	15.17578034	16.0084416	14.50832211	15.51225043
ATF7IP2	15.45213025	12.58550934	16.01046065	17.20377184	16.00748186	16.60047294	15.3128614	14.92697974
POLR3H	15.30177163	17.22193181	15.37985606	17.69675141	14.1820673	13.96148589	14.59984206	15.73824944
ATPAF1	16.46554	13.32757815	16.32502793	14.64765021	15.17698953	16.50283325	16.1430201	15.48004515
C5orf22	16.87428203	14.3745736	16.04878672	15.03946317	14.27621122	16.63828266	15.05353882	15.71450735
MRPL1	15.32882564	12.5040388	18.20150006	15.46753871	16.9342893	16.23783889	15.40960384	13.93243772
TAB3	17.44637542	13.74550791	15.85806326	15.47856871	15.00089428	16.1204986	15.504824	14.83679678
ZNF652	17.26860414	14.5403712	14.91983143	14.92453716	13.9896217	16.17449785	16.75295997	15.42031991
RIF1	18.80674377	13.67661726	17.59345176	14.44047863	14.06143462	16.61297404	15.61653454	13.06582348
SLC35A2	17.95010315	16.01021205	16.20528003	14.46737024	15.33942243	12.74189842	13.60495502	17.55313985
BACE1	15.88814443	11.4409884	16.83864991	18.0528879	19.02548008	12.13878914	15.74836273	14.71900546
TRAPPC9	17.34883557	16.87357689	15.27580053	16.53223969	14.09616349	13.94302534	14.28736961	15.48058151
SLC30A1	20.46323417	16.90415614	15.74850453	13.83204339	13.45621762	12.93044448	14.78164896	15.65761288
PDCL	17.09652004	16.46492548	17.58223213	14.97020071	13.64028291	14.63397386	16.2621738	13.09192845
RPRD1B	16.84871718	13.92401772	14.61963116	15.01164265	15.61582433	16.49653885	16.26597074	14.87927565
OTUD1	12.16161234	11.87325827	11.10783793	11.25331924	21.29080353	25.71143915	14.93971835	15.32287796
CDCA7L	13.72047694	10.82666783	16.66856306	19.68547605	14.89280579	17.25392598	14.6976064	15.90714573
EIF2AK2	16.28079964	15.04670381	16.01989552	13.99681411	16.78078571	17.60089124	15.72110451	12.10747153
SLC44A1	15.68958433	15.64412422	16.86848821	15.00505839	14.13962613	16.09956348	15.50403657	14.51516387
ZNF646	16.76073517	17.46044467	16.19252543	16.46644324	13.50346219	13.46437729	14.81903418	14.78872154
ACTR8	18.48792679	16.44888791	16.75004946	16.89462044	12.8451958	12.72641396	14.26549458	15.01754898
CASP7	15.29585093	16.93458982	15.23859583	13.53321542	16.6628439	17.84649098	14.26540229	13.64293099
FAM175B	17.7266599	14.58638278	16.23303828	15.66498583	14.81252538	15.11392959	16.18780058	13.0881704
ATG2B	17.32394983	13.20454511	15.802213	15.47481733	14.10421038	16.59453356	15.52409608	15.26191129
ALDH18A1	16.25531375	14.76427934	15.7970505	17.49592954	14.06917165	15.35661157	15.27073413	14.27580017
GGCX	18.30045395	16.89500885	16.07947141	16.25710769	13.84286901	14.37848473	13.21391609	14.27230827
ZC3H8	17.21814428	12.22023651	16.93263742	17.35986548	16.36664765	13.24312151	15.77971753	14.08469616
NDUFAF1	18.41137132	13.89128003	15.6404741	16.26509107	14.33464839	13.64623903	15.82670607	15.13425361
PCSK5	13.65398053	15.52022078	15.57580401	15.84103842	16.83906971	14.92652186	16.31342894	14.46159465
AIMP2	16.58087732	17.12515847	14.25786294	17.29597534	13.77208464	13.81511732	16.12085766	14.15904291
ABHD17B	17.97588818	13.95692735	16.66092349	14.90143504	12.9316616	13.07970631	15.88200115	17.61952952
ALKBH2	13.03749341	15.12325337	16.32076482	15.62768	15.9216725	14.29172328	15.17620557	17.44504734
POMZP3	20.44703537	23.52831114	22.40237993	20.86869384	8.287850946	8.708046144	8.54635609	10.14256125
SCML1	14.60485144	10.77742723	17.60059603	16.18169884	14.54947568	16.56477787	16.78855771	15.85801288
CDC37L1	15.26311726	11.69134401	16.59117193	15.01545527	14.61353269	17.05327443	17.22862849	15.46633579
TXNL4B	16.98861692	13.57843794	14.46837931	14.35716262	14.47017784	16.90388299	16.21810585	15.89858596
TNFRSF10D	14.21444865	13.30564679	15.67199311	14.95480006	16.21313227	16.36732314	17.3470929	14.74543986
CCDC149	15.44737885	15.84982832	11.58974502	10.91757363	16.92236499	17.19915029	17.18747086	17.69397052
FAM149B1	14.68662186	14.2906592	16.94074231	14.68663475	14.84659801	15.36953548	15.76450641	16.16575628
TADA2A	16.04087846	13.79583981	17.09524445	15.43269374	15.51351216	14.2482182	16.72996689	13.87459036
SLC35C1	15.86277863	17.8122602	15.24542746	15.61661186	13.77277269	13.38493537	15.15615541	15.85035598
SLC35F6	18.47437371	18.55838148	15.75977868	15.49873281	14.36413088	13.83448041	13.37477301	12.83180789
FBXO25	15.41361726	14.13808277	18.29296652	17.03467735	13.31601556	16.29096363	15.16040798	13.00011428
TRAM2	16.36992678	15.65893183	13.29761161	18.83097943	12.77189014	12.52973217	15.32982144	17.82971327
DSTYK	17.58431493	14.46844228	15.90623844	15.47975062	14.46141934	15.17028852	14.95100401	14.55668752
VPS50	17.34468215	13.30166921	15.52766664	14.87499399	14.63233983	14.1236658	18.08650247	14.62713311
HIRIP3	15.68296713	14.69615033	16.6816545	14.77464834	14.88530085	14.57947255	15.25798691	15.90728535
HIBADH	17.39381858	13.03760123	16.77049456	14.50321689	14.4525654	16.43423696	16.06396203	13.79804811
SNORD38B	12.55331307	6.233618206	15.92965487	24.81525634	16.08895329	22.42984819	21.52629327	2.814786782
HDAC2	16.4964832	13.40547428	15.25929559	15.00442988	15.30280612	17.18205813	14.84233686	14.87812846
WDR3	16.05989681	14.22954656	16.69876597	15.28233816	13.53939633	15.6150535	16.62427303	14.2909799
TTC9	13.49513314	9.477423407	12.40445767	15.2962022	15.56184064	17.59386242	18.62812086	19.88083438
C6orf203	18.2806244	13.36442791	12.68595025	15.89622657	15.50317962	14.38204351	16.94126465	15.15271813
GFER	16.9044708	15.58838991	16.07487609	15.77675315	15.30025185	13.10207825	14.41994695	15.0122272
STAU2	18.08006435	14.16769915	16.88101479	14.25128175	14.32494421	14.26480713	16.73816944	13.45931429
PCYOX1	16.74639985	13.24283078	17.17661742	15.00960926	13.28461768	15.57316085	15.95059135	15.12615614
SFMBT2	16.80140251	16.23621215	15.10225709	15.90596139	13.54227695	14.60404186	15.15766484	14.73286495
CROCCP3	18.57399665	16.28960232	16.60701824	16.60916204	12.28020502	15.66862191	12.92445634	13.10331898
METTL2B	16.32870551	13.02723292	15.18691799	13.60560885	16.72990224	15.64557278	16.33267999	15.16024589
DTWD1	17.4118484	12.3762277	14.53936941	14.01946219	15.37063565	19.12154541	14.46557393	14.68905967
PECR	14.64772992	15.99714792	18.26097294	18.1532933	13.69876721	13.4150355	14.28919448	13.49995136
DCUN1D2	16.12963636	12.85411657	14.11344055	14.36756528	16.26557256	16.00413684	15.92361558	16.2630177
MCTS1	15.78116002	13.4749669	16.19301158	14.84939634	13.77143076	16.37220711	17.23989779	14.23022964
TMEM260	18.09892972	12.8469447	15.94267517	14.6704427	15.05606941	15.10761247	14.79602048	15.37921861
NR1D1	14.61925629	13.30809983	12.8068082	13.92627731	13.96932185	17.29597859	17.62588598	18.32976443
SHMT1	17.2505616	15.03264471	14.52008529	16.42418332	13.26986669	14.50387079	16.48340552	14.39461509
ADCY3	16.81325552	15.36734631	16.00167168	18.45487115	13.84991446	12.69899576	14.4419815	14.25091177
PYROXD1	15.94542864	12.0934582	15.45486966	12.46604202	15.49966279	17.46698186	17.20031736	15.7520449
TMEM176A	4.800477866	4.285152573	3.559181701	2.462855385	21.33262851	26.60883857	29.18407159	29.63561737
MED21	16.55410724	14.72302481	18.18041023	14.82368431	13.23806792	17.43834121	13.17164275	13.69295042
PDK3	19.94559818	18.50353439	17.75289543	16.66185697	11.58634262	14.2649846	11.08566543	11.99528472
ZHX2	14.974209	13.38875192	15.39280165	15.68243142	14.9866587	14.54625382	15.77773144	17.00551142
PFAS	15.164265	18.20802402	16.79467147	16.75189817	13.36670037	12.85367632	14.55405124	13.98928681
IFT43	18.52909593	15.76265941	14.22054018	15.75558044	14.95521456	11.37960144	15.35973196	15.59578582
SPOPL	17.10758732	14.2486894	15.83161376	13.39983175	16.28971323	17.94133323	14.49740445	12.23021582
HAUS6	17.06048937	12.69142539	15.34306314	16.02039066	14.55050002	18.02555754	14.95499967	12.86994114
ARRDC4	25.12302426	18.29408654	16.12354939	16.88081647	11.17164257	12.79430504	9.910062628	11.21133949
GBGT1	17.87945362	22.29359819	12.11200809	12.75018106	12.86974805	12.51044801	16.22124866	14.86461224
CCDC125	17.72818489	14.72494058	16.21247974	14.8725054	14.13374707	15.29710486	15.30389853	13.19970449
CLYBL	17.4678477	11.9956578	17.55108353	16.25269431	13.74640056	13.56345901	15.64841362	15.2281958
