"gene_symbol","B_cells","NK_cells","T_cells_CD4.","Monocytes"
"MZT1",58.936329,71.825625,61.074225,52.577001
"MZT2A",89.927289,91.527489,102.333456,68.376361
"MZT2B",94.517284,95.726656,100.120036,77.739489
"N4BP1",66.308449,78.1456,79.459396,75.898944
"N4BP2",37.258816,48.776256,45.131524,35.497764
"N4BP2L1",35.832196,33.582025,32.924644,33.721249
"N4BP2L2",64.818601,59.197636,65.415744,53.743561
"N4BP2L2-IT",28.440889,24.354225,30.327049,20.187049
"N4BP3",25.573249,19.882681,18.766224,18.088009
"N6AMT1",20.775364,20.232004,21.2521,18.957316
"N6AMT2",44.142736,43.996689,48.385936,38.081241
"NAA10",64.866916,61.984129,64.673764,59.259204
"NAA11",21.123216,24.9001,22.4676,22.496049
"NAA15",33.547264,34.128964,31.214569,28.611801
"NAA16",46.6489,53.772889,53.363025,39.262756
"NAA20",80.389156,79.477225,79.887844,81.072016
"NAA25",52.577001,44.943616,48.972004,39.075001
"NAA30",24.611521,25.170289,24.820324,22.439169
"NAA35",49.801249,58.537801,54.066609,44.568976
"NAA38",46.308025,42.758521,46.117681,36.300625
"NAA40",50.965321,59.985025,47.100769,33.500944
"NAA50",80.030916,82.482724,72.965764,79.281216
"NAAA",50.951044,52.823824,56.655729,72.641529
"NAALAD2",10.817521,10.233601,9.998244,10.336225
"NAALADL1",40.132225,47.0596,39.4384,36.942084
"NAALADL2",11.4921,11.115556,11.128896,11.182336
"NAB1",30.603024,33.350625,32.285124,40.717161
"NAB2",42.094144,35.2836,38.1924,44.943616
"NACA",122.213025,118.504996,121.330225,115.412049
"NACA2",12.8881,11.703241,11.621281,11.751184
"NACAD",24.631369,23.222761,23.377225,23.213124
"NACAP1",98.346889,102.191881,103.347556,91.604041
"NACC1",47.073321,45.819361,44.997264,48.846121
"NACC2",22.667121,40.844881,37.295449,53.071225
"NADK",57.4564,47.403225,46.117681,65.545216
"NADSYN1",44.342281,42.068196,40.500496,41.409225
"NAE1",88.585744,100.500625,101.8081,64.8025
"NAF1",35.331136,46.840336,33.837489,31.730689
"NAG18",11.539609,10.381284,10.705984,10.471696
"NAGA",41.6025,46.9225,47.320641,80.496784
"NAGK",93.470224,72.25,78.163281,112.933129
"NAGLU",32.239684,31.4721,30.25,32.126224
"NAGPA",57.410929,51.825601,58.782889,64.016001
"NAGS",27.541504,30.647296,29.648025,34.2225
"NAIF1",28.965924,30.791401,29.3764,28.068804
"NAIP",42.601729,37.149025,38.900169,53.699584
"NALCN",14.386849,13.868176,14.409616,14.085009
"NAMPT",56.806369,59.876644,55.875625,99.420841
"NANOG",21.040569,17.732521,19.766916,17.106496
"NANOS1",14.9769,15.689521,13.920361,12.794929
"NANOS2",18.301284,17.422276,18.284176,19.228225
"NANOS3",31.192225,28.933641,30.702681,33.8724
"NANP",38.850289,52.258441,43.125489,45.118089
"NANS",41.383489,39.601849,41.203561,45.454564
"NAP1L1",104.673361,97.180164,107.184609,97.476129
"NAP1L2",17.623204,33.235225,37.785609,14.508481
"NAP1L3",15.492096,29.506624,41.280625,14.175225
"NAP1L4",39.1876,42.367081,43.811161,35.736484
"NAP1L5",38.204761,65.076489,41.550916,24.880144
"NAPA",47.623801,43.270084,48.0249,57.6081
"NAPB",38.738176,38.031889,36.663025,29.9209
"NAPEPLD",28.015849,26.429881,27.910089,22.629049
"NAPG",48.734361,50.680161,44.302336,44.970436
"NAPRT1",38.229489,34.082244,40.246336,42.863209
"NAPSA",40.271716,28.047616,34.164025,37.039396
"NAPSB",93.934864,19.8916,21.8089,58.5225
"NARF",87.534736,93.103201,87.179569,71.605444
"NARFL",52.794756,44.462224,50.282281,45.239076
"NARG2",36.372961,34.480384,36.796356,28.633201
"NARS",107.350321,110.292004,112.9969,111.555844
"NARS2",59.938564,51.796809,60.575089,44.836416
"NASP",49.014001,49.999041,45.118089,37.9456
"NAT1",52.2729,58.905625,53.802225,54.700816
"NAT10",79.619929,68.657796,77.492809,60.403984
"NAT14",40.972801,36.711481,37.540129,34.550884
"NAT15",67.420521,76.160529,73.205136,74.269924
"NAT2",17.918289,20.748025,19.882681,21.566736
"NAT6",43.877376,45.414121,48.316401,40.233649
"NAT8",18.7489,17.783089,18.301284,19.088161
"NAT8B",18.757561,17.330569,17.850625,20.967241
"NAT8L",32.581264,30.658369,31.337604,32.764176
"NAT9",58.186384,45.630025,55.041561,51.093904
"NAV1",27.2484,25.877569,27.888961,34.292736
