"gene_symbol","B_cells","NK_cells","T_cells_CD4.","Monocytes"
"C12orf28",14.386849,13.315201,13.6161,13.564489
"C12orf29",49.182169,52.911076,54.184321,31.528225
"C12orf32",47.914084,48.205249,54.878464,39.803481
"C12orf33",13.520329,14.152644,14.0625,14.356521
"C12orf34",30.713764,30.283009,28.708164,31.550689
"C12orf35",91.833889,90.611361,92.025649,74.753316
"C12orf37",11.812969,11.498881,11.716929,11.937025
"C12orf39",21.501769,20.593444,22.7529,27.910089
"C12orf4",51.4089,50.608996,48.3025,46.895104
"C12orf40",12.496225,12.1104,12.257001,12.638025
"C12orf41",88.247236,93.103201,89.605156,72.063121
"C12orf42",32.433025,19.210689,22.714756,20.016676
"C12orf43",55.308969,55.6516,56.715961,45.104656
"C12orf44",67.831696,64.705936,66.977856,67.930564
"C12orf45",49.364676,44.2225,45.064369,45.711121
"C12orf47",42.107121,43.903876,47.955625,41.434969
"C12orf48",17.791524,20.620681,16.916769,13.927824
"C12orf49",55.830784,53.538489,47.941776,49.857721
"C12orf5",56.025225,66.9124,52.374169,69.839449
"C12orf50",11.539609,11.128896,11.519236,12.264004
"C12orf51",29.019769,26.450449,24.830289,23.367556
"C12orf52",45.118089,47.927929,47.596201,42.549529
"C12orf53",27.008809,25.664356,27.594009,29.637136
"C12orf54",17.181025,16.088121,17.230801,17.355556
"C12orf55",12.285025,10.3041,10.163344,10.452289
"C12orf56",15.776784,16.999129,17.464041,17.464041
"C12orf57",95.218564,86.341264,109.286116,61.387225
"C12orf59",11.404129,11.1556,10.588516,23.4256
"C12orf60",22.638564,20.016676,21.874329,17.960644
"C12orf61",16.777216,13.9876,13.068225,17.732521
"C12orf62",77.810041,78.039556,78.234025,73.839649
"C12orf64",12.510369,12.574116,12.159169,12.666481
"C12orf65",41.036836,40.985604,45.400644,32.1489
"C12orf66",31.192225,26.3169,33.767721,19.678096
"C12orf67",13.024881,12.694969,12.866569,12.623809
"C12orf68",26.275876,25.150225,26.863489,27.3529
"C12orf69",14.969161,14.326225,14.868736,15.100996
"C12orf72",18.249984,17.749369,16.370116,16.908544
"C12orf73",42.042256,47.485881,48.233025,34.892649
"C12orf74",12.702096,11.182336,11.909401,12.0409
"C12orf75",50.324836,108.16,72.318016,38.130625
"C12orf76",32.809984,31.326409,34.351321,32.661225
"C12orf77",14.7456,11.56,10.850436,11.1556
"C13orf1",21.215236,22.1841,19.018321,18.301284
"C13orf15",29.582721,35.652841,42.484324,39.8161
"C13orf16",22.638564,21.206025,21.818241,21.086464
"C13orf18",111.598096,24.255625,24.542116,58.018689
"C13orf23",55.741156,60.233121,54.76,49.688401
"C13orf26",13.630864,15.116544,14.341369,14.500864
"C13orf27",42.968025,59.660176,48.177481,39.150049
"C13orf28",12.680721,11.895601,12.278016,12.616704
"C13orf30",12.145225,11.669056,11.888704,12.285025
"C13orf31",21.022225,24.621444,18.645124,40.043584
"C13orf33",25.2004,27.279729,26.998416,27.6676
"C13orf34",46.321636,48.469444,44.448889,35.688676
"C13orf36",11.943936,12.383361,11.6964,12.383361
"C13orf37",18.887716,20.304036,16.826404,18.292729
"C13orf38",13.424896,13.853284,13.454224,13.749264
"C13orf39",11.485321,11.168964,11.055625,11.148921
"C13orf40",14.699556,15.555136,14.615329,14.737921
"C14orf1",38.750625,41.2164,40.309801,29.474041
"C14orf101",56.836521,49.716601,53.611684,45.670564
"C14orf102",26.801329,24.157225,25.190361,23.222761
"C14orf104",32.285124,35.808256,36.699364,28.366276
"C14orf105",14.684224,14.938225,14.8225,15.023376
"C14orf106",51.322896,49.449024,35.928036,45.333289
"C14orf109",57.988225,52.751169,56.715961,70.492816
"C14orf118",41.486481,42.706225,37.8225,42.393121
"C14orf119",77.757124,82.119844,87.703225,91.278916
"C14orf126",32.638369,36.542025,34.421689,26.811684
"C14orf128",28.697449,28.933641,30.824704,30.769209
"C14orf129",73.719396,79.762761,81.270225,67.881121
"C14orf132",23.648769,23.931664,33.570436,24.561936
"C14orf135",28.355625,32.433025,26.988025,25.715041
"C14orf138",52.765696,47.265625,44.448889,36.663025
"C14orf139",105.987025,75.742209,95.570176,87.310336
"C14orf142",41.036836,47.541025,43.494025,47.761921
"C14orf143",21.949225,23.357889,19.642624,18.896409
"C14orf145",20.421361,21.409129,21.874329,16.999129
"C14orf147",44.983849,55.294096,42.211009,62.489025
"C14orf148",17.7241,16.818201,17.355556,17.623204
"C14orf149",37.039396,31.528225,30.824704,29.333056
"C14orf153",70.761744,71.995225,69.155856,64.448784
"C14orf156",88.623396,90.25,88.021924,90.725625
"C14orf159",58.384881,56.8516,58.951684,53.890281
"C14orf162",20.729809,23.600164,22.382361,22.4676
"C14orf164",17.952169,19.766916,19.018321,20.034576
"C14orf166",114.041041,122.235136,126.090441,110.838784
"C14orf166B",23.658496,20.647936,22.410756,24.611521
"C14orf167",32.080896,34.316164,33.930625,32.341969
"C14orf169",57.259489,68.013009,66.699889,59.243809
"C14orf176",25.816561,25.857225,27.931225,27.646564
"C14orf178",25.310961,27.846729,27.709696,28.847641
"C14orf179",37.564641,36.566209,35.772361,33.396841
"C14orf180",31.371201,30.118144,32.012964,31.292836
"C14orf181",54.110736,40.857664,38.204761,39.275289
"C14orf182",32.239684,30.3601,27.751824,24.9001
"C14orf183",22.619536,24.443136,23.164969,22.733824
"C14orf184",9.394225,8.982009,9.126441,9.090225
"C14orf2",97.239321,98.01,98.069409,101.505625
"C14orf21",41.409225,39.677401,38.514436,39.778249
"C14orf23",24.078649,24.780484,24.176889,25.887744
"C14orf28",44.289025,40.806544,38.875225,29.626249
"C14orf34",37.908649,44.169316,61.246276,53.100369
"C14orf37",17.648401,16.9744,16.867449,16.933225
"C14orf39",9.585216,9.622404,9.2416,9.5481
"C14orf4",100.180081,115.949824,114.618436,105.863521
"C14orf43",44.462224,42.276004,38.402809,41.615401
"C14orf45",29.300569,28.440889,31.967716,29.214025
"C14orf48",20.349121,20.124196,20.322064,21.0681
"C14orf49",25.918281,26.040609,25.542916,25.786084
"C14orf50",23.532201,26.327161,25.411681,26.286129
"C14orf56",30.426256,28.643904,30.603024,29.452329
"C14orf64",19.412836,18.792225,31.225744,19.820304
"C14orf70",41.718681,42.837025,43.217476,44.448889
"C14orf73",25.472209,21.911761,23.697424,25.310961
"C14orf79",42.302016,37.662769,41.422096,42.146064
"C14orf80",47.927929,45.995524,46.416969,43.612816
"C14orf81",11.916304,11.526025,11.431161,12.082576
"C14orf82",15.085456,15.202201,15.256836,14.554225
"C14orf86",14.876449,13.9129,13.957696,14.523721
"C14orf91",11.716929,12.376324,11.716929,12.432676
"C14orf93",37.380996,30.492484,36.1201,29.2681
"C15orf17",44.475561,42.198016,43.6921,40.398736
"C15orf2",24.364096,26.708224,26.122321,27.071209
"C15orf21",12.075625,13.359025,11.662225,20.994724
"C15orf23",34.012224,43.414921,39.677401,39.350529
"C15orf24",49.028004,48.678529,46.172025,51.008164
"C15orf26",12.020089,11.957764,12.187081,13.271449
"C15orf27",23.386896,23.357889,24.324624,23.853456
"C15orf28",22.638564,17.799961,17.123044,18.792225
"C15orf29",38.081241,37.063744,34.762816,31.069476
"C15orf32",12.581209,12.709225,12.306064,12.432676
"C15orf33",11.600836,10.5625,10.936249,10.647169
"C15orf34",12.588304,11.895601,12.588304,12.453841
"C15orf37",31.979025,31.933801,32.012964,44.970436
"C15orf38",30.261001,32.890225,31.618129,36.869184
"C15orf39",37.124649,47.720464,39.162564,59.830225
"C15orf40",53.993104,58.629649,60.326289,43.401744
"C15orf41",18.636489,19.105641,18.079504,15.5236
"C15orf42",27.825625,28.633201,28.558336,26.8324
"C15orf43",9.308601,9.265936,8.922169,8.994001
"C15orf44",38.613796,36.929929,37.503376,33.339076
"C15orf48",19.642624,38.118276,27.019204,69.0561
"C15orf5",29.997529,29.953729,19.686969,21.986721
"C15orf50",15.992001,16.208676,16.273156,16.883881
"C15orf51",21.123216,20.802721,20.958084,21.040569
"C15orf52",30.0304,25.2004,28.111204,32.512804
"C15orf54",15.737089,15.673681,16.184529,18.983449
"C15orf55",35.319249,39.702601,39.5641,42.302016
"C15orf56",16.957924,18.037009,18.783556,18.122049
"C15orf57",49.336576,40.081561,40.246336,36.687249
"C15orf59",30.735936,28.912129,30.603024,32.569849
"C15orf60",18.957316,19.324816,19.598329,19.412836
"C15orf61",59.954049,74.218225,77.721856,58.415449
"C15orf62",24.245776,19.149376,20.912329,20.232004
"C15orf63",35.748441,31.606884,33.663204,35.2836
"C16orf11",38.1924,39.69,38.514436,43.099225
"C16orf13",44.195904,41.873841,43.850884,43.349056
"C16orf3",21.104836,20.8849,21.233664,22.155849
"C16orf42",38.626225,35.438209,36.9664,34.527376
"C16orf45",36.626704,37.847104,39.137536,36.493681
"C16orf46",20.729809,22.733824,21.6225,20.097289
"C16orf48",37.908649,33.189121,39.350529,35.058241
"C16orf5",52.4176,52.446564,51.681721,49.900096
"C16orf52",39.853969,39.589264,41.977441,34.987225
"C16orf53",39.702601,38.291344,39.639616,35.976004
"C16orf54",74.269924,100.380361,99.8001,72.199009
"C16orf55",30.162064,28.462225,28.419561,25.8064
"C16orf57",43.362225,50.708641,44.930209,50.594769
"C16orf58",50.908225,41.062464,47.596201,44.209201
"C16orf59",40.0689,40.551424,39.087504,37.258816
"C16orf61",82.410084,97.476129,89.586225,78.818884
"C16orf62",31.798321,29.888089,30.980356,31.741956
"C16orf63",54.434884,60.621796,57.517056,54.154881
"C16orf68",42.706225,39.992976,41.9904,44.555625
"C16orf7",42.393121,42.003361,39.967684,44.930209
"C16orf70",32.638369,32.0356,33.535681,37.503376
"C16orf71",30.448324,27.888961,29.8116,32.0356
"C16orf72",60.403984,63.186601,64.064016,68.840209
"C16orf73",14.784025,14.265729,14.371681,14.311089
"C16orf74",50.794129,29.354724,34.409956,34.857216
"C16orf75",48.385936,40.653376,43.191184,27.741289
"C16orf78",18.852964,18.335524,20.475625,20.115225
"C16orf79",37.039396,35.844169,41.4736,38.862756
"C16orf80",83.814025,91.470096,89.264704,67.436944
"C16orf81",19.333609,18.181696,18.258529,23.242041
"C16orf82",27.1441,27.962944,28.344976,31.5844
"C16orf86",44.769481,38.007225,41.589601,44.156025
"C16orf87",34.680321,34.880836,32.398864,28.783225
"C16orf88",40.640625,38.950081,42.016324,36.469521
"C16orf89",25.948836,24.295041,26.183689,28.206721
"C16orf91",56.896849,61.246276,56.746089,54.272689
"C16orf92",21.031396,20.857489,21.418384,21.874329
"C16orf93",33.223696,27.405225,26.687556,35.010889
"C17orf100",24.690961,20.529961,21.734244,18.966025
"C17orf101",41.306329,45.198729,42.994249,39.337984
"C17orf103",35.545444,36.1201,38.837824,39.614436
"C17orf104",17.413929,16.434916,16.516096,15.280281
"C17orf105",11.002489,9.9856,10.588516,11.0224
"C17orf106",46.881409,45.941284,38.340864,44.235801
"C17orf108",36.024004,28.430224,36.542025,26.409321
"C17orf28",28.9444,27.050401,29.7025,30.195025
"C17orf37",75.134224,82.6281,75.898944,81.072016
"C17orf39",28.547649,29.138404,29.571844,27.468081
"C17orf42",54.626881,51.6961,55.190041,45.306361
"C17orf44",37.859409,39.639616,47.004736,45.387169
"C17orf46",30.184036,32.194276,31.877316,35.129329
"C17orf47",20.857489,22.410756,22.676644,22.695696
"C17orf48",60.652944,51.294244,64.9636,49.364676
"C17orf49",80.209936,91.240704,82.555396,80.946009
"C17orf50",24.830289,24.710841,25.755625,26.286129
"C17orf51",25.290841,24.790441,26.697889,25.080064
"C17orf52",28.281124,27.931225,29.506624,31.069476
"C17orf53",32.9476,29.517489,32.296489,34.082244
"C17orf55",42.172036,35.593156,36.650916,38.217124
"C17orf56",42.354064,38.787984,40.564161,40.678884
"C17orf57",17.189316,12.766329,13.697401,13.601344
"C17orf58",40.056241,61.968384,35.868121,42.575625
"C17orf59",33.953929,31.348801,33.64,34.656769
"C17orf60",28.869129,19.998784,19.1844,47.155689
"C17orf61",62.789776,61.921161,59.320804,59.059225
"C17orf62",94.420089,88.510464,91.489225,81.793936
"C17orf63",50.822641,48.874081,51.652969,47.238129
"C17orf64",16.662724,15.21,16.144324,17.313921
"C17orf65",33.4084,29.691601,30.426256,25.8064
"C17orf66",14.577124,23.707161,16.337764,15.689521
"C17orf67",47.155689,37.6996,47.100769,42.016324
"C17orf68",43.970161,39.025009,42.328036,31.685641
"C17orf69",25.573249,23.126481,25.765776,22.458121
"C17orf70",43.283241,38.056561,40.3225,39.841344
"C17orf71",55.845729,59.166864,59.182249,60.886809
"C17orf72",47.389456,42.719296,46.199209,44.836416
"C17orf73",12.446784,11.1556,12.131289,12.187081
"C17orf74",11.410884,10.556001,11.1556,11.062276
"C17orf75",38.837824,43.480836,35.916049,23.261329
"C17orf76",20.939776,23.8144,24.373969,23.902321
"C17orf77",9.960336,9.759376,9.765625,9.853321
"C17orf78",12.595401,12.524521,12.567025,12.873744
"C17orf79",67.502656,59.213025,57.017601,61.559716
"C17orf80",36.626704,33.942276,35.772361,33.7561
"C17orf81",56.927025,55.606849,53.1441,52.969284
"C17orf82",33.258289,34.316164,34.904464,37.015056
"C17orf85",62.2521,64.368529,57.988225,56.4001
"C17orf86",30.228004,24.383844,24.810361,22.118209
"C17orf87",26.347689,23.4256,22.953681,24.870169
"C17orf88",25.735329,22.061809,25.030009,23.707161
"C17orf89",47.265625,44.796249,46.566976,40.883236
"C17orf90",65.221776,59.892121,69.272329,55.562116
"C17orf91",48.650625,77.986561,52.243984,89.038096
"C17orf95",100.902025,94.945536,100.340289,81.703521
"C17orf96",40.4496,41.306329,42.954916,44.528929
"C17orf97",25.613721,25.623844,31.069476,31.214569
"C17orf98",12.159169,12.117361,11.431161,11.9025
"C17orf99",26.388769,15.626209,18.421264,16.613776
"C18orf1",35.533521,34.739236,43.4281,39.300361
"C18orf10",38.254225,44.635761,42.823936,36.772096
"C18orf12",17.205904,18.498601,18.429849,18.671041
"C18orf15",19.386409,21.031396,21.492496,21.874329
"C18orf16",12.0409,11.826721,11.8336,12.047841
"C18orf18",41.254929,42.198016,43.480836,30.371121
"C18orf19",39.778249,40.768225,36.216324,33.2929
"C18orf2",15.665764,16.265089,15.397776,16.024009
"C18orf20",12.453841,12.475024,12.054784,12.609601
"C18orf21",66.536649,70.006689,68.707521,65.739664
"C18orf22",30.547729,29.997529,30.4704,30.869136
"C18orf25",34.257609,34.597924,35.153041,33.166081
"C18orf32",73.153809,78.216336,72.352036,81.685444
"C18orf34",24.314761,31.069476,28.344976,26.388769
"C18orf45",71.893441,68.790436,63.3616,65.61
"C18orf49",25.522704,21.372129,24.255625,25.441936
"C18orf54",17.430625,19.882681,18.369796,15.429184
"C18orf55",61.606801,58.049161,58.537801,45.887076
"C18orf56",19.829209,19.412836,20.629764,20.948929
"C18orf62",16.289296,16.104169,15.992001,16.5649
"C18orf8",40.271716,39.614436,37.4544,37.039396
"C19orf10",65.529025,78.110244,69.072721,80.2816
"C19orf12",51.451929,60.933636,56.1001,40.666129
"C19orf18",29.899024,20.133169,21.501769,20.994724
"C19orf2",55.8009,59.320804,61.968384,43.917129
"C19orf20",31.877316,31.832164,33.9889,33.977241
"C19orf21",46.881409,47.955625,50.951044,55.845729
"C19orf22",88.755241,72.029169,92.025649,90.668484
"C19orf23",24.920064,24.433249,25.826724,27.342441
"C19orf24",59.228416,52.867441,59.151481,54.582544
"C19orf25",44.582329,45.387169,45.778756,45.508516
"C19orf26",24.690961,22.915369,25.684624,25.775929
"C19orf28",50.993881,43.309561,49.084036,56.896849
"C19orf29",34.058896,30.935844,34.987225,34.023889
"C19orf30",15.618304,14.6689,15.163236,15.499969
"C19orf33",22.629049,17.648401,20.142144,27.489049
"C19orf34",31.169889,32.330596,32.171584,35.844169
"C19orf39",41.576704,35.378704,36.6025,38.464804
"C19orf40",39.513796,39.000025,37.307664,35.034561
"C19orf42",53.831569,53.377636,52.954729,54.76
"C19orf43",86.155524,81.468676,78.588225,76.073284
"C19orf44",32.706961,25.633969,26.656569,26.925721
"C19orf45",31.460881,30.129121,30.1401,34.633225
"C19orf46",30.8025,33.431524,32.959081,30.437289
"C19orf47",33.085504,32.398864,33.051001,35.271721
"C19orf48",51.926436,47.527236,51.294244,43.8244
"C19orf50",48.734361,46.991025,48.260809,48.094225
"C19orf51",25.120144,27.060804,27.573001,28.569025
"C19orf52",38.378025,47.169424,42.810849,35.390601
"C19orf53",92.236816,88.585744,94.536729,84.4561
"C19orf54",47.734281,46.991025,48.636676,50.822641
"C19orf55",22.108804,24.235929,24.423364,23.319241
"C19orf56",92.294449,96.216481,90.231001,101.425041
"C19orf57",36.8449,38.056561,37.871716,39.000025
"C19orf59",35.940025,36.6025,37.810201,97.574884
"C19orf6",36.881329,30.969225,34.527376,36.6025
"C19orf60",66.928761,67.108864,68.112009,59.490369
"C19orf61",39.137536,34.81,37.6996,39.980329
"C19orf62",79.103236,77.352025,76.125625,70.375321
"C19orf63",57.896881,61.826769,63.856081,70.627216
"C19orf66",64.192144,67.963536,65.512836,59.474944
"C19orf68",46.022656,38.912644,42.198016,44.328964
"C19orf69",19.678096,18.9225,18.966025,19.201924
"C19orf70",70.308225,69.172489,69.488896,65.076489
"C19orf73",24.344356,22.9441,24.472809,25.120144
"C19orf75",14.799409,13.697401,15.249025,15.697444
"C19orf76",37.015056,28.047616,32.638369,28.376929
"C19orf77",30.459361,34.363044,32.478601,31.764496
"C1D",79.245604,94.400656,80.389156,80.730225
"C1GALT1",50.381604,56.957209,45.252529,40.398736
"C1GALT1C1",40.8321,44.169316,45.670564,43.099225
"C1QA",22.7529,21.409129,22.676644,42.458256
"C1QB",20.720704,24.571849,21.187609,34.269316
"C1QBP",91.833889,91.891396,95.277121,75.759616
"C1QC",19.545241,17.497489,19.245769,33.189121
"C1QL1",23.222761,21.040569,22.3729,24.621444
"C1QTNF1",30.162064,28.697449,31.102929,34.5744
"C1QTNF2",19.775809,18.020025,19.166884,19.219456
"C1QTNF3",28.879876,27.931225,26.8324,23.367556
"C1QTNF4",19.775809,17.614809,18.740241,19.963024
"C1QTNF6",25.563136,21.771556,24.740676,23.213124
"C1QTNF7",14.676561,14.227984,14.318656,14.768649
"C1QTNF9",13.300609,13.579225,12.794929,13.082689
"C1R",26.6256,32.706961,28.472896,26.563716
"C1RL",28.259856,34.562641,31.337604,31.539456
"C1S",20.457529,18.507204,19.598329,19.149376
"C1orf100",18.826921,19.545241,20.394256,20.784481
"C1orf101",15.069924,13.3956,13.454224,13.271449
"C1orf103",50.779876,59.089969,56.7009,46.744569
"C1orf104",40.424164,41.139396,36.108081,30.713764
"C1orf105",19.316025,22.287841,24.552025,23.921881
"C1orf106",26.790976,30.924721,28.132416,26.842761
"C1orf107",41.847961,42.107121,47.430769,33.200644
"C1orf109",48.066489,48.233025,50.296464,31.36
"C1orf110",11.464996,11.068929,11.148921,11.464996
"C1orf111",22.335076,22.877089,24.137569,25.040016
"C1orf112",25.210441,28.858384,22.867524,20.5209
"C1orf113",38.638656,30.858025,34.492129,37.859409
"C1orf114",12.702096,12.6736,12.278016,12.938409
"C1orf115",27.836176,20.205025,22.667121,24.334489
"C1orf116",18.352656,18.671041,18.645124,19.829209
"C1orf118",9.474084,9.449476,9.290304,9.437184
"C1orf122",76.2129,82.0836,78.428736,87.198244
"C1orf123",69.155856,70.358544,70.3921,67.141636
"C1orf124",24.334489,33.443089,23.367556,25.462116
"C1orf125",11.082241,10.732176,10.810944,11.102224
"C1orf126",19.660356,18.258529,19.140625,20.259001
"C1orf127",37.650496,37.834801,38.875225,40.551424
"C1orf128",42.653961,41.2164,40.883236,39.025009
"C1orf129",11.2225,10.9561,10.699441,11.148921
"C1orf131",68.856804,74.960964,76.5625,63.250209
"C1orf133",21.104836,19.307236,21.799561,21.464689
"C1orf134",38.390416,32.924644,37.380996,30.558784
"C1orf135",24.314761,30.991489,27.6676,24.830289
"C1orf14",16.016004,15.968016,15.984004,16.329681
"C1orf144",59.151481,61.199329,56.565441,65.028096
"C1orf145",16.056049,14.784025,15.960025,14.303524
"C1orf150",12.25,13.162384,11.6281,16.924996
"C1orf151",62.0944,60.964864,68.277169,61.638201
"C1orf156",62.489025,63.329764,68.956416,41.075281
"C1orf158",22.724289,21.141604,22.061809,23.590449
"C1orf159",39.025009,36.3609,38.975049,38.651089
"C1orf161",10.804369,9.947716,10.156969,10.850436
"C1orf162",74.183769,71.436304,68.3929,110.313009
"C1orf163",40.487769,38.601369,38.975049,44.422225
"C1orf168",18.7489,19.377604,18.896409,19.518724
"C1orf170",42.107121,33.120025,38.775529,42.224004
"C1orf172",30.769209,27.709696,31.304025,27.9841
"C1orf173",10.614564,12.496225,10.144225,10.575504
"C1orf174",45.684081,64.432729,48.553024,47.513449
"C1orf175",23.707161,24.1081,25.4016,26.853124
"C1orf177",18.130564,24.840256,19.289664,19.166884
"C1orf180",14.569489,15.077689,14.638276,14.845609
"C1orf182",29.495761,31.753225,33.385284,33.189121
"C1orf183",32.001649,31.114084,31.337604,39.1876
"C1orf186",49.575681,41.434969,42.159049,46.076944
"C1orf187",18.913801,32.387481,19.501056,20.007729
"C1orf190",34.468641,35.724529,35.856144,38.254225
"C1orf191",56.430144,62.2521,59.675625,51.581124
"C1orf192",18.5761,17.799961,18.386944,18.498601
"C1orf194",24.285184,26.708224,27.520516,27.941796
"C1orf198",41.139396,41.654116,47.141956,46.3761
"C1orf200",35.497764,34.152336,36.650916,40.0689
"C1orf201",29.909961,26.718561,29.365561,27.196225
