"gene_symbol","Monocytes","Neutrophils","B_cells","NK_cells","T_cells_CD4.","Macrophages",,,,,,,,,,,"Plasma_cells_CD138.","Platelets","Reticulocytes","Subcutaneous_Adipose","T_cells_CD3.",,"T_cells_CD8.","T_cells_Gamma_Delta","T_cells_Regulatory","Vascular_Endothelial_Cells"
"SAA4",31.663129,32.809984,29.866225,29.866225,30.217009,32.024281,,,,,,,,,,,35.808256,33.0625,41.254929,31.125241,29.528356,,28.8369,29.430625,29.658916,30.481441
"SAAL1",49.070025,42.107121,57.032704,59.474944,55.115776,53.640976,,,,,,,,,,,60.606225,33.315984,56.295009,41.925625,48.5809,,55.323844,78.588225,49.308484,60.403984
"SAC3D1",43.007364,25.270729,44.702596,51.739249,57.1536,50.765625,,,,,,,,,,,54.213769,28.09,25.160256,37.491129,56.1001,,45.751696,82.210489,52.911076,64.689849
"SACM1L",82.864609,75.655204,84.8241,113.550336,94.595076,85.507009,,,,,,,,,,,72.216004,93.586276,18.957316,88.341201,89.624089,,91.680625,102.637161,93.083904,79.3881
"SACS",33.825856,19.927296,59.105344,65.028096,65.2864,39.350529,,,,,,,,,,,31.4721,39.803481,19.509889,53.7289,60.0625,,57.380625,71.774784,57.138481,68.079001
"SAE1",46.9225,35.141184,50.922496,51.466276,53.553124,48.748324,,,,,,,,,,,45.212176,38.353249,32.9476,50.1264,52.186176,,50.495236,72.897444,43.731769,66.308449
"SAFB",46.3761,47.032164,47.637604,43.309561,46.430596,40.1956,,,,,,,,,,,36.517849,31.787044,34.058896,39.955041,48.1636,,45.805824,52.085089,44.169316,41.499364
"SAFB2",59.969536,60.248644,61.199329,57.259489,62.647225,51.782416,,,,,,,,,,,49.815364,50.339025,33.674809,54.878464,64.112049,,64.032004,60.746436,65.885689,51.609856
"SAG",31.181056,34.597924,29.833444,28.387584,29.604481,30.492484,,,,,,,,,,,29.073664,31.832164,40.883236,27.081616,29.735209,,29.311396,28.858384,31.505769,27.447121
"SAGE1",12.271009,12.383361,12.194064,12.264004,12.068676,12.117361,,,,,,,,,,,12.974404,14.326225,16.434916,11.162281,12.645136,,12.334144,11.350161,12.794929,11.8336
"SALL1",10.233601,10.634121,10.751841,10.660225,9.8596,10.3041,,,,,,,,,,,9.9225,11.634921,11.675889,9.253764,9.966649,,10.536516,9.897316,10.099684,10.131489
"SALL2",31.494544,34.703881,28.451556,34.4569,44.063044,31.393609,,,,,,,,,,,38.217124,52.316289,47.141956,39.0625,40.793769,,38.975049,26.697889,41.576704,32.706961
"SALL3",14.891881,15.864289,14.478025,14.326225,14.417209,14.691889,,,,,,,,,,,15.015625,16.524225,18.957316,12.924025,14.760964,,14.379264,13.7641,15.3664,13.897984
"SALL4",31.047184,35.034561,29.778849,31.192225,32.809984,30.846916,,,,,,,,,,,35.176761,35.605089,42.797764,27.973521,29.975625,,31.393609,31.505769,36,29.170801
"SAMD1",45.118089,43.007364,43.1649,40.347904,43.546801,43.784689,,,,,,,,,,,44.916804,47.8864,56.490256,41.744521,46.471489,,44.182609,51.051025,44.395569,39.955041
"SAMD10",37.393225,38.526849,37.075921,36.663025,39.250225,36.060025,,,,,,,,,,,38.862756,41.628304,44.903401,32.729841,39.601849,,38.713284,48.664576,39.112516,35.617024
"SAMD11",43.256929,49.463089,41.835024,41.770369,40.819321,43.864129,,,,,,,,,,,43.771456,40.309801,58.308496,36.012001,41.267776,,43.507216,42.601729,42.5104,39.488656
"SAMD12",10.7584,10.857025,10.995856,10.634121,10.530025,10.582009,,,,,,,,,,,10.699441,11.778624,11.703241,9.8596,11.175649,,10.850436,10.458756,11.148921,10.144225
"SAMD13",21.16,21.362884,17.969121,20.958084,18.731584,25.989604,,,,,,,,,,,21.141604,19.368801,20.529961,21.706281,18.731584,,19.918369,17.960644,17.380561,28.590409
"SAMD14",32.455809,31.775769,29.506624,28.132416,30.085225,30.980356,,,,,,,,,,,35.748441,41.306329,46.212804,28.847641,32.3761,,30.129121,28.933641,30.846916,33.767721
"SAMD15",21.455424,22.781529,20.187049,19.686969,21.013056,21.566736,,,,,,,,,,,27.657081,24.960016,31.730689,18.352656,19.873764,,20.394256,19.000881,20.205025,19.971961
"SAMD3",16.152361,17.5561,15.382084,52.664049,29.964676,14.409616,,,,,,,,,,,17.673616,24.8004,16.008001,14.273284,35.331136,,45.064369,38.105929,28.3024,12.766329
"SAMD4A",29.398084,23.921881,28.376929,22.080601,23.9121,35.5216,,,,,,,,,,,25.170289,28.901376,33.396841,34.857216,23.609881,,23.030401,23.068809,25.715041,41.370624
"SAMD4B",46.485124,53.363025,44.836416,41.165056,42.797764,44.262409,,,,,,,,,,,47.775744,44.195904,48.3025,48.818169,44.635761,,44.662489,43.230625,44.689225,39.075001
"SAMD5",14.538969,15.642025,14.417209,14.455204,14.348944,14.546596,,,,,,,,,,,15.031129,16.916769,17.172736,16.679056,14.607684,,15.085456,14.379264,14.961424,15.6025
"SAMD8",46.185616,55.577025,44.675856,40.144896,34.398225,40.793769,,,,,,,,,,,30.680521,24.443136,25.130169,40.157569,29.9209,,39.4384,31.516996,39.025009,42.680089
"SAMD9",53.949025,75.829264,57.047809,66.896041,56.280004,46.335249,,,,,,,,,,,35.856144,42.837025,23.746129,33.547264,58.8289,,54.863649,68.790436,42.784681,44.528929
"SAMD9L",53.523856,67.207204,63.393444,64.208169,52.301824,60.233121,,,,,,,,,,,49.505296,45.941284,24.039409,45.981961,56.175025,,50.140561,64.400625,45.5625,42.5104
"SAMHD1",84.2724,53.640976,40.908816,71.791729,72.812089,78.180964,,,,,,,,,,,39.300361,54.434884,23.068809,60.357361,74.046025,,74.736025,71.2336,83.887281,37.920964
"SAMM50",45.589504,32.239684,53.1441,49.533444,50.665924,50.168889,,,,,,,,,,,47.706649,44.943616,36.012001,49.674304,51.065316,,48.874081,55.741156,55.011889,55.086084
"SAMSN1",65.092624,80.425024,38.675961,56.8516,49.434961,46.662561,,,,,,,,,,,29.899024,25.897921,13.286025,18.731584,43.349056,,43.046721,57.486724,47.430769,14.584761
"SAP130",59.505796,63.123025,62.031376,68.079001,66.650896,64.112049,,,,,,,,,,,53.860921,47.651409,32.364721,53.816896,57.942544,,59.799289,74.511424,66.113161,68.260644
"SAP18",73.256481,68.757264,77.668969,78.074896,78.340201,72.573361,,,,,,,,,,,58.339044,77.352025,45.171841,89.226916,75.759616,,76.965529,74.200996,71.7409,70.744921
"SAP30",43.1649,33.7561,31.516996,39.162564,36.954241,39.538944,,,,,,,,,,,37.258816,28.005264,31.1364,29.844369,33.8724,,37.871716,59.5984,35.940025,46.430596
"SAP30BP",64.561225,69.572281,70.997476,65.011969,63.872064,59.954049,,,,,,,,,,,53.553124,45.5625,39.828721,56.791296,65.318724,,67.322025,64.850809,65.496649,66.292164
"SAP30L",36.759969,38.204761,38.130625,35.664784,35.688676,34.2225,,,,,,,,,,,30.9136,37.540129,29.138404,35.462025,35.545444,,36.9664,35.628961,39.955041,35.808256
"SAR1A",69.105969,69.372241,61.575409,77.070841,60.668521,69.255684,,,,,,,,,,,62.315236,51.008164,26.842761,70.930084,59.305401,,70.006689,68.740681,59.675625,70.627216
"SAR1B",53.406864,39.476089,44.769481,52.4176,48.288601,54.730404,,,,,,,,,,,62.916624,38.750625,27.092025,50.722884,45.064369,,48.372025,58.430736,46.9225,52.446564
"SARDH",26.842761,26.853124,25.969216,23.532201,25.674489,27.019204,,,,,,,,,,,27.531009,31.911201,39.100009,23.309584,29.138404,,26.081449,25.522704,27.636049,23.242041
"SARNP",61.214976,57.093136,70.492816,69.022864,67.486225,60.093504,,,,,,,,,,,48.804196,50.908225,31.764496,58.430736,59.367025,,62.536464,69.189124,67.7329,70.7281
"SARS",39.828721,31.158724,40.538689,48.5809,45.887076,40.094224,,,,,,,,,,,38.477209,33.64,27.217089,37.601424,39.904489,,43.125489,47.900241,40.640625,39.992976
"SARS2",34.374769,31.281649,38.5641,41.873841,40.1956,38.118276,,,,,,,,,,,38.291344,29.899024,43.349056,31.550689,37.589161,,37.773316,49.5616,41.486481,47.100769
"SART1",64.899136,59.428681,69.455556,65.788321,68.807025,58.476609,,,,,,,,,,,55.785961,43.046721,31.348801,57.699216,73.2736,,66.275881,78.393316,66.814276,64.016001
"SART3",49.999041,40.857664,57.562569,58.706244,57.744801,48.8601,,,,,,,,,,,44.702596,50.908225,33.535681,42.029289,56.655729,,54.567769,56.190016,61.418569,47.238129
"SASH1",61.340224,38.291344,28.185481,34.963569,32.455809,69.5556,,,,,,,,,,,37.002889,36.978561,49.928356,104.837121,27.237961,,31.147561,27.1441,32.478601,107.599129
"SASH3",92.563641,106.481761,93.566929,100.821681,80.514729,79.637776,,,,,,,,,,,65.399569,56.927025,65.060356,34.668544,86.601636,,89.737729,111.429136,71.166096,23.213124
"SASS6",21.818241,23.299929,33.246756,35.676729,31.798321,23.833924,,,,,,,,,,,21.818241,24.860196,18.792225,24.621444,26.553409,,28.355625,39.727809,29.311396,23.059204
"SAT1",147.719716,171.374281,115.390564,104.080804,106.09,142.491969,,,,,,,,,,,85.618009,146.434201,43.072969,119.617969,103.0225,,105.8841,77.721856,114.896961,120.5604
"SAT2",88.717561,51.051025,79.263409,75.672601,78.535044,82.973881,,,,,,,,,,,74.321641,60.512841,50.637456,80.353296,71.978256,,76.2129,67.420521,81.252196,91.431844
"SATB1",55.995289,48.692484,51.4089,80.6404,96.6289,36.566209,,,,,,,,,,,39.237696,74.753316,28.933641,43.349056,89.4916,,81.216144,91.948921,78.110244,26.409321
"SATB2",14.861025,13.8384,13.950225,15.256836,14.5161,16.982641,,,,,,,,,,,17.665209,14.190289,14.8996,26.471025,14.379264,,17.297281,13.402921,16.867449,16.467364
"SAV1",47.872561,30.206016,60.078001,34.9281,37.478884,57.4564,,,,,,,,,,,39.778249,74.563225,25.280784,70.090384,35.462025,,37.675044,37.5769,27.060804,61.355889
"SBF1",36.711481,36.917776,42.289009,40.182921,39.803481,35.856144,,,,,,,,,,,34.880836,31.730689,35.964009,32.982049,41.641209,,42.419169,47.087044,39.627025,36.036009
"SBF2",42.406144,46.758244,30.481441,29.866225,29.746116,39.614436,,,,,,,,,,,26.460736,29.800681,24.344356,53.129521,27.489049,,29.757025,21.594609,31.304025,41.422096
"SBK1",31.798321,34.2225,32.1489,54.508689,49.098049,30.459361,,,,,,,,,,,33.269824,36.012001,46.308025,27.321529,54.937744,,61.3089,38.613796,49.942489,28.483569
"SBNO1",36.397089,38.241856,40.208281,39.476089,39.112516,34.012224,,,,,,,,,,,29.322225,29.170801,23.571025,32.982049,37.773316,,40.947201,34.963569,38.167684,33.558849
"SBNO2",49.575681,64.384576,39.450961,35.617024,42.863209,47.513449,,,,,,,,,,,44.462224,43.480836,43.520409,39.388176,44.568976,,41.113744,54.243225,38.837824,45.333289
"SBSN",25.060036,23.068809,22.505536,20.322064,22.146436,24.216241,,,,,,,,,,,25.959025,36.942084,36.832761,29.441476,26.224641,,21.799561,24.078649,22.762441,22.8484
"SC4MOL",46.840336,28.079401,71.453209,87.740689,76.9129,89.415936,,,,,,,,,,,69.755904,51.394561,21.9024,68.5584,71.048041,,67.535524,104.980516,68.2276,100.420441
"SC5DL",35.988001,29.648025,39.778249,38.105929,37.491129,47.651409,,,,,,,,,,,38.613796,38.763076,28.026436,52.2729,36.264484,,39.639616,37.810201,35.940025,45.995524
"SCAF1",34.398225,35.4025,33.849124,26.904969,31.5844,35.628961,,,,,,,,,,,36.554116,37.675044,47.361924,35.952016,37.478884,,30.958096,44.983849,31.4721,37.957921
"SCAI",18.844281,17.089956,30.074256,28.718881,30.724849,17.943696,,,,,,,,,,,20.784481,21.372129,17.322244,28.387584,26.6256,,27.867841,26.132544,36.457444,24.5025
"SCAMP1",42.7716,36.929929,36.929929,39.790864,37.027225,43.811161,,,,,,,,,,,42.614784,31.730689,21.780889,43.414921,33.651601,,36.711481,44.063044,31.956409,53.071225
"SCAMP2",77.018176,69.172489,69.322276,68.740681,73.153809,79.941481,,,,,,,,,,,75.637809,64.866916,59.197636,67.010596,71.385601,,69.172489,77.528025,70.761744,71.267364
"SCAMP3",69.338929,52.8529,74.736025,69.438889,81.054009,80.496784,,,,,,,,,,,81.595089,52.867441,65.270241,65.254084,72.999936,,69.839449,87.497316,73.994404,83.247376
"SCAMP4",34.035556,33.663204,34.070569,28.5156,28.323684,36.905625,,,,,,,,,,,31.990336,28.387584,37.222201,32.729841,28.976689,,30.503529,37.136836,27.300625,41.267776
"SCAMP5",35.976004,37.970244,33.396841,32.558436,34.892649,36.8449,,,,,,,,,,,49.5616,36.735721,48.385936,33.558849,34.798201,,33.709636,34.633225,35.462025,35.844169
"SCAMPER",17.1396,19.4481,15.539364,17.264025,16.859236,17.799961,,,,,,,,,,,18.326961,19.236996,24.750625,15.194404,15.673681,,16.104169,15.944049,15.992001,15.872256
"SCAND1",73.410624,58.171129,68.773849,72.692676,71.318025,67.634176,,,,,,,,,,,67.617729,35.426304,44.249104,62.125924,63.712324,,66.471409,81.685444,70.526404,83.9056
"SCAND2",23.348224,24.681024,26.224641,23.609881,24.167056,23.435281,,,,,,,,,,,22.905796,23.990404,29.311396,20.985561,25.745476,,25.745476,23.9121,24.750625,21.752896
"SCAND3",13.927824,15.163236,15.992001,14.333796,15.147664,13.905441,,,,,,,,,,,20.4304,16.120225,20.866624,14.107536,14.1376,,14.5161,13.0321,13.816089,13.557124
"SCAP",58.384881,68.211081,66.292164,61.512649,66.373609,59.166864,,,,,,,,,,,59.706529,60.341824,42.055225,60.000516,64.464841,,63.712324,70.023424,64.513024,69.5556
"SCAPER",28.547649,26.749584,35.070084,36.978561,35.462025,28.430224,,,,,,,,,,,38.6884,25.421764,24.631369,35.188624,32.924644,,35.928036,32.1489,40.475044,31.899904
"SCARA3",21.279769,22.695696,20.304036,19.740249,20.7025,21.132409,,,,,,,,,,,22.963264,26.091664,31.036041,31.449664,21.9961,,21.187609,21.585316,22.724289,43.970161
"SCARA5",24.196561,25.290841,22.2784,22.638564,23.155344,24.740676,,,,,,,,,,,24.930049,26.708224,41.667025,76.300225,24.088464,,23.9121,22.762441,25.441936,21.538881
"SCARB1",27.962944,25.452025,29.735209,22.705225,24.940036,35.784324,,,,,,,,,,,26.884225,24.019801,28.376929,41.293476,24.690961,,23.746129,33.154564,25.020004,33.443089
"SCARB2",60.762025,32.024281,37.687321,39.1876,36.893476,75.325041,,,,,,,,,,,56.685841,32.285124,24.631369,73.822464,33.814225,,39.879225,40.170244,36.204289,68.376361
"SCARF1",35.129329,63.0436,23.503104,25.1001,24.512401,36.348841,,,,,,,,,,,24.830289,26.666896,25.310961,33.802596,23.174596,,23.961025,23.251684,22.915369,51.036736
"SCARF2",24.265476,23.990404,24.870169,20.304036,23.338561,23.193856,,,,,,,,,,,25.532809,33.131536,33.953929,24.157225,26.594649,,24.088464,22.972849,26.894596,26.491609
"SCARNA15",45.0241,34.117281,59.259204,55.771024,59.985025,37.466641,,,,,,,,,,,51.883209,42.968025,41.835024,47.623801,50.879689,,59.243809,48.776256,68.459076,38.340864
"SCARNA17",34.857216,33.616804,44.315649,72.233001,60.793209,30.724849,,,,,,,,,,,30.492484,33.884041,30.019441,35.438209,63.824121,,62.015625,46.090521,83.338641,24.01
"SCARNA2",27.709696,30.228004,39.614436,27.920656,35.952016,25.735329,,,,,,,,,,,28.601104,25.826724,33.120025,23.1361,40.335201,,33.721249,23.824161,38.526849,22.193521
"SCCPDH",46.416969,33.837489,40.259025,48.108096,37.100281,66.145689,,,,,,,,,,,37.393225,43.086096,42.159049,53.4361,43.046721,,45.319824,62.173225,32.387481,70.660836
"SCD",36.759969,33.802596,32.012964,39.69,37.540129,73.136704,,,,,,,,,,,35.844169,31.158724,39.828721,122.965921,35.652841,,37.149025,64.9636,31.483321,72.914521
"SCD5",24.720784,26.306641,23.892544,31.114084,25,22.686169,,,,,,,,,,,27.836176,22.800625,24.661156,27.300625,27.227524,,31.787044,29.365561,25.361296,35.438209
"SCEL",9.8596,10.074276,9.947716,9.709456,9.616201,9.790641,,,,,,,,,,,9.659664,10.452289,10.595025,12.3904,9.878449,,10.182481,9.909904,10.137856,9.7344
"SCFD1",47.155689,39.727809,54.922921,51.796809,43.850884,45.508516,,,,,,,,,,,43.335889,42.458256,21.799561,49.168144,45.144961,,47.430769,46.144849,46.5124,41.770369
"SCFD2",35.605089,26.790976,42.497361,42.653961,41.139396,41.152225,,,,,,,,,,,46.799281,106.770889,41.332041,43.771456,42.562576,,41.873841,51.194025,37.368769,44.769481
"SCG2",15.752961,17.355556,15.665764,15.880225,15.484225,16.120225,,,,,,,,,,,17.825284,16.6464,27.720225,12.503296,14.737921,,16.016004,14.220441,15.139881,15.171025
"SCG3",10.452289,11.075584,10.543009,10.233601,10.106041,11.009124,,,,,,,,,,,10.949481,11.634921,11.881809,9.647236,10.797796,,10.929636,9.928801,10.265616,13.315201
"SCG5",22.033636,16.6464,17.497489,18.241441,19.465744,42.797764,,,,,,,,,,,20.3401,16.104169,20.466576,15.241216,17.172736,,17.181025,16.136289,24.920064,19.404025
"SCGB1A1",14.205361,14.8225,13.1769,13.660416,13.593969,16.908544,,,,,,,,,,,14.508481,14.784025,19.545241,12.780625,14.010049,,13.734436,14.356521,13.830961,13.905441
"SCGB1C1",17.106496,16.208676,14.265729,13.697401,14.152644,15.217801,,,,,,,,,,,14.600041,71.605444,21.031396,12.852225,14.9769,,15.031129,14.130081,14.5161,13.756681
"SCGB1D1",13.756681,14.661241,12.823561,12.8164,12.766329,13.410244,,,,,,,,,,,13.9129,13.220496,17.322244,11.323225,12.996025,,13.638249,13.264164,12.759184,12.981609
"SCGB1D2",16.040025,17.464041,13.623481,14.699556,14.853316,16.908544,,,,,,,,,,,16.459249,16.556761,30.118144,15.194404,14.969161,,14.220441,14.085009,14.258176,13.8384
"SCGB2A1",12.666481,12.496225,12.418576,12.236004,12.4609,13.024881,,,,,,,,,,,13.264164,14.9769,13.897984,11.710084,13.097161,,12.524521,12.652249,14.737921,12.880921
"SCGB2A2",10.342656,10.582009,10.595025,10.316944,10.106041,10.150596,,,,,,,,,,,10.784656,10.407076,13.719616,13.623481,10.465225,,10.6276,10.163344,10.8241,10.1761
"SCGB3A1",37.124649,40.883236,33.930625,32.251041,41.550916,35.952016,,,,,,,,,,,42.432196,37.847104,50.253921,29.116816,43.546801,,40.132225,32.684089,40.411449,43.520409
"SCGB3A2",21.836929,21.307456,17.8084,18.766224,18.957316,21.16,,,,,,,,,,,22.4676,23.299929,43.1649,18.783556,19.945156,,18.335524,18.215824,19.027044,18.2329
"SCGBL",20.268004,22.221796,16.842816,19.580625,20.866624,21.123216,,,,,,,,,,,24.196561,25,26.998416,17.413929,18.567481,,18.957316,18.395521,19.368801,18.714276
"SCGN",30.239001,34.035556,28.643904,27.363361,29.4849,28.387584,,,,,,,,,,,32.364721,32.069569,53.246209,27.952369,30.074256,,30.327049,26.183689,31.663129,26.020201
"SCIN",19.527561,18.610596,18.429849,17.656804,16.875664,27.583504,,,,,,,,,,,18.550249,21.077281,18.541636,23.648769,17.901361,,17.489124,17.690436,17.842176,17.280649
"SCLT1",26.255376,49.042009,23.088025,34.751025,21.9961,19.545241,,,,,,,,,,,19.838116,19.5364,14.8996,17.288964,18.6624,,21.2521,35.928036,19.811401,20.693401
"SCLY",28.355625,26.594649,29.138404,31.663129,30.008484,30.008484,,,,,,,,,,,27.9841,28.430224,33.085504,24.681024,30.217009,,29.615364,36.3609,29.822521,32.478601
"SCMH1",39.917124,36.675136,51.912025,38.576521,45.306361,41.396356,,,,,,,,,,,49.970761,50.168889,43.283241,53.743561,43.494025,,43.626025,47.7481,48.413764,56.580484
"SCML1",41.964484,32.137561,33.965584,29.387241,42.5104,48.066489,,,,,,,,,,,21.594609,45.373696,30.283009,54.346384,41.422096,,41.2164,14.500864,39.400729,44.116164
"SCML2",55.5025,47.582404,51.955264,50.779876,59.830225,59.182249,,,,,,,,,,,42.732369,62.331025,40.500496,60.124516,56.881764,,57.093136,37.748736,56.957209,55.472704
"SCML4",18.541636,25.979409,26.122321,31.933801,38.390416,17.2225,,,,,,,,,,,17.330569,24.950025,20.322064,15.139881,41.744521,,44.156025,31.550689,30.647296,15.015625
"SCN10A",28.998225,32.729841,24.621444,28.665316,30.0304,29.9209,,,,,,,,,,,37.491129,34.798201,46.9225,23.785129,28.912129,,27.102436,25.452025,27.615025,26.152996
"SCN11A",15.539364,15.217801,16.056049,14.753281,15.4449,15.936064,,,,,,,,,,,15.429184,16.451136,15.5236,18.386944,14.554225,,15.249025,15.295921,16.128256,15.319396
"SCN1A",13.520329,14.676561,13.017664,13.4689,12.952801,13.307904,,,,,,,,,,,14.010049,15.515721,17.952169,11.404129,13.410244,,13.432225,13.535041,13.527684,12.411529
"SCN1B",41.550916,46.280809,30.283009,30.459361,34.292736,40.487769,,,,,,,,,,,39.980329,97.377424,42.055225,50.5521,31.9225,,33.258289,31.843449,35.473936,58.3696
"SCN2A",15.3664,17.0569,16.257024,15.093225,15.077689,14.945956,,,,,,,,,,,18.939904,17.774656,19.963024,14.243076,15.335056,,15.460624,16.851025,15.225604,14.2129
"SCN2B",21.353641,22.165264,20.775364,19.280881,20.412324,21.086464,,,,,,,,,,,23.493409,27.688644,32.353344,19.289664,21.893041,,20.412324,18.688329,22.202944,19.061956
"SCN3A",13.235044,13.256881,36.372961,11.916304,13.003236,12.552849,,,,,,,,,,,26.142769,22.905796,21.150801,29.127609,11.566801,,13.645636,24.039409,13.660416,30.085225
"SCN3B",17.673616,21.141604,16.176484,17.986081,17.589636,18.292729,,,,,,,,,,,19.651489,21.921124,27.836176,23.338561,16.924996,,17.665209,16.777216,17.859076,39.262756
"SCN4A",24.810361,26.739241,27.751824,23.377225,24.4036,25.7049,,,,,,,,,,,26.265625,30.217009,36.288576,36.336784,24.245776,,23.921881,22.061809,25.786084,21.893041
"SCN4B",19.501056,21.473956,18.258529,18.164644,18.198756,19.027044,,,,,,,,,,,18.722929,22.9441,21.501769,60.949249,18.619225,,18.105025,18.352656,19.465744,17.631601
"SCN5A",32.330596,34.680321,28.901376,28.323684,31.764496,32.421636,,,,,,,,,,,38.180041,33.443089,47.541025,25.290841,32.216976,,31.595641,29.019769,30.041361,42.941809
"SCN7A",11.868025,12.278016,11.909401,11.377129,11.4244,12.054784,,,,,,,,,,,11.7649,13.053769,14.638276,18.974736,11.6964,,11.7649,12.013156,11.874916,11.716929
"SCN8A",18.974736,19.9809,20.169081,18.774889,18.198756,18.809569,,,,,,,,,,,22.080601,20.994724,25.250625,16.851025,18.688329,,19.660356,18.455616,18.258529,18.241441
"SCN9A",11.553201,11.498881,11.431161,11.215801,11.108889,12.082576,,,,,,,,,,,13.373649,12.117361,11.383876,15.350724,11.062276,,11.451456,10.751841,11.202409,11.56
