"gene_symbol","Monocytes","Neutrophils","B_cells","NK_cells","T_cells_CD4.","Macrophages",,,,,,,,,,,"Plasma_cells_CD138.","Platelets","Reticulocytes","Subcutaneous_Adipose","T_cells_CD3.",,"T_cells_CD8.","T_cells_Gamma_Delta","T_cells_Regulatory","Vascular_Endothelial_Cells"
"ACD",48.399849,48.608784,58.583716,62.0944,66.308449,45.670564,,,,,,,,,,,45.873529,48.497296,28.291761,47.665216,61.873956,,59.274601,81.812025,56.942116,64.593369
"ACE",23.892544,24.730729,22.534009,20.268004,23.367556,36.108081,,,,,,,,,,,23.590449,25.948836,30.118144,32.936121,24.2064,,23.001616,22.5625,24.2064,39.137536
"ACE2",14.760964,16.064064,14.776336,15.202201,14.622976,15.225604,,,,,,,,,,,16.224784,17.514225,17.867529,13.771521,14.258176,,14.915044,14.235529,15.023376,13.897984
"ACER1",25.140196,25.959025,23.068809,22.705225,24.750625,24.552025,,,,,,,,,,,25.826724,23.097636,38.427601,23.1361,25.796241,,24.01,25.4016,25.674489,23.746129
"ACER3",50.537881,32.3761,32.798529,36.312676,32.592681,59.105344,,,,,,,,,,,26.460736,69.372241,21.206025,52.330756,26.708224,,31.158724,40.157569,29.257281,53.275401
"ACHE",26.584336,27.04,25.6036,23.648769,24.393721,25.140196,,,,,,,,,,,26.491609,30.393169,35.236096,23.222761,27.751824,,25.674489,25.190361,26.749584,25.310961
"ACIN1",56.896849,56.1001,61.795321,52.388644,57.078025,52.186176,,,,,,,,,,,45.792289,44.023225,38.588944,54.184321,60.450625,,59.166864,65.642404,46.471489,55.845729
"ACLY",72.097081,61.528336,70.3921,74.287161,72.233001,74.632321,,,,,,,,,,,63.186601,58.874929,44.2225,78.216336,70.023424,,71.334916,94.187025,64.272289,87.684496
"ACMSD",11.881809,12.236004,11.669056,11.417641,11.390625,11.648569,,,,,,,,,,,12.243001,11.812969,16.4025,10.426441,11.758041,,11.771761,12.467961,11.519236,11.336689
"ACN9",23.532201,24.492601,28.121809,37.234404,37.871716,23.9121,,,,,,,,,,,30.813601,20.657025,13.853284,30.228004,30.283009,,30.780304,41.679936,23.794884,24.730729
"ACO1",49.252324,36.228361,38.750625,48.846121,45.319824,91.565761,,,,,,,,,,,59.166864,44.422225,43.178041,103.612041,42.693156,,43.480836,41.319184,36.433296,81.414529
"ACO2",52.664049,41.7316,51.008164,48.469444,49.956624,59.105344,,,,,,,,,,,56.325025,40.806544,45.508516,52.186176,49.294441,,45.846441,58.967041,46.908801,56.957209
"ACOT11",26.956864,27.825625,25.918281,24.960016,26.122321,29.138404,,,,,,,,,,,28.526281,31.158724,32.581264,23.049601,27.405225,,26.1121,25.563136,27.730756,27.008809
"ACOT12",11.282881,10.942864,11.256025,11.135569,10.837264,11.095561,,,,,,,,,,,10.863616,11.8336,12.5316,10.705984,11.175649,,10.830681,19.571776,11.262736,11.404129
"ACOT13",52.664049,60.512841,51.108201,56.055169,55.279225,87.254281,,,,,,,,,,,62.980096,59.660176,32.387481,75.290329,55.935441,,53.4361,87.160896,43.230625,81.216144
"ACOT4",21.288996,22.6576,23.1361,38.477209,29.203216,52.359696,,,,,,,,,,,24.186724,24.373969,30.426256,37.100281,29.019769,,31.225744,39.4384,26.884225,23.941449
"ACOT6",14.318656,14.485636,14.205361,14.615329,13.527684,14.455204,,,,,,,,,,,14.470416,14.807104,17.943696,13.351716,14.295961,,13.380964,12.737761,14.409616,14.175225
"ACOT7",35.093776,30.019441,36.857041,51.222649,44.3556,58.890276,,,,,,,,,,,37.039396,69.772609,33.942276,35.4025,43.784689,,42.549529,84.437721,44.769481,69.989956
"ACOT8",38.254225,34.680321,36.180225,41.912676,37.810201,38.638656,,,,,,,,,,,34.5744,39.967684,32.821441,29.691601,33.802596,,35.070084,44.662489,37.4544,36.433296
"ACOT9",91.087936,91.853056,74.252689,71.690089,65.383396,94.595076,,,,,,,,,,,52.940176,53.553124,31.979025,77.053284,60.078001,,65.108761,66.945124,78.960996,101.284096
"ACOX1",36.929929,46.076944,27.888961,30.151081,29.800681,42.484324,,,,,,,,,,,31.438449,27.133681,24.324624,41.8609,31.606884,,28.826161,33.120025,26.884225,35.868121
"ACOX2",27.206656,23.174596,21.631801,21.3444,23.068809,32.319225,,,,,,,,,,,26.152996,27.783441,28.483569,54.967396,22.572001,,22.610025,26.563716,23.8144,28.206721
"ACOX3",39.200121,31.775769,36.990724,34.480384,39.112516,47.375689,,,,,,,,,,,30.780304,29.365561,29.550096,37.982569,36.626704,,33.849124,41.165056,36.990724,48.566961
"ACOXL",17.181025,18.190225,17.960644,17.156164,16.801801,16.933225,,,,,,,,,,,24.245776,18.011536,20.304036,15.171025,18.429849,,16.933225,18.054001,19.404025,15.984004
"ACP1",57.350329,36.929929,63.027721,66.650896,62.631396,58.186384,,,,,,,,,,,56.280004,61.716736,50.353216,55.115776,60.652944,,63.091249,75.325041,59.305401,61.748164
"ACP2",63.107136,35.952016,43.138624,49.098049,47.251876,93.354244,,,,,,,,,,,66.765241,44.249104,42.432196,59.490369,43.375396,,42.315025,65.983129,35.700625,78.943225
"ACP5",67.535524,44.023225,64.786401,43.811161,47.375689,124.233316,,,,,,,,,,,46.131264,35.093776,56.746089,45.387169,47.004736,,40.870449,36.517849,50.794129,29.877156
"ACP6",39.037504,57.259489,42.667024,45.4276,58.308496,48.260809,,,,,,,,,,,56.640676,36.687249,50.951044,45.050944,52.693081,,50.083929,46.881409,58.721569,52.301824
"ACPL2",31.494544,32.615521,26.801329,39.853969,40.551424,28.376929,,,,,,,,,,,38.3161,32.228329,32.296489,35.7604,42.497361,,41.977441,45.144961,39.025009,21.7156
"ACPP",43.138624,46.267204,20.421361,21.279769,19.465744,27.269284,,,,,,,,,,,20.748025,20.839225,25.522704,17.656804,18.992164,,20.142144,19.989841,19.368801,17.969121
"ACPT",44.849809,48.594841,45.630025,44.702596,45.104656,43.362225,,,,,,,,,,,41.718681,39.841344,69.5556,37.6996,45.252529,,49.126081,43.784689,49.168144,42.588676
"ACR",23.068809,24.542116,21.846276,21.5296,22.420225,23.04,,,,,,,,,,,25.351225,24.393721,26.327161,24.542116,21.893041,,21.930489,23.590449,21.9961,24.039409
"ACRBP",44.302336,37.442161,32.433025,26.925721,28.987456,29.062881,,,,,,,,,,,28.3024,93.857344,35.271721,24.196561,32.069569,,33.131536,23.853456,31.002624,24.7009
"ACRC",34.351321,32.069569,49.730704,47.087044,47.706649,26.687556,,,,,,,,,,,23.030401,37.527876,26.357956,27.815076,41.165056,,47.279376,29.844369,52.678564,22.724289
"ACRV1",26.501904,30.5809,21.771556,24.157225,24.137569,26.7289,,,,,,,,,,,28.270489,25.240576,35.105625,21.141604,22.934521,,23.648769,24.01,22.686169,22.515025
"ACSBG1",16.459249,15.626209,15.547249,14.010049,14.645929,14.447601,,,,,,,,,,,15.21,51.868804,18.671041,13.608721,15.108769,,15.492096,14.953689,15.155449,14.002564
"ACSBG2",21.548164,24.571849,20.593444,22.553001,23.319241,24.137569,,,,,,,,,,,22.877089,22.857961,37.161216,19.642624,22.268961,,22.118209,20.9764,24.088464,20.007729
"ACSF2",40.271716,35.736484,50.5521,36.204289,39.828721,49.928356,,,,,,,,,,,38.415204,33.721249,45.2929,47.623801,35.856144,,38.278969,48.260809,40.208281,45.684081
"ACSF3",34.4569,33.189121,36.012001,32.684089,34.987225,33.512521,,,,,,,,,,,33.860761,32.775625,40.985604,29.746116,35.856144,,34.117281,39.162564,37.258816,32.6041
"ACSL1",110.523169,140.991876,61.277584,55.711296,50.722884,118.091689,,,,,,,,,,,29.637136,45.778756,23.697424,141.681409,47.706649,,49.787136,66.080641,48.121969,48.958009
"ACSL3",59.861169,50.5521,55.442916,62.220544,57.532225,74.321641,,,,,,,,,,,46.812964,44.7561,20.268004,71.520849,51.351556,,53.904964,65.205625,51.926436,89.094721
"ACSL4",45.319824,49.970761,33.419961,34.210801,31.9225,40.666129,,,,,,,,,,,27.2484,25.664356,18.974736,40.411449,29.192409,,32.239684,34.727449,32.216976,28.153636
"ACSL5",72.4201,57.532225,69.505569,70.744921,66.357316,77.633721,,,,,,,,,,,50.027329,52.056225,35.712576,54.848836,64.9636,,64.3204,78.251716,67.010596,63.744256
"ACSL6",16.793604,16.842816,15.233409,17.205904,26.894596,16.597476,,,,,,,,,,,16.096144,20.358144,26.245129,13.719616,25.3009,,24.750625,19.554084,17.943696,14.984641
"ACSM1",19.927296,20.638849,20.8849,18.558864,19.678096,19.669225,,,,,,,,,,,20.830096,20.584369,25.593481,18.464209,19.492225,,19.554084,19.695844,19.838116,18.844281
"ACSM2A",11.135569,11.641744,12.243001,10.666756,12.773476,11.029041,,,,,,,,,,,11.957764,14.386849,13.653025,10.137856,13.329801,,12.96,11.162281,17.943696,11.888704
"ACSM3",18.249984,19.404025,22.052416,19.254544,21.752896,17.480761,,,,,,,,,,,25.755625,24.059025,22.810176,13.527684,21.031396,,22.231225,17.363889,19.333609,14.699556
"ACSM5",22.905796,24.088464,21.594609,21.077281,21.473956,28.740321,,,,,,,,,,,23.609881,26.296384,32.398864,41.692849,21.967969,,22.1841,20.602521,24.245776,27.081616
"ACSS1",38.167684,35.892081,45.441081,41.062464,41.280625,36.578304,,,,,,,,,,,41.024025,43.1649,42.029289,35.212356,43.480836,,42.994249,35.533521,46.403344,33.074001
"ACSS2",64.304361,60.918025,44.502241,41.062464,54.863649,74.805201,,,,,,,,,,,57.623281,66.536649,56.911936,95.785369,48.790225,,43.850884,44.595684,54.331641,70.174129
"ACSS3",16.597476,19.6249,15.936064,17.322244,15.992001,18.9225,,,,,,,,,,,19.377604,19.793601,24.295041,57.972996,15.665764,,17.7241,16.337764,16.200625,15.888196
"ACTA1",20.376196,21.548164,19.686969,17.073424,18.224361,19.847025,,,,,,,,,,,20.439441,21.724921,26.615281,19.927296,20.448484,,19.989841,19.439281,19.483396,18.421264
"ACTA2",21.473956,22.953681,20.115225,24.039409,23.902321,25.210441,,,,,,,,,,,18.533025,21.3444,25.684624,57.486724,22.934521,,23.319241,28.965924,27.060804,25.715041
"ACTB",179.104689,180.768025,149.035264,162.690025,152.547201,171.714816,,,,,,,,,,,140.6596,145.515969,126.000625,169.338169,153.313924,,159.365376,193.237801,135.9556,175.986756
"ACTC1",33.200644,34.774609,26.666896,30.173049,29.149201,32.2624,,,,,,,,,,,28.965924,27.836176,40.640625,34.140649,29.333056,,30.327049,36.3609,29.062881,30.891364
"ACTG1",169.026001,157.427209,155.176849,172.843609,163.021824,168.194961,,,,,,,,,,,149.108521,162.027441,32.867289,157.879225,161.112249,,161.900176,176.89,168.766081,180.338041
"ACTG2",26.020201,27.081616,23.775376,22.867524,24.930049,25.5025,,,,,,,,,,,26.697889,27.783441,35.236096,38.514436,27.154521,,24.019801,25.371369,27.405225,23.444964
"ACTL6A",44.0896,20.205025,57.972996,62.932489,65.2864,53.304601,,,,,,,,,,,56.505289,38.180041,12.166144,57.183844,55.965361,,47.238129,84.0889,55.398249,70.274689
"ACTL6B",23.931664,25.020004,22.391824,21.298225,22.259524,23.512801,,,,,,,,,,,28.174864,27.426169,37.785609,19.918369,25.170289,,22.193521,22.250089,22.325625,23.164969
"ACTL7A",25.441936,28.068804,22.686169,24.581764,23.04,24.542116,,,,,,,,,,,24.295041,26.030404,37.478884,21.743569,23.503104,,23.222761,24.9001,23.843689,23.3289
"ACTL7B",20.848356,22.316176,20.106256,18.096516,19.998784,20.493729,,,,,,,,,,,23.193856,19.607184,34.152336,18.498601,20.903184,,20.313049,20.331081,20.948929,19.998784
"ACTL8",37.711881,37.258816,34.164025,31.036041,34.292736,36.469521,,,,,,,,,,,40.259025,45.265984,64.689849,34.2225,36.433296,,34.999056,33.582025,39.501225,31.460881
"ACTL9",16.216729,17.230801,15.888196,15.374241,15.984004,16.176484,,,,,,,,,,,16.826404,19.105641,20.784481,13.786369,17.372224,,15.264649,15.729156,15.634116,15.069924
"ACTN1",71.690089,88.397604,28.665316,40.398736,56.520324,77.545636,,,,,,,,,,,31.606884,83.137924,40.755456,69.839449,63.968004,,56.731024,35.748441,49.519369,87.553449
"ACTN2",20.921476,23.357889,20.106256,19.201924,19.945156,21.3444,,,,,,,,,,,21.967969,23.193856,29.289744,18.8356,19.882681,,20.693401,19.562929,19.7136,20.088324
"ACTN3",27.092025,31.416025,24.631369,26.296384,25.847056,27.468081,,,,,,,,,,,27.730756,30.924721,37.307664,25.371369,27.175369,,26.604964,25.260676,27.910089,26.998416
"ACTN4",75.933796,82.700836,63.504961,77.880625,62.425801,72.777961,,,,,,,,,,,58.583716,48.958009,52.693081,95.023504,63.872064,,74.891716,89.529444,67.125249,92.717641
"ACTR10",98.8036,84.125584,97.535376,100.180081,98.069409,105.288121,,,,,,,,,,,81.793936,125.821089,55.457809,104.8576,90.592324,,91.5849,101.909025,95.531076,105.945849
"ACTR1A",69.189124,66.797929,58.171129,60.699681,56.190016,69.689104,,,,,,,,,,,53.523856,44.156025,45.603009,65.674816,57.183844,,58.920976,74.494161,51.998521,87.142225
"ACTR1B",64.1601,57.805609,67.223601,67.881121,70.795396,66.994225,,,,,,,,,,,62.078641,50.098084,63.664441,65.1249,66.194496,,69.255684,77.6161,67.322025,72.437121
"ACTR2",72.488196,77.757124,66.520336,68.856804,58.247424,64.850809,,,,,,,,,,,45.468049,48.888064,24.880144,54.626881,58.874929,,61.074225,71.436304,51.022449,58.752225
"ACTR3",100.942209,107.806689,95.082001,100.741369,91.9681,95.121009,,,,,,,,,,,69.372241,82.391929,29.452329,76.755121,88.472836,,89.586225,96.845281,87.572164,86.471401
"ACTR3B",25.060036,22.174681,33.212169,29.3764,30.735936,24.216241,,,,,,,,,,,24.690961,64.064016,17.698849,29.095236,29.127609,,30.492484,34.727449,25.522704,32.936121
"ACTR3BP2",20.214016,22.127616,18.688329,19.847025,20.061441,19.945156,,,,,,,,,,,20.638849,20.566225,23.590449,16.386304,19.254544,,20.331081,22.448644,21.483225,18.438436
"ACTR3C",22.231225,20.385225,26.347689,24.344356,23.961025,24.117921,,,,,,,,,,,26.739241,22.155849,26.399044,22.553001,26.234884,,24.5025,27.604516,28.227969,29.289744
"ACTR5",39.866596,32.024281,51.179716,47.265625,46.199209,37.711881,,,,,,,,,,,39.250225,33.628401,44.0896,33.942276,47.734281,,49.364676,54.243225,44.876601,41.165056
"ACTR6",31.236921,24.255625,35.748441,40.284409,40.768225,33.431524,,,,,,,,,,,30.514576,28.793956,18.1476,33.016516,36.820624,,37.785609,42.276004,38.862756,35.414401
"ACTR8",42.981136,37.515625,47.775744,47.403225,47.004736,47.444544,,,,,,,,,,,41.190724,38.875225,36.132121,39.538944,42.536484,,43.375396,56.836521,42.837025,50.140561
"ACTRT2",25.482304,28.472896,22.982436,23.193856,24.059025,25.583364,,,,,,,,,,,26.749584,26.594649,37.896336,21.799561,25.613721,,24.078649,23.011209,25.684624,22.591009
"ACVR1",70.660836,32.069569,34.023889,42.653961,63.313849,74.632321,,,,,,,,,,,51.638596,120.956004,16.924996,75.030244,54.967396,,46.144849,57.714409,63.123025,78.039556
"ACVR1B",34.644996,33.547264,25.472209,26.604964,27.478564,33.166081,,,,,,,,,,,27.910089,30.492484,30.824704,29.084449,28.238596,,27.793984,24.6016,26.801329,29.084449
"ACVR1C",15.976009,16.353936,15.077689,16.297369,28.783225,16.168441,,,,,,,,,,,28.697449,19.000881,21.455424,75.759616,25.816561,,22.09,18.207289,23.503104,13.778944
"ACVR2A",45.684081,26.770276,31.2481,35.034561,40.513225,38.887696,,,,,,,,,,,33.535681,28.987456,29.528356,55.562116,32.844361,,37.933281,20.802721,34.680321,39.388176
"ACVR2B",28.686736,27.709696,27.258841,29.311396,33.7561,31.147561,,,,,,,,,,,34.786404,32.398864,38.452401,31.449664,32.798529,,30.791401,27.867841,32.228329,33.477796
"ACVRL1",30.658369,30.173049,27.636049,26.6256,27.237961,40.411449,,,,,,,,,,,31.967716,35.844169,39.476089,51.337225,29.767936,,27.910089,27.699169,28.153636,79.619929
"ACY1",31.877316,30.327049,32.512804,24.226084,28.536964,29.073664,,,,,,,,,,,32.638369,47.789569,42.133081,28.676025,36.650916,,30.195025,28.334329,35.307364,25.928464
"ACY3",26.873856,28.143025,28.366276,24.8004,25.260676,26.3169,,,,,,,,,,,29.909961,31.877316,37.5769,22.896225,25.999801,,24.631369,28.366276,25.836889,24.373969
"ACYP1",32.478601,21.511044,60.000516,64.016001,63.2025,43.191184,,,,,,,,,,,33.895684,56.5504,15.976009,46.936201,57.517056,,54.051904,70.660836,66.031876,52.504516
"ACYP2",44.6224,26.296384,57.501889,46.185616,47.844889,52.1284,,,,,,,,,,,61.449921,44.729344,24.512401,65.593801,45.981961,,46.676224,51.365889,45.387169,61.481281
"ADA",74.960964,30.547729,49.168144,76.247824,64.176121,55.621764,,,,,,,,,,,52.751169,41.964484,40.132225,55.294096,64,,64.786401,87.104889,65.464281,56.806369
"ADAD1",16.933225,17.986081,16.703569,16.966161,16.524225,17.214201,,,,,,,,,,,16.281225,16.329681,24.1081,15.069924,16.329681,,16.5649,16.826404,17.280649,16.1604
"ADAD2",38.514436,39.125025,39.225169,35.605089,36.772096,37.368769,,,,,,,,,,,39.727809,45.589504,50.893956,31.203396,40.972801,,38.167684,36.7236,41.525136,35.153041
"ADAL",26.967249,25.959025,29.975625,33.802596,31.618129,29.095236,,,,,,,,,,,33.593616,28.5156,33.884041,31.1364,29.008996,,30.041361,35.034561,30.991489,26.265625
"ADAM1",23.580736,14.273284,40.755456,36.675136,41.835024,25.220484,,,,,,,,,,,15.896169,24.393721,11.4921,29.030544,32.8329,,33.535681,23.541904,38.303721,21.362884
"ADAM10",78.393316,80.192025,55.145476,69.422224,58.936329,77.721856,,,,,,,,,,,61.121124,53.7289,20.7936,52.548001,56.987401,,62.062884,76.317696,54.243225,85.618009
"ADAM11",34.245904,35.593156,32.924644,29.571844,32.239684,33.849124,,,,,,,,,,,34.245904,40.717161,51.008164,30.437289,36.493681,,32.569849,31.539456,35.557369,29.931841
"ADAM12",20.412324,19.8916,19.000881,19.175641,22.287841,25.826724,,,,,,,,,,,19.909444,37.356544,24.9001,30.415225,22.401289,,23.648769,20.061441,30.846916,19.166884
"ADAM15",51.337225,46.158436,39.8161,43.256929,43.191184,52.056225,,,,,,,,,,,48.233025,45.724644,61.685316,59.505796,43.520409,,42.289009,50.523664,42.276004,80.299521
"ADAM17",66.928761,61.858225,56.7009,52.085089,47.831056,65.529025,,,,,,,,,,,38.044224,38.328481,26.183689,44.649124,47.844889,,49.533444,50.112241,49.871844,59.397849
"ADAM18",14.907321,15.507844,14.7456,15.3664,14.6689,14.7456,,,,,,,,,,,14.394436,15.264649,18.7489,13.184161,14.356521,,14.737921,13.980121,15.147664,14.341369
"ADAM19",43.864129,50.424201,55.234624,33.558849,41.796225,31.203396,,,,,,,,,,,43.046721,36.493681,45.603009,28.633201,43.112356,,35.247969,57.365476,43.6921,40.934404
"ADAM2",10.588516,10.837264,10.614564,10.3684,10.355524,10.588516,,,,,,,,,,,11.437924,10.969344,12.873744,9.709456,10.543009,,10.439361,10.458756,10.336225,10.614564
"ADAM20",21.548164,24.088464,20.811844,21.086464,21.077281,21.743569,,,,,,,,,,,22.052416,23.541904,30.459361,19.044496,21.187609,,20.939776,19.9809,21.325924,20.349121
"ADAM21",21.464689,26.050816,20.5209,23.406244,21.409129,23.059204,,,,,,,,,,,24.661156,21.883684,37.319881,16.900321,20.25,,21.631801,18.8356,21.659716,20.169081
"ADAM22",16.329681,17.3056,15.912121,17.2225,16.752649,16.443025,,,,,,,,,,,17.614809,17.098225,20.385225,19.954089,16.281225,,18.122049,20.566225,16.418704,15.618304
"ADAM23",17.081689,18.249984,18.386944,16.966161,20.511841,16.777216,,,,,,,,,,,17.884441,18.783556,23.941449,17.455684,17.297281,,17.489124,17.280649,18.173169,19.8025
"ADAM28",31.741956,30.3601,62.758084,28.665316,19.166884,27.941796,,,,,,,,,,,27.499536,29.041321,26.286129,20.151121,21.594609,,21.141604,24.324624,18.974736,17.522596
"ADAM29",15.816529,15.3664,18.783556,16.329681,16.265089,16.008001,,,,,,,,,,,15.689521,18.6624,17.131321,17.631601,16.024009,,15.864289,17.648401,18.028516,15.824484
"ADAM30",15.382084,15.697444,14.722569,14.100025,14.7456,15.342889,,,,,,,,,,,15.555136,16.924996,21.261321,13.965169,15.896169,,14.945956,15.171025,16.104169,14.386849
"ADAM32",12.559936,12.967201,12.759184,11.964681,12.524521,12.702096,,,,,,,,,,,12.446784,12.397441,13.205956,13.860729,12.931216,,12.574116,13.256881,13.366336,13.227769
"ADAM33",43.441281,48.539089,48.874081,46.676224,47.844889,41.964484,,,,,,,,,,,38.340864,48.930025,38.526849,70.744921,51.236964,,50.239744,40.870449,59.074596,36.3609
"ADAM3A",10.634121,11.256025,11.075584,10.208025,10.712529,10.6276,,,,,,,,,,,11.532816,11.751184,12.348196,9.684544,10.89,,11.055625,10.349089,10.817521,11.723776
"ADAM5P",16.224784,17.189316,14.868736,15.1321,15.737089,16.459249,,,,,,,,,,,18.105025,18.122049,25.351225,14.768649,15.1321,,15.335056,16.305444,15.303744,15.976009
"ADAM6",19.527561,22.071204,18.688329,19.053225,19.245769,19.766916,,,,,,,,,,,20.529961,20.034576,31.147561,16.654561,18.9225,,19.927296,18.533025,18.818244,18.584721
"ADAM7",14.2884,15.515721,13.697401,13.9129,13.980121,14.523721,,,,,,,,,,,15.031129,15.460624,19.686969,12.694969,13.719616,,14.032516,14.017536,14.115049,13.351716
"ADAM8",51.365889,82.646281,41.847961,52.867441,42.445225,37.234404,,,,,,,,,,,32.353344,36.276529,35.105625,25.553025,43.546801,,43.864129,50.395801,43.1649,26.255376
"ADAM9",48.986001,37.283236,22.024249,28.291761,22.024249,57.350329,,,,,,,,,,,28.005264,42.915601,16.443025,48.692484,18.696976,,24.176889,35.832196,22.581504,58.400164
"ADAMDEC1",41.589601,16.467364,19.598329,16.2409,15.241216,80.496784,,,,,,,,,,,14.5924,14.311089,14.160169,13.053769,14.861025,,14.462809,13.6161,13.586596,11.957764
"ADAMTS1",18.8356,20.088324,17.673616,40.972801,18.515809,20.748025,,,,,,,,,,,20.403289,22.695696,29.822521,56.595529,20.802721,,23.2324,23.707161,18.8356,34.668544
"ADAMTS10",37.797904,35.605089,36.9664,29.931841,35.581225,35.605089,,,,,,,,,,,39.112516,49.463089,54.125449,40.030929,43.191184,,36.990724,32.809984,38.526849,33.016516
"ADAMTS12",26.409321,31.013761,24.314761,26.388769,25.674489,26.512201,,,,,,,,,,,27.279729,28.8369,48.288601,36.7236,24.770529,,25.959025,24.661156,26.061025,25.9081
"ADAMTS13",32.581264,35.808256,33.884041,31.483321,31.899904,32.160241,,,,,,,,,,,33.097009,33.431524,46.963609,30.536676,34.152336,,33.212169,32.913169,33.977241,31.516996
"ADAMTS14",36.421225,37.711881,32.936121,33.016516,32.752729,36.397089,,,,,,,,,,,36.687249,44.368921,50.098084,31.866025,36.385024,,32.103556,33.028009,39.275289,28.793956
"ADAMTS15",20.848356,21.855625,20.675209,19.333609,20.511841,23.145721,,,,,,,,,,,26.030404,22.6576,30.437289,34.164025,21.678336,,20.421361,19.642624,21.743569,27.279729
"ADAMTS16",29.888089,30.5809,28.227969,25.613721,25.331089,29.430625,,,,,,,,,,,29.354724,37.957921,37.994896,37.185604,30.437289,,27.9841,28.079401,28.227969,24.482704
"ADAMTS17",16.378209,17.715681,16.184529,17.918289,18.948609,16.378209,,,,,,,,,,,16.933225,16.859236,18.905104,16.597476,18.931201,,18.267076,18.610596,19.298449,16.4836
"ADAMTS18",20.757136,21.790224,19.465744,20.394256,20.484676,21.288996,,,,,,,,,,,20.839225,22.014864,27.910089,22.4676,20.3401,,20.043529,20.097289,21.762225,35.509681
"ADAMTS19",13.060996,13.749264,13.075456,12.837889,12.830724,12.996025,,,,,,,,,,,13.3956,13.454224,17.572864,11.716929,13.1044,,13.140625,12.687844,13.476241,12.517444
"ADAMTS2",26.030404,27.994681,22.363441,23.639044,24.423364,27.604516,,,,,,,,,,,28.026436,28.100601,37.027225,54.997056,24.840256,,24.512401,23.270976,23.9121,24.561936
"ADAMTS20",11.464996,11.978521,11.723776,11.566801,11.404129,11.282881,,,,,,,,,,,12.047841,12.047841,13.278736,10.732176,11.587216,,11.8336,11.015761,11.964681,11.329956
"ADAMTS3",12.418576,13.359025,12.3904,12.645136,11.840481,12.047841,,,,,,,,,,,12.680721,14.122564,14.002564,27.394756,11.992369,,12.794929,11.451456,12.006225,14.0625
"ADAMTS4",32.341969,37.161216,29.073664,31.080625,30.074256,32.080896,,,,,,,,,,,30.481441,37.982569,44.568976,27.730756,30.096196,,30.437289,28.697449,31.371201,29.235649
"ADAMTS5",19.386409,15.539364,14.3641,15.0544,15.139881,15.452761,,,,,,,,,,,14.753281,15.8404,18.215824,78.872161,14.730244,,16.200625,13.191424,17.089956,13.417569
"ADAMTS6",16.265089,17.581249,23.213124,16.378209,18.037009,16.957924,,,,,,,,,,,16.851025,19.263321,22.915369,20.0704,17.164449,,19.909444,17.015625,17.715681,28.015849
