Symbol,MSC,Bronchial_Epithelial_cells,Fibroblasts,Endothelial_cells,Adipocytes,Keratinocytes,Schwann_cells,Smooth_muscle_cells,CD34+,Platelets,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,Macrophage,M1(IFNg),M2(IL-4),M(IFNa),Dendritic_cells_(BDCA1+),Dendritic_cells_(BDCA3+),Dendritic_cells_(plasmacytoid+),T_cells_(CD4+),T_cells_(CD8+),T_cells_(gamma-delta),NK_cells,Neutrophils,B_cells
ACADL,16,18.5,50,17.36363636,16.33333333,23,17,22.2,16,14.4,15.1875,15.5,16.45454545,15.375,14.2,18.33333333,15.33333333,17.58333333,17.16666667,15.40909091,15.92307692,16.5,14,15.4,14.75
ACADM,401.5,665.5,588,472.5454545,1047.333333,364.6666667,277.3333333,475,1107.166667,648.4,351.875,377.8333333,1314.727273,1291.75,879.2,934.6666667,535.8333333,631.8333333,873.1666667,455,235.3076923,842.5,82.91666667,35.8,653.25
ACADS,198.375,162.5,103.75,135.7272727,718.6666667,129.6666667,173.6666667,136.6,96.83333333,118,167.3125,156.6666667,208,208.5,183.2,132.3333333,204.5833333,193.9166667,215.5,140,133.1923077,211,126.75,120.8,132.5
ACADSB,44.25,35.5,106.875,80.81818182,175.6666667,55.66666667,67.33333333,89.4,103.6666667,100,64.8125,66,87.27272727,61.5,59.6,78,101.6666667,118.9166667,129.6666667,220.8181818,112.2692308,138.5,140.5833333,39.2,57.25
ACADVL,800,2849.5,1201.875,1352,3904.333333,3054.666667,2566.666667,2344.2,909.3333333,454.4,1094.8125,887.1666667,1138.727273,924.25,2407.8,928,2582.416667,2360.166667,2242.833333,695.2727273,346.2307692,1832.5,827.4166667,693,252.25
ACAN,261.5,53.5,382,67.45454545,198.3333333,55,110.6666667,105.6,67.33333333,106.6,99.9375,96.83333333,68,76.625,78.2,90.66666667,88.5,96.41666667,72.5,56.18181818,65.69230769,58.5,62.75,78.4,85.25
ACAP1,55.375,54,47.125,35.54545455,218.3333333,56,27.33333333,47.4,214.1666667,82.2,186.5,84.5,81.72727273,146.75,92.6,84.66666667,734.25,610.25,824.8333333,1794.136364,340.8461538,1510.5,524.8333333,540.8,139.25
ACAP2,76,141.5,94.625,70.81818182,73.66666667,143,74.66666667,86.6,146.1666667,117.4,359.25,204.8333333,258.1818182,323.625,159.8,239.3333333,182,208.5,164.3333333,131.5909091,183.3461538,196.5,176.6666667,1389,215.25
ACAP3,124.125,328.5,168.125,134.2727273,150.3333333,499.6666667,214.3333333,182.4,70.83333333,38.2,177.4375,242.3333333,129,104,315.2,126.3333333,153,112.9166667,110.1666667,270.9090909,68.19230769,167.5,189.5833333,117,65.75
ACAT1,9.875,10.5,10.5,10.72727273,10.66666667,9,10,9.6,9.833333333,10,11,10.66666667,9.636363636,9.625,9.2,10,9.333333333,8.833333333,9.666666667,10.54545455,10.84615385,10,11.08333333,10.8,9.25
ACAT2,177.875,670.5,581.375,466.1818182,2343.333333,907.6666667,685.6666667,169.2,249,129,169.75,170,2358.545455,2100.625,1702.2,3410,327.8333333,349.9166667,246.3333333,299.6818182,249.4615385,1041.5,413,109,302.75
ACBD3,1165.5,751.5,1288.5,643,622.6666667,669.3333333,793,756.6,815.1666667,773.8,446,477.8333333,754.6363636,537.5,813.4,934,659.75,727.1666667,515,399.3636364,359.3076923,465,1101.583333,357.8,560.75
ACBD4,135.125,181,112,124.2727273,116,140.6666667,165.3333333,161.6,105.3333333,133.6,152.875,158.1666667,134.2727273,117.125,147,100.6666667,178.75,169.5833333,140.8333333,220.4545455,144.3076923,150.5,111.1666667,121.2,146.75
ACBD5,318.875,305,593.25,488.5454545,525.3333333,818,551,494.2,175.5,393.4,428.625,445,748.1818182,822,708.8,915.3333333,457.1666667,548.9166667,684.5,303.4090909,391.1153846,830.5,1285.5,237.6,87.5
ACBD6,309,382.5,491.375,610.3636364,437.6666667,280.3333333,361.3333333,354.4,317.1666667,123.2,168.375,216.8333333,207.0909091,197.875,160.4,218.3333333,540.75,591.5833333,308.8333333,200.5454545,142.2692308,366.5,319.0833333,80.8,76.5
ACCN1,28.25,37.5,27.375,30.18181818,29,26.66666667,30.66666667,27.2,26.16666667,30.6,36.3125,33.83333333,31.72727273,30.375,29,34.66666667,28.66666667,27.5,24.5,26.77272727,31.19230769,27.5,26.08333333,31.2,31.5
ACCN2,68.125,135.5,71.625,69.72727273,96.33333333,85.33333333,64,67.6,112.1666667,138.4,91.6875,78.5,61,62.5,63.4,62,66.25,67.83333333,60.33333333,81,109,50.5,59.41666667,87.2,126
ACCN3,19.875,21.5,16.125,18.27272727,20.66666667,18.33333333,22.66666667,18.4,18.16666667,14.2,20.25,21.5,20,22.5,23.6,21.33333333,20.58333333,20.41666667,20.16666667,23.77272727,19.42307692,15,16.66666667,18.8,19.5
ACCN4,55.125,41,33.625,40.54545455,50.66666667,40,34.66666667,44.2,27.33333333,43.4,49.9375,46,41,44.375,38.6,49.33333333,36.08333333,43.66666667,41.5,37.59090909,47.23076923,38,31.66666667,65.6,60.25
ACCN5,11.875,12,11.625,11.81818182,12.33333333,12.33333333,11,11.8,13.66666667,13,15.375,13.5,11.54545455,11.75,11.2,11.66666667,11.83333333,14.33333333,11.66666667,12.40909091,13.88461538,12,12.08333333,12.8,14.75
ACCS,76.75,78,201.625,96.63636364,152,81.33333333,163.3333333,198.6,348.3333333,233.8,234.9375,177.5,123.1818182,98,153.2,91.33333333,578.0833333,568.6666667,579.8333333,266.0909091,129,53.5,176.5,149.6,245.75
ACD,185.625,186.5,239.25,376.2727273,151.3333333,104,264.6666667,283.4,184.5,159.2,160.6875,200.5,132.0909091,108.25,145.8,160.6666667,250.0833333,228.9166667,187.5,392.1363636,142.7692308,725.5,156.5833333,225.4,89.25
ACE,47,49,58.125,212.1818182,48,36.33333333,32.33333333,58.8,40.83333333,60.2,51.8125,57.66666667,177.4545455,137.25,716.2,104.3333333,45.16666667,50,48,73.31818182,46.76923077,48,36.91666667,56.8,52
ACE2,22.875,92,29.625,26.72727273,26.33333333,99,23.66666667,43.2,37.5,53.6,33.75,33,26.63636364,27,29.2,28.66666667,24.91666667,26.16666667,27,28.22727273,34.73076923,26.5,24.58333333,35.6,46
ACER1,40.875,33.5,28.375,38.54545455,28.33333333,693.3333333,26.33333333,46.2,30.33333333,29.8,44.375,50.5,31.90909091,30.375,32.2,41,34.66666667,38.08333333,31.66666667,40.36363636,38.65384615,39.5,38.25,49,44.5
ACER3,140.625,366,473.25,439.6363636,1071.666667,190,469,108.8,333.3333333,1057.6,720.4375,633.8333333,928,707.625,805,677.6666667,2181.5,2246.916667,643.8333333,138.2272727,82.73076923,176,275.8333333,89,63.25
ACHE,43.75,45.5,43,43.81818182,61,41,35.33333333,48.4,39,55.6,52.6875,56.83333333,42.09090909,42,42,54.66666667,58.66666667,47.91666667,49,42.31818182,49.34615385,43.5,62.33333333,61.8,54.75
ACIN1,134.125,162,166.375,255.3636364,248,97.33333333,329.3333333,239.6,92,81.6,166.75,245.3333333,200.3636364,205.375,308.6,195.3333333,279.0833333,276,239.3333333,310.1818182,171.4615385,272.5,294.4166667,243,96
ACLY,3044.375,2318.5,2679.125,2874.363636,8777.333333,2342.666667,1558.333333,1611.4,1092.333333,1153.8,1204.875,1182,1690.454545,1730.625,1507.6,1768.333333,1417.333333,1410.75,1522.166667,1391.636364,720.0384615,2144,788.25,975.4,855.25
ACMSD,12.75,13,11.875,12.81818182,14.33333333,12,11.33333333,12.4,13,12.8,14.375,14,11.36363636,11.875,12.6,11.33333333,11.16666667,11.75,12.83333333,12.31818182,16.5,14.5,14,13.4,15.25
ACN9,71.25,95,62.375,65.09090909,86,139,57,48.2,205.5,53.4,66.8125,59.83333333,60.63636364,41.625,50.4,43.33333333,72.16666667,81.33333333,184.3333333,123.1363636,90.80769231,120.5,32.66666667,35.8,118
ACO1,574.25,294,857.125,719.1818182,3018,211.6666667,316.3333333,677.8,182,84.4,142.4375,121,1300,1220.125,821.2,417.3333333,101.75,103.75,104.8333333,98.18181818,92.88461538,63.5,60.75,52.2,93
ACO2,38.75,86,41.375,58.09090909,65,81.66666667,41,58.2,57.5,53.8,62.3125,78.16666667,75.45454545,72.75,65.2,84,58.83333333,52.66666667,52,59.5,45.30769231,74,38.83333333,44.8,45.25
ACOT11,84.125,86.5,37.875,53.18181818,55,88,60.33333333,64,40.16666667,69,56.125,54.33333333,73.18181818,63.5,49.4,71.33333333,59,53.75,54,52.04545455,54.42307692,52,31.16666667,78.4,73
ACOT12,9.5,8.5,9.25,8.272727273,8.666666667,8.333333333,8.666666667,8.4,8.5,8.4,9.8125,9.5,8.636363636,8.125,8,8,8.916666667,8.916666667,9.333333333,8.409090909,9.538461538,8,7.833333333,9,9.5
ACOT13,360.25,457,423.125,522.0909091,1074,798,390.6666667,532.4,100.1666667,140.4,191.375,151,1315.363636,920.25,1035.6,1452.333333,102,90.5,63.5,111.6363636,90.15384615,433.5,53.83333333,134.4,148.25
ACOT4,30.875,34,46.875,26.09090909,125.3333333,32,51.66666667,28,47.16666667,26.2,24.875,27.16666667,308.6363636,332.125,81.4,255.6666667,22.75,21.75,22.66666667,45.86363636,44.19230769,71,72.08333333,25.4,32.5
ACOT6,13.25,12.5,12.625,12.09090909,15.33333333,12.66666667,13.33333333,11.8,12.5,14.4,13.125,13.33333333,13.27272727,13,13,17,14.25,14.66666667,13.83333333,11.72727273,12.53846154,12,15.33333333,12.6,13.5
ACOT7,580.875,976,702.375,868.1818182,243,830,1081,410.6,231.1666667,613.6,52.9375,85.83333333,830.8181818,1168.25,2370,472.6666667,215.75,417.5,624.1666667,87.95454545,83.30769231,867.5,296.75,38.2,44.75
ACOT8,147.25,176,278.875,187.2727273,303,215.6666667,230,217.2,182.1666667,84.4,208.625,188.8333333,247.9090909,195.625,209.8,298.3333333,330.3333333,326.4166667,272.6666667,154.7272727,93.61538462,280,119.4166667,143.2,87.75
ACOT9,841.875,553.5,901.75,1119.090909,585,225,1152.666667,620.2,372.8333333,512,833.4375,1065,1002,1584.25,976,1028.333333,1175.166667,1173.416667,473,306.0454545,249.8846154,692.5,256.5,760,332.75
ACOX1,263.75,156,206.125,208.4545455,747.6666667,430.6666667,261.6666667,168,142,100.2,223.1875,91.83333333,400.5454545,362,477.4,378.6666667,192.0833333,183.1666667,175,74.04545455,66.65384615,222.5,63.83333333,1272.4,48.5
ACOX2,99.875,29.5,117.5,51.54545455,334.6666667,25,192,192.4,47.33333333,23.6,35.6875,29.33333333,229.3636364,106.625,32.6,445,21.66666667,18.91666667,20.66666667,20.90909091,24.92307692,17.5,16.75,22,21.5
ACOX3,112.5,205,194.75,250.4545455,100,387.3333333,100.3333333,111.8,137.5,73.8,106.75,94.83333333,143.2727273,173.5,184.6,196,199.0833333,271.0833333,363.1666667,88.54545455,52.34615385,163,45.33333333,47,45.5
ACOXL,30.125,30.5,25.625,26.36363636,24.66666667,21.33333333,29,26.6,21.16666667,33.4,32.9375,28.83333333,25.90909091,27.25,26.8,29.33333333,29.75,30.91666667,29.16666667,23.63636364,27.76923077,33,32.66666667,39.4,28.5
ACP1,806.25,728,847.375,964.6363636,771.6666667,527,937,812.2,1160.666667,827.8,693.3125,545,715.6363636,569.5,924,605.3333333,1266.416667,1126.833333,1241.5,1037.136364,1562.653846,1037,1162.666667,99.8,1372.75
ACP2,353.25,307,343.5,424.8181818,733.6666667,290.3333333,727.3333333,296,121.1666667,85.8,226.75,529.1666667,1626.909091,2167.5,2199.8,1636,170.75,187.1666667,52.33333333,152.5,90.15384615,324.5,67.08333333,96.4,79.75
ACP5,37.875,283,87,147.7272727,51.33333333,303.6666667,43.66666667,50.8,113.6666667,82.8,221.5625,250.3333333,7945.363636,7118.5,8775.2,3880.666667,212.6666667,292.6666667,330.3333333,221.5909091,75.76923077,289.5,114.3333333,109.6,219.5
ACP6,118.875,526,139.625,212,262.3333333,191,1121.666667,150.4,254.8333333,137.8,100,80.66666667,131.2727273,86.875,103,142.3333333,154.4166667,398.6666667,111,250.5454545,115.8461538,613.5,82.08333333,128.8,73
ACPL2,161.375,176.5,193,65.45454545,51.33333333,56.33333333,99,285,95.33333333,361,124.0625,66,70,49.625,127.6,53,63.75,193.9166667,139.8333333,339.4545455,157.2307692,235.5,360.8333333,85.8,29
ACPP,15.25,22.5,16.125,15.36363636,11.66666667,232.3333333,15,15.4,31.83333333,22.8,137.6875,133.5,87.90909091,140.75,29.4,82.66666667,187.3333333,181.3333333,27.16666667,19.86363636,22.34615385,14.5,21.16666667,334.2,25.5
ACPT,193.875,124,94.25,97.09090909,88.66666667,88.66666667,80,114.2,128.3333333,78.2,135.4375,124.8333333,98.63636364,107,92.6,109,126,138.75,139.8333333,91.77272727,107.7307692,95,158.5,119.6,119.75
ACRBP,34,47,40.875,41.72727273,37.33333333,40.66666667,39.66666667,39.4,54.33333333,51.6,86.8125,112.6666667,53.09090909,53.625,46.8,45.66666667,149.8333333,145.0833333,66.5,42.18181818,42.26923077,36,36.75,83,48.5
ACRC,29.625,29,86.25,42.36363636,46.33333333,48.66666667,53,58.2,90.33333333,135.4,54.4375,57.5,43.45454545,39.125,107.6,42,123.9166667,90.33333333,245.6666667,163.0454545,210.6153846,51,153.5833333,89.6,60
ACRV1,49.125,77,39.625,43.81818182,38.66666667,106.6666667,32.66666667,45,55.83333333,47,76.625,65.66666667,50.18181818,53.75,52.8,51.33333333,46.66666667,44.5,42.83333333,59.86363636,77.76923077,45.5,41.08333333,61.2,104.75
ACSBG1,39,25,20.125,25,25.66666667,29.66666667,30.66666667,28.8,24.83333333,38.2,29.5625,25.33333333,27.81818182,29.25,27.6,26.33333333,33.75,30.08333333,45.83333333,26.81818182,30.23076923,24,25.5,30.8,47.25
ACSBG2,21.375,42.5,24.375,26.18181818,23.33333333,28.66666667,21.66666667,29.2,47.33333333,34.4,39.9375,34.16666667,29.36363636,32.625,28.8,27.33333333,29.25,29.83333333,28.66666667,34.63636364,42.26923077,30.5,22.75,31,45
ACSF2,177.375,316,129.75,149.7272727,3905,207.6666667,154,123.4,114.6666667,93.8,115,214.5,215.5454545,145.25,375.4,192.6666667,721.0833333,690.1666667,222.3333333,96.86363636,74.57692308,169.5,112.5833333,102.8,119
ACSF3,53.25,69.5,58.5,52.90909091,45.33333333,47.33333333,40.66666667,55.6,71.16666667,44.4,57.625,52.83333333,47.45454545,44.75,41.6,58,49.66666667,49.75,50.66666667,52.45454545,54.69230769,64,61.66666667,58.4,52.25
ACSL1,240.875,806,217.875,166.6363636,8179.333333,1477.333333,301.6666667,159.2,146,74.6,706.1875,486.3333333,1103.636364,1554.5,2407.4,2409,204.3333333,194,84.83333333,54.5,122,125,116.3333333,6771.4,50.75
ACSL3,547.5,1860,784.375,586.7272727,1482.333333,535.3333333,1235.666667,776.4,287.8333333,179.8,174.3125,196.3333333,883.1818182,1022.25,1864.4,989.6666667,332.6666667,338.75,606,159.3636364,169.7692308,389,557.9166667,239.4,100
ACSL4,170,100,201.75,222.2727273,807.3333333,40,46,242,125.5,73.6,210.125,230.3333333,386.4545455,546.625,183.6,480.6666667,154.8333333,177.8333333,125.5,60.13636364,47.53846154,157.5,58.83333333,459.8,36
ACSL5,27.875,25,44,51.81818182,1057,33.66666667,17,42.2,314.1666667,326.8,240.9375,339.5,263.9090909,311.625,703.6,310.3333333,934.6666667,1357.166667,397.3333333,419.7727273,243.6538462,506.5,168.8333333,127.2,317.75
ACSL6,50.25,39,27.625,33.63636364,30,36,25.33333333,36.2,36.66666667,56.6,45.5625,49.33333333,33.90909091,35,35.6,35.66666667,32.75,28.16666667,25.5,37.5,43.96153846,35,40.5,42.6,51.5
ACSM1,30.75,22,18.25,20.90909091,20.66666667,22.33333333,20.33333333,18.4,20.5,31.2,26.0625,23.33333333,23.36363636,23.5,21.2,22.33333333,32.75,29.08333333,25.16666667,23.86363636,24.46153846,21.5,23.83333333,26.4,26.25
ACSM2A,10.75,9,8.75,9.272727273,8.666666667,9.666666667,7.666666667,8.6,9.333333333,11.2,9.5625,8.333333333,8.909090909,8.875,8.8,9.666666667,9.583333333,9.75,9.333333333,9.045454545,9.884615385,9,8.833333333,9.4,11
ACSM3,17.75,22,13.375,46.09090909,16,22,13.66666667,16.2,82.33333333,29.2,26.4375,24.5,17.36363636,20.5,19,18.66666667,18.25,18.33333333,31.33333333,33.81818182,37.65384615,22.5,20,29.8,29
ACSM5,23.125,16,14.375,14.90909091,19.66666667,18.33333333,14.33333333,16.8,20.16666667,18.4,22,20.83333333,32.45454545,27.75,50.6,50.66666667,18.91666667,15.41666667,17,16.27272727,21.34615385,13,14.16666667,21.4,33
ACSS1,69.5,69.5,89.875,92,57,91.33333333,123.6666667,67.6,280.5,183.6,212.625,247.1666667,128.8181818,175.875,219.2,90,348.5,348.5833333,257,303.1363636,168.3076923,257.5,450.3333333,130.4,211.5
ACSS2,177,858.5,218.875,247.5454545,4115,444,124.6666667,194.6,155,328.6,370.75,235.5,636.0909091,704,707.8,498.3333333,503.1666667,674.5,212.8333333,172.5454545,115.5769231,91.5,77.91666667,440,125.5
ACSS3,65.25,47,100.5,27.63636364,384.6666667,35.66666667,113.3333333,100.2,42.66666667,47.2,32.1875,33.33333333,29.18181818,25,29.8,31.33333333,25.33333333,23.83333333,23.16666667,28.77272727,34.53846154,33,25.66666667,29.6,36
ACTA1,23.875,20,45.125,23.36363636,22,15.66666667,29.33333333,23.4,13.66666667,22.6,25.6875,28.16666667,22.27272727,23,24.4,19.33333333,27.5,26.66666667,26.5,18.09090909,19.30769231,22,16.08333333,38,24.25
ACTA2,16484.125,271,6184.625,498.4545455,6237.666667,60.33333333,2094,5342.4,161.3333333,132.2,200.5,154.6666667,328.2727273,289.5,481.4,333.6666667,153.5,92.5,36.33333333,151.4090909,113.7692308,596,68.33333333,194.8,138.5
ACTB,8864.25,13165,10960.625,9578.909091,5955.333333,3919.666667,17085.66667,7487.6,471.3333333,249.2,15265,15643.5,11356.45455,14691.5,8487.8,4048.333333,2931.833333,2748.666667,901.8333333,9402.590909,4448.269231,15375.5,1615.333333,12845.4,10864.5
ACTC1,376.5,166,1342.25,110.9090909,86.33333333,85.66666667,115.3333333,139,69.5,100.2,157.0625,133,102.3636364,116.375,92,82.33333333,77.25,80,73.16666667,104.6818182,99.69230769,133,65.16666667,111.8,126.5
ACTG1,14944.375,12531,14172.5,13287.72727,8056.666667,9530.333333,13235.33333,12020.4,11609.5,11634,9664.5,10336.16667,9976.727273,10695.5,8918.4,10425,12554.25,13232.08333,9978.666667,9609.590909,6483.576923,11876.5,9460.166667,8745.8,6532.75
ACTG2,196.375,64,276.875,68.90909091,95.33333333,54.66666667,987.6666667,327.8,53,53.8,85.9375,89.5,70.81818182,79.625,63.6,65,60.83333333,73.75,51,69.18181818,65.30769231,74,43.58333333,89.8,69
ACTL6A,385.625,257,450.125,683.2727273,253.3333333,422,226.6666667,284.6,998.8333333,273,168.8125,181.3333333,324.0909091,240.625,325,212.3333333,179.0833333,205.1666667,164.3333333,347.9545455,136.2692308,823.5,87.83333333,28.6,132.75
ACTL6B,21.625,21.5,20.25,21.27272727,23.33333333,20.66666667,21.66666667,25.8,17.83333333,22.4,22.375,21.16666667,22.27272727,23.625,19.4,21.33333333,24.5,24.25,21.33333333,17.72727273,20.19230769,21,19.33333333,22.4,21.5
ACTL7A,42.625,55.5,30.625,44.09090909,39.66666667,34.66666667,30.66666667,46.8,42.5,42.2,46.75,48,37.72727273,37.75,32,50.66666667,43.91666667,39.33333333,43,35.27272727,38.07692308,43,47.83333333,47.6,38.75
ACTL7B,64.625,37,30.875,37.63636364,35,34.66666667,37.33333333,42,36.16666667,36,44,43.33333333,41.27272727,43,40,42.66666667,42.5,44.83333333,35.83333333,36.59090909,38.84615385,35,30.66666667,39.8,54.25
ACTL8,99.875,116,93,88.81818182,102.3333333,76.66666667,82,98,91.5,117,140.9375,123.3333333,98.18181818,107.125,107.4,83.33333333,109,105,97,90.40909091,119.1538462,90.5,67.58333333,146.4,163.5
ACTL9,23.875,23,15,21.90909091,17.33333333,15.66666667,17.33333333,22.4,17.66666667,19.4,24.6875,22,18.63636364,19.75,16,26.33333333,18.41666667,20.83333333,18.16666667,19.54545455,20.88461538,19.5,17.08333333,19.6,38.5
ACTN1,2666.375,867,1934.375,2253.272727,1654,362.3333333,1296.666667,1444.8,165.3333333,323.6,493.3125,148.1666667,1804.454545,1971.25,1807.8,1153.333333,325.5,534.6666667,36.83333333,512.9545455,244.8076923,259.5,55,3219.8,35
ACTN2,65.125,95.5,71.375,73.63636364,60.66666667,55,109,66.4,66.66666667,41.6,72.8125,63.5,78.36363636,83,66.2,73.33333333,54.25,62,56.5,55.27272727,66.5,53,30.75,75.2,78.5
ACTN3,36.75,32,32.75,34.63636364,39.33333333,36.33333333,32.33333333,38.4,31.66666667,37.6,39.0625,47.16666667,34.72727273,35.875,34.8,39.33333333,29.91666667,35.41666667,32.16666667,31.27272727,33.15384615,32.5,36.91666667,38.4,31.25
ACTN4,1147.625,2603.5,1811.875,1431.363636,760.3333333,1974.333333,1973.666667,1145.4,169.3333333,141,758.375,994.1666667,516.5454545,510,514.4,543,291.0833333,299.8333333,356.6666667,667.5,403.5,1345.5,445.4166667,999.4,225.25
ACTR10,2468.25,1020,2646.375,1923.363636,2143,2242,2307.333333,2007.2,616.1666667,2955.2,1140,1287.5,1674.818182,1536.25,1724.2,1896.666667,1061.75,1299.166667,1326.833333,1127.636364,1015.961538,1731.5,1185.25,1128.6,853.75
ACTR1A,814.125,546.5,698,1274.818182,860.3333333,898.3333333,1532.666667,639.2,218.8333333,188.4,517.25,645.6666667,684.1818182,702.25,610.4,747.3333333,483.9166667,388.6666667,346,280.2272727,423.3846154,993,310.3333333,518.6,161.25
ACTR1B,279.625,307.5,356.5,305,356.6666667,253.6666667,389.6666667,272.8,185.8333333,150.2,293.5,367.5,349.4545455,290.125,439,438,403.25,372.0833333,260.5,479.5909091,198.0384615,520.5,418.8333333,198.4,158.5
ACTR2,4062.875,1774,3534,3439.090909,2520,1023.666667,2999.333333,2228.2,1883.333333,895.8,4954,6285.166667,4233.454545,4608.375,3446.2,2099.666667,6273.333333,5254.666667,5643.166667,3156.136364,2135.615385,5184,2297.333333,6804.4,2380.25
ACTR3,7259,4833.5,5750.125,5932.636364,3112.666667,6089,4215.666667,3581,5800.833333,5110.8,5822.5,7399.333333,7879.272727,8865.875,7151,7712.333333,7074.666667,8208.416667,5027.666667,6153.454545,3402.423077,8301,3049.916667,8918.6,4799.5
ACTR3B,44.625,28.5,128.375,89.72727273,65,50.66666667,75.66666667,60.8,60.5,423.2,36.25,41.66666667,38.45454545,37.25,35.4,27.66666667,66.5,67.58333333,67.66666667,57.27272727,32.26923077,40,36.5,37.2,31.5
ACTR3C,20.5,34,36.125,20.36363636,23.66666667,78.33333333,39.66666667,22.6,29.16666667,32.8,28.3125,27.83333333,26.18181818,37.25,26.4,32,38.75,36.41666667,50.16666667,22.68181818,29.15384615,31.5,34.5,28.4,35.25
ACTR5,116.875,106.5,118.125,179.0909091,102,183,147,108.6,235.8333333,306.2,154.4375,205.1666667,131.9090909,150.5,156.2,129.3333333,360.4166667,327.6666667,449.3333333,284.5,200.6538462,211.5,613.1666667,122.6,123.75
ACTR6,193.75,202.5,338.375,301.1818182,259.6666667,273.3333333,242.6666667,238.8,332.3333333,212.2,145.8125,170.8333333,242.7272727,340.5,186.2,192,238.25,345.3333333,553.5,336.4090909,304.3461538,615.5,285.3333333,59.6,181.25
ACTR8,265.125,305,414.375,386.4545455,323,253.6666667,433.6666667,399.2,230.3333333,315.2,361.6875,330.5,347.2727273,388.25,372.2,321.6666667,271.1666667,247.5,286.8333333,246.5,301.2307692,509.5,244.9166667,221.4,363
ACTRT2,28.625,41.5,24.75,30.90909091,30.33333333,31.66666667,26,36.4,31.83333333,30.8,31.875,31.83333333,33.81818182,32.75,31.4,38.66666667,34.66666667,31.75,31.66666667,28.59090909,33.15384615,28,32.75,36.8,39.75
ACVR1,814.75,299,1330.625,729.0909091,805,242,538.6666667,853,191.1666667,3143.2,246.125,266,597.2727273,595.75,761,395.6666667,246.9166667,184.5,248.8333333,448.8181818,68.15384615,245,89.91666667,58.4,29.5
