"gene_symbol","Neutrophils","T_cells_Gamma_Delta","Monocytes","Macrophages","T_cells_CD4.","Fibroblasts","Keratinocytes","Blood_CD34._cells","Vascular_Endothelial_Cells","Platelets"
"ZFAND3",72.692676,53.714241,61.7796,55.442916,46.936201,62.900761,58.890276,45.549001,59.228416,60.000516
"ZFAND5",60.84,47.238129,57.214096,54.213769,46.199209,49.070025,46.144849,48.094225,46.539684,42.224004
"ZFAND6",76.073284,50.751376,62.394201,58.400164,66.113161,43.930384,55.815841,73.530625,45.792289,49.7025
"ZFAT",48.622729,44.742721,48.455521,45.643536,44.4889,44.528929,44.715969,41.641209,43.771456,53.978409
"ZFC3H1",49.098049,36.372961,43.362225,37.920964,42.876304,35.7604,39.715204,45.670564,31.304025,34.281025
"ZFHX2",33.802596,31.192225,32.787076,32.878756,31.674384,30.459361,30.946969,30.980356,29.235649,36.024004
"ZFHX3",22.09,19.589476,31.449664,29.986576,19.669225,31.281649,26.409321,24.01,31.9225,22.439169
"ZFHX4",18.378369,17.205904,16.9744,17.0569,16.630084,28.847641,17.288964,16.168441,28.912129,17.547721
"ZFP1",15.100996,24.561936,18.879025,19.722481,22.9441,21.224449,21.307456,22.819729,22.202944,20.4304
"ZFP106",71.876484,64.496961,76.020961,66.994225,58.721569,73.170916,61.277584,58.415449,61.638201,46.212804
"ZFP112",12.659364,11.930116,14.730244,26.3169,12.489156,31.494544,32.353344,27.468081,37.185604,15.171025
"ZFP14",14.630625,12.503296,14.258176,14.107536,16.744464,13.191424,13.601344,16.305444,12.7449,15.721225
"ZFP161",29.724304,45.549001,38.291344,37.871716,46.348864,36.505764,33.977241,37.283236,40.043584,48.205249
"ZFP2",17.089956,16.916769,16.507969,16.736281,19.061956,18.852964,18.037009,19.298449,19.421649,18.275625
"ZFP28",22.534009,18.020025,21.3444,24.265476,23.088025,28.174864,23.931664,22.581504,27.973521,20.903184
"ZFP3",17.707264,21.548164,30.063289,37.773316,35.236096,31.337604,30.880249,40.106889,33.779344,28.708164
"ZFP30",13.9876,16.008001,15.499969,18.515809,23.1361,25.220484,23.541904,22.581504,23.2324,15.729156
"ZFP36",154.529761,90.973444,131.859289,96.924025,104.182849,89.472681,107.143201,100.701225,67.305616,78.978769
"ZFP36L1",53.509225,35.450116,41.190724,34.715664,35.784324,41.783296,39.917124,27.857284,40.691641,30.063289
"ZFP36L2",69.322276,55.711296,61.121124,53.027524,61.387225,58.384881,58.323769,56.595529,58.736896,37.896336
"ZFP37",17.397241,22.714756,17.098225,17.272336,22.287841,24.661156,20.007729,16.793604,21.7156,17.230801
"ZFP41",29.463184,30.503529,28.601104,29.398084,32.330596,31.192225,31.315216,32.319225,30.404196,29.235649
"ZFP42",13.8384,15.6025,13.660416,13.505625,13.388281,13.0321,17.197609,13.675204,13.046544,14.538969
"ZFP57",31.058329,36.385024,28.601104,30.946969,29.192409,25.694761,34.070569,30.206016,26.697889,33.8724
"ZFP62",32.319225,68.178049,43.375396,45.954841,68.079001,51.710481,60.419529,68.856804,57.410929,52.041796
"ZFP64",25.472209,33.9889,28.058209,30.0304,31.270464,35.176761,36.457444,31.091776,38.5641,29.931841
"ZFP82",21.261321,25.452025,22.905796,27.04,31.214569,33.085504,22.686169,29.0521,31.640625,25.040016
"ZFP90",28.955161,50.879689,38.464804,40.4496,58.049161,52.229529,49,51.022449,52.881984,42.745444
"ZFP91",65.950641,80.568576,70.997476,66.2596,66.536649,77.193796,75.498721,78.287104,72.726784,72.624484
"ZFPL1",36.857041,44.302336,39.853969,38.725729,35.141184,47.004736,40.424164,34.987225,44.823025,37.540129
"ZFPM1",44.769481,48.7204,49.8436,46.771921,48.469444,49.505296,46.362481,48.511225,45.859984,57.486724
"ZFPM2",14.861025,12.467961,14.409616,14.025025,13.344409,35.664784,16.990884,17.614809,75.846681,19.201924
"ZFR",46.977316,67.174416,55.100929,52.012944,51.538041,58.798224,52.664049,56.911936,56.370064,45.1584
"ZFR2",27.541504,25.826724,25.040016,25.542916,27.196225,23.174596,24.176889,24.393721,23.9121,26.759929
"ZFX",39.702601,42.016324,33.895684,30.9136,34.999056,33.709636,31.956409,33.8724,32.993536,24.492601
"ZFY",15.256836,10.923025,18.455616,18.207289,16.072081,17.363889,16.900321,18.421264,12.208036,12.103441
"ZFYVE1",59.151481,53.714241,55.279225,56.325025,51.566761,58.690921,57.1536,52.765696,68.326756,43.8244
"ZFYVE16",45.198729,22.099401,35.509681,38.875225,24.413481,27.857284,26.770276,25.715041,28.718881,19.210689
"ZFYVE19",32.959081,47.7481,37.222201,41.873841,40.947201,41.576704,45.819361,37.638225,47.4721,34.164025
"ZFYVE20",36.372961,36.638809,36.3609,37.258816,40.768225,38.1924,40.005625,37.051569,36.469521,35.366809
"ZFYVE21",34.035556,46.676224,43.007364,50.537881,35.700625,74.390625,71.774784,40.3225,82.828201,54.834025
"ZFYVE26",42.745444,43.599609,47.293129,68.707521,47.004736,44.742721,47.499664,48.469444,49.660209,38.588944
"ZFYVE27",66.896041,55.547209,60.171049,60.124516,62.932489,52.678564,54.405376,59.29,50.537881,51.494976
"ZFYVE28",23.367556,35.988001,24.960016,27.478564,29.452329,26.584336,23.609881,21.855625,24.8004,23.474025
"ZFYVE9",32.319225,27.699169,29.822521,30.074256,30.4704,37.307664,42.185025,29.062881,33.1776,33.443089
"ZG16",31.595641,31.516996,30.991489,30.9136,29.408929,29.278921,28.665316,28.815424,28.387584,38.056561
"ZG16B",27.154521,36.204289,39.551521,36.336784,30.869136,27.594009,39.526369,37.540129,26.8324,44.876601
"ZGLP1",44.675856,38.118276,48.149721,46.430596,42.7716,40.094224,41.4736,42.981136,38.241856,56.987401
"ZGPAT",51.883209,65.415744,58.446025,52.678564,64.754209,48.052624,57.547396,51.308569,53.670276,41.203561
"ZHX1",29.4849,50.865424,48.930025,51.753636,47.541025,58.951684,74.011609,59.428681,54.420129,43.0336
"ZHX2",50.965321,26.020201,35.784324,32.353344,49.098049,32.993536,32.421636,35.176761,31.069476,29.106025
"ZHX3",23.580736,28.174864,24.780484,26.01,25.210441,41.499364,33.721249,27.573001,32.913169,26.040609
"ZIC1",18.113536,16.834609,17.539344,17.230801,16.581184,31.8096,16.760836,17.065161,15.752961,19.669225
"ZIC2",13.380964,12.623809,12.902464,12.909649,13.868176,12.845056,13.875625,13.184161,16.248961,13.505625
"ZIC3",20.115225,15.9201,17.073424,17.3056,17.581249,16.232841,16.353936,16.548624,16.056049,17.073424
"ZIC4",15.6025,14.938225,14.768649,15.350724,14.348944,15.689521,14.303524,14.2884,14.478025,15.776784
"ZIC5",19.342404,18.3184,18.567481,18.7489,18.378369,18.447025,19.219456,18.173169,18.481401,22.420225
"ZIK1",22.638564,22.953681,23.444964,23.309584,29.604481,24.950025,23.512801,32.455809,21.409129,22.886656
"ZIM2",38.1924,28.430224,32.49,33.582025,31.651876,28.718881,28.376929,30.614089,27.815076,30.902481
"ZIM3",10.439361,10.484644,10.201636,10.074276,9.935104,9.947716,10.144225,10.220809,9.897316,10.784656
"ZKSCAN1",37.859409,56.4001,45.643536,42.5104,48.288601,55.428025,54.937744,49.801249,58.033924,27.510025
"ZKSCAN2",36.517849,41.0881,38.44,40.691641,37.258816,43.270084,36.566209,42.081169,40.819321,32.205625
"ZKSCAN3",18.905104,19.474569,18.498601,19.9809,18.913801,18.309841,18.326961,19.766916,19.971961,19.6249
"ZKSCAN4",39.891856,33.814225,38.303721,42.7716,44.729344,42.094144,41.254929,47.389456,43.112356,33.281361
"ZKSCAN5",35.058241,49.617936,37.380996,37.982569,41.319184,41.912676,40.564161,41.822089,42.915601,32.809984
"ZMAT1",18.020025,11.215801,18.870336,18.610596,25.160256,12.859396,12.475024,26.4196,15.697444,19.395216
"ZMAT2",94.051204,88.717561,88.209664,85.895824,85.229824,85.082176,86.044176,80.084601,78.092569,89.529444
"ZMAT3",37.405456,60.093504,43.112356,45.495025,49.364676,78.004224,59.490369,40.436881,66.732561,52.027369
"ZMAT4",31.013761,24.970009,27.300625,27.825625,26.337424,30.569841,23.843689,24.196561,23.396569,28.976689
"ZMAT5",40.998409,53.056656,41.422096,40.347904,36.542025,46.730896,40.475044,35.485849,47.61,30.9136
"ZMIZ1",56.565441,43.943641,52.969284,51.4089,39.879225,45.589504,42.367081,52.1284,45.846441,42.719296
"ZMIZ2",47.983329,49.056016,54.6121,54.700816,53.802225,47.665216,48.650625,48.3025,49.308484,60.047001
"ZMPSTE24",85.026841,101.485476,90.859024,104.980516,84.953089,106.110601,110.229001,90.364036,94.575625,87.853129
"ZMYM1",23.348224,48.205249,34.374769,36.905625,44.823025,43.758225,48.804196,48.8601,46.036225,32.764176
"ZMYM2",34.633225,30.492484,32.319225,28.793956,39.037504,27.311076,32.046921,43.322724,29.680704,30.349081
"ZMYM3",27.269284,44.422225,35.259844,38.0689,43.507216,40.309801,37.21,51.065316,43.375396,35.952016
"ZMYM4",27.762361,51.079609,53.949025,52.940176,51.351556,65.853225,55.815841,63.744256,67.092481,37.405456
"ZMYM5",25.150225,28.826161,23.454649,19.421649,28.419561,23.213124,26.388769,27.405225,23.1361,21.040569
"ZMYM6",22.581504,29.5936,28.965924,27.941796,28.611801,26.574025,25.220484,26.770276,25.4016,20.548089
"ZMYND10",25,25.351225,23.765625,23.4256,22.829284,24.186724,22.877089,22.572001,22.505536,28.462225
"ZMYND11",27.573001,43.744996,33.814225,38.44,37.810201,49.914225,40.487769,36.735721,46.471489,34.281025
"ZMYND12",16.999129,15.460624,18.309841,21.594609,16.597476,17.799961,19.0096,22.2784,19.027044,61.481281
"ZMYND15",32.3761,19.554084,32.353344,39.715204,20.912329,20.757136,22.268961,20.958084,20.0704,22.202944
"ZMYND17",19.909444,20.0704,21.427641,19.562929,21.724921,18.809569,17.8084,19.704721,16.916769,17.539344
"ZMYND19",31.730689,62.204769,40.985604,44.649124,50.893956,58.936329,68.0625,55.756089,52.330756,40.018276
"ZMYND8",32.273761,31.9225,30.946969,33.350625,34.292736,30.305025,33.628401,37.319881,37.662769,34.527376
"ZNF10",22.212369,20.602521,21.261321,22.458121,27.552001,24.1081,22.581504,31.214569,22.477081,24.5025
"ZNF100",17.943696,16.248961,17.313921,17.172736,16.443025,15.389929,15.984004,20.007729,15.586704,17.825284
"ZNF101",34.5744,58.767556,34.539129,32.809984,68.211081,25.553025,31.685641,39.639616,32.959081,39.488656
"ZNF107",36.978561,33.258289,21.483225,21.743569,33.674809,20.232004,25.674489,30.481441,21.631801,25.150225
"ZNF114",13.883076,13.366336,13.483584,14.653584,13.454224,13.380964,15.713296,19.053225,16.329681,17.264025
"ZNF117",50.6944,19.254544,22.193521,22.137025,19.412836,18.757561,20.349121,25.633969,22.676644,23.707161
"ZNF12",55.995289,63.760225,50.722884,50.580544,61.716736,62.853184,54.671236,53.042089,63.0436,42.693156
"ZNF124",23.415921,28.1961,29.822521,33.212169,27.941796,24.265476,22.829284,40.564161,30.569841,25.542916
"ZNF131",37.736449,47.238129,39.287824,35.724529,52.591504,36.626704,43.072969,53.772889,36.012001,33.281361
"ZNF132",17.123044,14.992384,15.944049,17.884441,15.872256,21.724921,15.872256,16.867449,21.224449,17.690436
"ZNF133",28.783225,37.100281,34.586161,37.222201,42.367081,44.983849,53.890281,42.876304,44.568976,32.569849
"ZNF134",39.337984,39.425841,42.784681,43.943641,45.091225,43.138624,46.335249,51.566761,43.086096,30.107169
"ZNF135",30.614089,26.388769,28.387584,28.933641,28.987456,31.382404,28.494244,32.924644,28.047616,28.987456
"ZNF136",50.922496,51.2656,46.009089,45.0241,58.0644,42.146064,38.912644,55.145476,42.003361,30.426256
"ZNF137P",28.153636,21.706281,26.925721,27.688644,39.879225,22.174681,23.9121,36.990724,22.174681,28.227969
"ZNF138",20.421361,41.062464,19.633761,22.972849,36.144144,22.401289,28.111204,34.210801,27.019204,21.353641
"ZNF14",40.411449,41.6025,33.339076,34.609689,61.653904,35.070084,41.809156,46.635241,36.385024,35.712576
"ZNF140",31.404816,31.102929,30.846916,32.3761,40.132225,34.128964,36.699364,37.564641,37.491129,23.882769
"ZNF141",16.410601,17.564481,17.040384,17.64,23.280625,16.248961,16.548624,25.060036,17.007376,16.933225
"ZNF142",45.306361,56.595529,46.840336,45.198729,52.475536,44.582329,50.808384,50.537881,46.24,39.087504
"ZNF143",74.200996,69.538921,67.881121,61.858225,70.509609,55.130625,66.113161,60.637369,54.199044,55.547209
"ZNF146",40.462321,81.252196,60.279696,57.168721,68.128516,72.812089,63.616576,64.272289,69.355584,50.5521
"ZNF148",54.982225,46.185616,43.573201,39.879225,48.944016,47.375689,43.890625,43.758225,48.511225,39.980329
"ZNF154",16.232841,15.311569,15.976009,15.563025,16.5649,16.224784,15.124321,16.4025,15.225604,15.784729
"ZNF155",21.724921,19.298449,21.818241,22.165264,21.967969,24.285184,23.011209,18.983449,24.157225,19.219456
"ZNF157",11.075584,10.830681,10.478169,10.394176,10.876804,10.3041,10.144225,11.215801,10.316944,11.621281
"ZNF16",33.977241,42.6409,36.433296,37.859409,42.302016,43.204329,47.983329,45.981961,43.520409,37.896336
"ZNF160",31.933801,30.813601,29.463184,28.772496,34.6921,28.121809,26.863489,30.824704,27.941796,31.36
"ZNF165",33.120025,11.634921,12.8164,13.432225,18.292729,14.356521,50.765625,36.252441,12.802084,14.130081
"ZNF167",23.7169,21.040569,22.014864,24.860196,25.836889,28.09,24.167056,30.052324,24.423364,23.338561
"ZNF169",28.185481,25.190361,27.237961,25.411681,26.977636,22.221796,22.325625,24.413481,23.107249,27.6676
"ZNF17",13.155129,15.492096,14.273284,14.100025,15.6025,15.421329,15.563025,20.802721,14.868736,14.303524
"ZNF174",25.411681,40.678884,26.998416,28.783225,32.194276,34.012224,31.595641,32.959081,34.939921,30.239001
"ZNF175",16.0801,20.748025,21.706281,22.695696,23.116864,23.941449,20.720704,26.234884,24.492601,25.150225
"ZNF177",22.496049,18.49,20.693401,23.551609,23.687689,27.657081,22.553001,34.058896,24.255625,22.221796
"ZNF18",54.1696,52.374169,40.857664,43.309561,50.708641,43.375396,47.541025,48.902049,44.102881,35.2836
"ZNF180",28.6225,38.291344,30.946969,32.171584,41.165056,33.0625,36.264484,40.411449,34.751025,30.162064
"ZNF182",43.362225,44.328964,38.489616,34.975396,46.321636,32.798529,32.809984,42.484324,37.356544,33.039504
"ZNF184",30.880249,56.565441,31.854736,40.972801,58.400164,40.0689,50.112241,63.441225,43.072969,29.300569
"ZNF185",70.358544,29.278921,67.601284,60.777616,34.351321,41.0881,102.921025,52.446564,76.3876,150.626529
"ZNF187",29.398084,34.904464,31.990336,33.907329,41.396356,45.508516,33.651601,39.037504,43.599609,25.816561
"ZNF189",55.756089,53.890281,58.323769,63.409369,60.652944,61.685316,58.859584,65.820769,66.048129,50.651689
"ZNF19",22.325625,20.657025,20.875761,21.846276,21.669025,23.464336,20.784481,20.638849,22.934521,21.473956
"ZNF192",14.273284,16.0801,14.145121,14.760964,13.535041,14.333796,12.068676,13.089924,16.032016,14.447601
"ZNF193",31.956409,27.185796,35.904064,34.503876,27.962944,33.942276,33.466225,44.7561,36.493681,29.626249
"ZNF195",24.453025,59.397849,39.150049,41.370624,50.808384,42.667024,47.251876,57.486724,50.069776,28.987456
"ZNF197",18.395521,22.733824,20.421361,21.864976,23.648769,27.331984,27.071209,25.280784,21.743569,19.766916
"ZNF2",33.200644,37.552384,34.070569,38.056561,39.627025,38.489616,37.063744,34.562641,35.605089,30.437289
"ZNF200",63.377521,55.636681,41.576704,46.117681,49.942489,37.3321,37.368769,41.242084,44.049769,28.249225
"ZNF202",23.824161,42.367081,31.125241,33.837489,40.627876,34.975396,38.900169,40.106889,32.855824,29.746116
"ZNF204P",12.680721,11.242609,12.6025,12.773476,30.019441,13.089924,28.998225,18.275625,12.054784,17.850625
"ZNF205",32.6041,34.386496,39.363076,35.497764,33.558849,37.552384,38.254225,36.650916,36.493681,52.649536
"ZNF207",53.831569,59.783824,56.731024,53.29,62.805625,45.522009,46.009089,59.5984,46.963609,44.4889
"ZNF208",11.758041,11.048976,11.009124,10.673289,11.108889,10.751841,10.942864,11.350161,10.588516,12.145225
"ZNF211",53.831569,42.237001,57.4564,51.051025,68.079001,45.657049,56.340036,63.123025,48.622729,53.260804
"ZNF212",46.226401,59.013124,55.621764,51.912025,55.487601,54.140164,57.183844,52.200625,52.519009,51.825601
"ZNF213",56.190016,57.410929,53.319204,54.066609,54.199044,53.479969,56.821444,50.594769,54.375876,53.743561
"ZNF214",15.768841,14.523721,15.7609,16.064064,14.784025,16.736281,15.8404,15.507844,14.7456,18.783556
"ZNF215",18.190225,16.785409,17.048641,18.2329,17.3056,21.150801,21.883684,20.304036,18.241441,17.0569
"ZNF217",101.545929,76.790169,92.313664,77.774761,88.472836,79.103236,85.248289,75.742209,62.948356,52.070656
"ZNF219",29.452329,28.869129,30.305025,31.002624,29.16,32.228329,34.963569,30.680521,29.866225,33.362176
"ZNF22",30.239001,81.090025,56.685841,49.463089,64.384576,60.279696,46.676224,83.3569,79.263409,57.198969
"ZNF221",16.941456,16.605625,16.719921,16.556761,16.426809,16.842816,16.6464,16.760836,15.960025,18.705625
"ZNF222",44.063044,24.860196,33.235225,34.363044,36.699364,37.6996,32.672656,42.198016,35.593156,28.3024
"ZNF223",16.265089,11.498881,21.298225,25.522704,19.829209,21.372129,23.600164,25.725184,22.335076,20.052484
"ZNF224",25.887744,26.915344,25.948836,25.765776,30.5809,23.280625,21.734244,25.462116,23.9121,24.581764
"ZNF225",14.447601,17.833729,17.740944,18.896409,19.918369,18.8356,15.202201,20.259001,17.330569,14.010049
"ZNF226",19.775809,22.992025,23.746129,25.918281,28.718881,27.415696,26.904969,28.419561,27.888961,26.193924
"ZNF227",26.050816,49.660209,32.080896,30.382144,45.630025,36,34.1056,39.175081,45.319824,18.438436
"ZNF229",12.061729,11.055625,12.187081,13.660416,11.868025,16.81,14.523721,14.025025,14.691889,13.660416
"ZNF23",17.438976,39.5641,28.815424,31.516996,50.069776,52.432081,40.96,46.009089,35.892081,36.264484
"ZNF230",17.322244,11.985444,13.0321,12.510369,14.791716,11.377129,11.444689,12.3201,12.103441,10.778089
"ZNF232",18.826921,59.9076,34.2225,43.230625,53.699584,44.289025,51.4089,48.553024,49.098049,38.378025
"ZNF233",15.610401,14.175225,15.015625,15.848361,14.661241,16.418704,15.594601,16.281225,17.816841,16.224784
"ZNF234",13.446889,13.868176,16.999129,19.4481,18.826921,19.963024,19.766916,19.633761,19.070689,16.883881
"ZNF235",19.044496,19.954089,21.492496,22.071204,22.924944,19.307236,21.464689,21.799561,21.678336,21.040569
"ZNF236",35.856144,33.281361,35.378704,36.288576,43.283241,33.8724,35.509681,40.921609,33.269824,28.047616
"ZNF238",75.064896,23.3289,47.8864,34.703881,45.981961,36.699364,33.005025,39.753025,39.200121,39.000025
"ZNF239",24.641296,15.880225,20.3401,22.250089,28.355625,36.072036,22.174681,25.593481,18.861649,34.1056
"ZNF24",57.093136,48.274704,49.533444,45.118089,49.364676,40.768225,43.665664,45.738169,41.3449,48.622729
"ZNF248",27.678121,28.259856,27.751824,28.901376,34.374769,30.173049,28.912129,35.964009,27.8784,30.426256
"ZNF25",25.867396,33.512521,36.409156,38.093584,40.005625,45.549001,30.5809,34.012224,35.081929,36.252441
"ZNF250",21.855625,20.830096,17.969121,18.705625,21.678336,21.399876,24.631369,21.949225,22.043025,18.309841
"ZNF251",27.217089,33.918976,27.688644,29.767936,38.675961,42.354064,34.082244,37.442161,42.055225,24.9001
"ZNF252",31.8096,26.275876,30.880249,31.618129,32.8329,32.7184,32.809984,32.387481,29.539225,30.239001
"ZNF253",22.353984,34.798201,21.836929,24.940036,35.354916,24.068836,25.170289,30.958096,26.842761,25.542916
"ZNF254",26.790976,20.948929,22.8484,23.794884,26.708224,22.829284,24.750625,29.866225,24.730729,22.8484
"ZNF256",16.176484,20.187049,19.492225,21.771556,32.239684,24.7009,30.591961,45.306361,24.561936,24.850225
"ZNF257",10.517049,14.760964,10.458756,10.942864,13.410244,10.471696,10.982596,14.6689,11.102224,10.7584
"ZNF259",46.744569,74.459641,66.243321,68.525284,69.806025,69.239041,75.724804,73.427761,68.591524,59.876644
"ZNF259P1",14.032516,13.235044,14.303524,14.032516,13.402921,14.040009,14.8225,13.6161,14.945956,13.097161
"ZNF260",20.475625,44.289025,32.410249,40.182921,50.381604,52.8529,58.3696,55.8009,62.536464,35.212356
"ZNF263",55.935441,64.866916,60.248644,60.2176,69.705801,61.027344,66.015625,69.588964,61.685316,45.387169
"ZNF264",32.729841,36.893476,38.328481,39.425841,44.916804,38.093584,43.1649,38.514436,39.388176,34.269316
"ZNF266",67.24,78.978769,72.148036,66.552964,94.109401,59.1361,62.980096,86.211225,63.138916,71.757841
"ZNF267",115.240225,83.156161,79.441569,84.989961,75.986089,38.638656,57.0025,70.862724,60.435076,54.184321
"ZNF268",19.280881,33.977241,26.481316,32.285124,32.661225,35.940025,34.81,36.626704,37.368769,27.604516
"ZNF271",25.674489,31.203396,29.8116,27.520516,30.305025,34.515625,29.333056,32.626944,30.514576,78.889924
"ZNF273",23.658496,30.647296,20.475625,21.958596,27.825625,21.706281,30.316036,34.281025,24.950025,20.187049
"ZNF274",67.125249,44.809636,53.275401,53.949025,63.6804,42.850116,57.289761,62.7264,45.198729,48.135844
"ZNF275",34.304449,47.900241,41.847961,44.249104,64.545156,60.590656,35.414401,54.715609,50.197225,46.991025
"ZNF276",47.720464,41.835024,39.879225,35.928036,45.2929,33.315984,35.105625,35.688676,35.916049,35.988001
"ZNF277",31.550689,36.759969,35.856144,30.294016,36.4816,32.080896,35.129329,33.385284,39.287824,23.242041
"ZNF280A",19.758025,17.272336,18.071001,18.412681,17.952169,17.623204,17.986081,16.982641,17.901361,19.456921
"ZNF280B",24.860196,33.005025,23.338561,29.203216,33.698025,27.468081,21.040569,33.721249,30.107169,27.962944
"ZNF280C",17.3889,37.161216,23.580736,23.377225,35.271721,26.863489,28.238596,43.626025,27.941796,17.698849
"ZNF280D",22.581504,22.7529,26.646244,24.890121,30.724849,28.751044,24.245776,32.924644,29.398084,23.444964
"ZNF281",90.516196,69.239041,70.341769,64.786401,69.622336,76.195441,60.155536,77.633721,62.331025,53.4361
"ZNF282",40.3225,58.232161,42.732369,44.142736,47.927929,51.624225,53.963716,49.928356,58.568409,35.176761
"ZNF283",13.667809,14.455204,15.792676,17.081689,20.331081,19.061956,23.8144,19.166884,19.882681,13.454224
"ZNF284",32.455809,22.667121,33.223696,34.999056,38.365636,36.204289,38.180041,36.517849,35.295481,33.120025
"ZNF285",27.331984,20.061441,24.137569,29.300569,28.783225,32.024281,29.452329,46.362481,32.171584,34.739236
"ZNF286A",24.581764,30.924721,23.990404,24.413481,30.5809,30.0304,30.085225,29.582721,29.506624,27.04
"ZNF287",18.861649,18.593344,18.207289,18.464209,19.044496,20.566225,18.130564,18.378369,18.818244,19.263321
"ZNF292",48.372025,39.450961,32.993536,28.143025,43.718544,34.3396,33.825856,41.692849,34.117281,22.762441
"ZNF295",49.7025,59.013124,55.0564,58.583716,61.575409,58.5225,72.403081,67.584841,54.508689,33.143049
"ZNF296",26.071236,32.126224,27.489049,24.226084,21.492496,20.25,28.922884,22.193521,22.448644,22.005481
"ZNF29P",12.243001,11.189025,12.124324,12.327121,11.621281,11.323225,11.999296,11.669056,11.2225,12.334144
"ZNF3",27.217089,25.280784,26.357956,25.150225,28.259856,25.150225,26.801329,30.6916,26.512201,22.924944
"ZNF30",20.693401,24.880144,22.212369,27.762361,47.623801,30.835809,34.951744,38.651089,42.732369,32.592681
"ZNF300",19.079424,16.394401,22.619536,22.695696,21.9961,33.616804,31.539456,29.626249,37.051569,23.261329
"ZNF300P1",13.380964,12.061729,13.808656,13.454224,12.581209,19.545241,24.472809,13.205956,16.744464,13.853284
"ZNF302",27.102436,27.573001,38.750625,43.744996,56.5504,42.680089,37.356544,49.815364,43.507216,44.675856
"ZNF304",18.983449,43.665664,29.7025,31.516996,39.325441,38.031889,44.796249,43.917129,39.727809,24.631369
"ZNF311",11.607649,12.538681,11.950849,13.875625,12.623809,14.699556,18.8356,15.397776,13.198689,13.184161
"ZNF316",34.869025,30.636225,32.901696,31.304025,29.387241,30.5809,29.084449,29.724304,28.601104,37.124649
"ZNF317",39.601849,63.536841,47.651409,50.239744,45.765225,44.275716,41.229241,42.523441,46.498761,27.709696
"ZNF318",32.649796,41.951529,40.678884,40.043584,39.551521,39.3129,35.796289,36.168196,40.081561,34.047225
"ZNF319",48.8601,44.742721,40.386025,37.650496,43.046721,36.048016,35.772361,36.228361,37.675044,31.438449
"ZNF32",23.736384,30.041361,43.639236,52.200625,62.789776,68.989636,60.855601,61.449921,61.230625,42.016324
"ZNF320",21.381376,25.938649,25.938649,34.3396,33.593616,38.241856,33.074001,44.943616,34.152336,26.327161
"ZNF321",12.916836,14.122564,12.723489,11.847364,12.173121,12.096484,12.496225,14.205361,12.623809,13.351716
"ZNF322A",45.778756,49.224256,49.8436,50.2681,56.685841,58.813561,54.804409,58.201641,59.582961,50.495236
"ZNF322B",25.010001,36.1201,30.902481,35.676729,25.060036,41.796225,35.271721,25.040016,45.010681,18.3184
"ZNF323",19.289664,18.722929,18.344089,24.581764,19.430464,22.335076,46.758244,34.904464,51.926436,19.1844
"ZNF324",53.1441,46.812964,47.541025,44.903401,52.345225,47.169424,53.611684,48.594841,46.635241,37.319881
"ZNF324B",25.050025,25.3009,24.651225,24.8004,23.707161,24.1081,24.364096,23.648769,24.000201,25.8064
"ZNF326",22.165264,30.063289,27.594009,24.9001,26.574025,28.376929,27.615025,34.398225,27.405225,22.829284
"ZNF329",25.745476,18.852964,23.609881,32.878756,46.949904,43.112356,43.309561,50.665924,38.800441,35.676729
"ZNF330",41.165056,71.0649,58.079641,60.855601,58.033924,58.736896,54.997056,61.873956,53.714241,38.155329
"ZNF331",42.876304,35.4025,49.252324,51.480625,57.76,48.219136,42.133081,54.361129,41.190724,29.855296
"ZNF333",30.869136,21.427641,26.863489,22.829284,24.681024,22.043025,19.775809,24.492601,21.031396,21.353641
"ZNF334",13.359025,12.616704,12.794929,14.891881,13.046544,17.4724,15.531481,19.456921,14.653584,14.318656
"ZNF335",36.942084,37.429924,36.869184,34.281025,37.051569,32.353344,33.721249,32.878756,31.956409,36.687249
"ZNF337",35.940025,57.168721,43.8244,45.684081,60.466176,48.205249,50.296464,55.532304,51.926436,42.419169
"ZNF33A",42.889401,32.137561,32.114889,26.811684,36.517849,26.142769,31.225744,34.786404,29.138404,35.188624
"ZNF33B",23.833924,25.979409,26.050816,21.557449,33.953929,23.251684,27.164944,33.907329,30.085225,25.644096
"ZNF34",24.255625,32.410249,33.373729,28.740321,31.214569,29.789764,32.638369,34.680321,34.562641,22.297284
"ZNF341",29.106025,31.854736,28.483569,27.867841,27.9841,27.793984,30.096196,27.321529,29.008996,22.335076
"ZNF343",25.938649,30.935844,27.910089,29.582721,31.640625,32.251041,33.166081,31.304025,31.663129,31.203396
"ZNF345",20.620681,20.657025,21.390625,20.584369,23.668225,20.034576,20.994724,23.648769,21.483225,20.566225
"ZNF346",33.350625,43.56,31.753225,28.858384,40.005625,32.844361,34.987225,36.735721,41.899729,39.287824
"ZNF347",13.329801,13.771521,14.273284,17.413929,15.904144,19.439281,16.128256,17.147881,17.7241,14.584761
"ZNF35",29.7025,28.6225,36.808489,41.332041,28.890625,42.081169,42.994249,36.954241,43.322724,30.272004
"ZNF350",39.300361,19.722481,30.969225,29.517489,33.8724,24.423364,25.633969,33.953929,26.347689,23.9121
"ZNF354A",49.056016,47.458321,44.649124,44.063044,44.983849,45.360225,49.434961,41.434969,49.999041,32.024281
