gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
LRRN1	17.048641	17.3889	11.370384	33.235225	12.837889	16.088121	11.343424	10.660225	11.478544	15.397776	19.158129	51.480625	11.082241	10.679824	10.042561	11.282881	11.189025	14.152644	10.297681	10.549504	11.621281
LRRN3	19.766916	19.430464	20.548089	21.325924	31.2481	18.003049	16.670889	21.335161	21.566736	24.098281	25.441936	19.678096	45.859984	27.531009	60.248644	72.352036	71.961289	58.798224	63.266116	32.205625	17.430625
LTB	70.190884	49.322529	44.689225	71.639296	32.6041	32.821441	44.849809	41.499364	49.970761	60.341824	76.055841	44.209201	60.233121	50.253921	36.747844	80.6404	82.156096	71.470116	74.011609	78.092569	42.823936
LUM	9.897316	13.808656	11.055625	16.605625	135.140625	13.039321	15.046641	12.4609	11.142244	11.323225	9.891025	10.89	10.89	12.880921	133.356304	9.529569	9.412624	11.621281	9.461776	9.690769	10.067929
LY86	101.909025	55.308969	80.856064	43.151761	29.041321	30.924721	24.4036	96.412761	103.0225	39.350529	47.789569	63.473089	63.536841	52.200625	43.178041	43.8244	39.589264	42.3801	31.0249	32.764176	28.901376
LYVE1	18.156121	20.007729	20.169081	18.7489	18.2329	17.952169	95.277121	21.977344	20.187049	18.6624	24.9001	23.4256	21.077281	34.821801	90.041121	17.960644	18.412681	18.267076	17.380561	18.224361	104.427961
LYZ	30.514576	87.160896	121.418361	104.060401	12.680721	13.060996	16.475481	130.850721	148.620481	43.718544	121.749156	36.060025	54.1696	19.158129	69.322276	58.201641	41.822089	58.461316	13.278736	21.911761	13.1769
MAD2L1	34.492129	59.105344	21.977344	23.1361	57.623281	46.009089	33.396841	29.877156	19.518724	52.533504	17.480761	39.112516	21.270544	18.421264	21.353641	37.748736	49.392784	37.994896	109.725625	36.397089	55.428025
MAF	16.232841	20.115225	34.433424	14.945956	20.259001	35.426304	34.656769	31.125241	23.961025	29.975625	18.105025	20.331081	23.775376	17.438976	36.469521	38.0689	39.526369	32.924644	31.843449	39.325441	38.713284
MAFB	33.628401	60.84	97.042201	36.650916	64.689849	103.530625	81.432576	121.793296	134.722449	43.480836	77.000625	47.100769	56.806369	55.294096	98.843364	52.620516	36.663025	43.943641	26.193924	28.451556	71.216721
MAGEC1	17.313921	17.5561	17.64	19.784704	17.106496	17.065161	18.156121	17.3056	17.5561	17.969121	18.096516	43.837641	18.361225	23.9121	15.492096	17.8084	17.514225	17.447329	16.467364	17.189316	16.621929
MAL	30.217009	35.081929	34.774609	28.676025	25.928464	30.503529	26.471025	31.382404	31.945104	30.481441	35.0464	42.523441	69.488896	43.178041	29.560969	98.446084	112.826884	75.186241	59.4441	117.440569	24.940036
MAL2	12.588304	12.467961	13.388281	15.968016	12.567025	114.961284	22.165264	13.432225	12.595401	13.630864	13.697401	16.281225	14.424804	14.891881	46.362481	12.1104	12.595401	12.496225	11.909401	12.659364	12.027024
MAMDC2	11.122225	27.920656	11.115556	10.870209	23.435281	26.4196	22.165264	12.8164	11.075584	11.249316	11.296321	11.410884	12.264004	11.6964	75.916369	11.329956	10.673289	12.996025	10.169721	11.309769	23.736384
MAN1C1	21.669025	28.4089	43.943641	27.520516	41.951529	23.794884	49.028004	38.825361	35.676729	33.790969	25.755625	34.245904	33.651601	26.873856	54.745201	56.190016	62.900761	47.789569	33.860761	53.479969	30.514576
MARCO	31.933801	33.431524	50.893956	30.991489	29.713401	32.878756	37.271025	82.4464	62.110161	28.1961	33.709636	31.013761	42.954916	39.740416	45.077796	34.164025	29.398084	30.880249	28.376929	33.686416	27.321529
MEFV	26.594649	23.444964	27.363361	116.683204	26.440164	24.581764	22.4676	25.462116	37.344321	28.858384	46.212804	24.890121	25.959025	27.008809	22.496049	25.110121	22.972849	27.709696	27.604516	23.902321	25.160256
MFAP5	13.140625	12.823561	13.417569	12.809241	103.205281	53.406864	13.645636	18.198756	14.130081	12.630916	13.424896	14.379264	15.335056	20.757136	127.080529	12.981609	12.6736	14.508481	12.510369	12.709225	12.916836
MGAM	15.202201	19.5364	17.783089	77.369616	14.152644	18.369796	14.485636	19.149376	39.677401	34.562641	117.2889	15.968016	18.740241	18.774889	14.776336	15.594601	14.961424	20.820969	16.4025	13.875625	13.571856
MGAT4A	26.7289	30.448324	43.112356	34.586161	13.905441	18.645124	26.388769	38.837824	37.027225	54.479161	41.370624	23.184225	29.942784	18.948609	26.378496	54.952569	58.951684	63.696361	31.674384	53.071225	26.3169
MGC16075	21.883684	13.512976	13.417569	25.847056	13.579225	13.675204	12.8164	14.485636	14.167696	14.876449	15.8404	46.444225	13.749264	16.703569	11.56	13.039321	13.564489	14.235529	13.741849	13.402921	12.538681
MGC29506	65.674816	46.621584	28.217344	23.804641	24.364096	23.541904	26.604964	25.280784	30.924721	27.815076	26.956864	120.033936	33.039504	37.773316	25.230529	33.7561	29.877156	29.452329	55.621764	29.997529	22.857961
MGC40069	13.184161	13.845841	13.191424	13.373649	12.716356	13.024881	12.809241	13.133376	13.69	13.293316	13.749264	13.653025	20.088324	15.046641	11.985444	25.7049	27.447121	21.169201	12.659364	29.322225	12.8164
MGP	15.768841	13.198689	13.1044	13.351716	21.6225	13.667809	54.538225	13.645636	13.205956	12.859396	15.21	14.017536	15.872256	17.530969	98.942809	14.333796	15.397776	16.4025	12.425625	20.052484	61.261929
MLC1	21.864976	52.765696	22.896225	20.142144	22.306729	21.455424	22.3729	21.576025	29.343889	44.849809	24.661156	22.108804	34.6921	32.092225	20.106256	25.482304	20.548089	29.246464	22.165264	21.261321	20.286016
MMP1	12.489156	13.778944	26.904969	11.826721	110.649361	65.431921	52.896529	26.977636	20.079361	12.222016	12.630916	12.131289	82.0836	13.003236	10.923025	15.452761	11.840481	12.271009	10.784656	11.9025	92.083216
MMP12	13.235044	14.984641	91.718929	18.4041	24.950025	16.459249	12.802084	50.5521	14.5161	15.776784	15.421329	15.21	15.578809	28.068804	15.492096	16.0	15.1321	13.883076	19.456921	13.227769	13.039321
MMP3	12.709225	13.0321	13.786369	13.068225	91.450969	27.478564	14.115049	14.470416	13.133376	13.3225	13.256881	13.068225	14.356521	14.273284	12.916836	12.482089	12.8164	12.567025	12.411529	13.727025	12.616704
MMP7	24.860196	26.759929	37.515625	26.368225	21.631801	23.931664	26.378496	66.048129	30.824704	22.515025	23.068809	26.142769	26.142769	30.813601	24.591681	22.781529	23.863225	22.099401	21.003889	22.477081	21.911761
MMRN1	11.0224	42.745444	10.361961	9.884736	10.093329	10.214416	109.035364	10.407076	14.235529	13.808656	10.778089	13.075456	91.508356	10.6276	34.175716	10.208025	10.595025	10.797796	10.640644	10.284849	123.276609
MMRN2	15.856324	16.016004	15.752961	16.048036	15.578809	24.462916	52.983841	15.737089	15.896169	15.108769	16.248961	15.649936	19.465744	19.412836	56.746089	15.992001	15.303744	15.673681	13.9129	16.426809	69.472225
MND1	17.372224	34.916281	12.453841	13.133376	24.186724	23.242041	15.217801	13.505625	11.916304	24.850225	12.306064	17.413929	13.060996	13.935289	10.023556	16.192576	18.352656	14.607684	66.814276	13.868176	25.090081
MNDA	42.1201	50.154724	93.141801	109.579024	12.916836	15.358561	14.295961	92.775424	117.137329	22.1841	166.384201	27.646564	55.980324	19.936225	55.606849	48.664576	25.887744	40.768225	13.220496	14.167696	13.003236
MNS1	17.757796	40.7044	14.508481	15.100996	31.013761	19.695844	15.578809	16.208676	13.060996	15.952036	13.853284	15.507844	15.665764	14.546596	25.735329	13.512976	13.118884	14.830201	11.985444	14.190289	16.695396
MPEG1	78.074896	44.6224	62.0944	41.409225	14.938225	16.785409	16.0	76.825225	129.709321	25.563136	92.563641	36.252441	51.136801	31.719424	71.301136	39.450961	25.110121	32.410249	14.243076	15.729156	15.147664
MPO	20.647936	94.789696	31.147561	21.8089	19.589476	19.263321	21.501769	24.850225	30.880249	20.241001	27.311076	26.061025	25.120144	32.890225	18.139081	24.314761	21.743569	25.847056	19.088161	21.548164	20.277009
MREG	41.357761	46.294416	95.335696	26.988025	36.372961	74.545956	30.603024	87.534736	35.964009	40.360609	23.707161	30.924721	28.579716	23.541904	39.501225	36.3609	41.049649	37.982569	61.889689	39.1876	29.964676
MS4A1	128.006596	19.201924	23.600164	23.853456	15.468489	15.256836	14.784025	20.548089	29.669809	22.972849	28.804689	32.638369	66.5856	22.221796	18.541636	34.199104	24.591681	32.182929	23.794884	20.1601	14.969161
MS4A14	30.294016	18.974736	37.920964	15.976009	15.665764	15.832441	16.040025	51.811204	61.905424	17.4724	19.140625	18.558864	22.515025	19.616041	28.451556	19.0969	17.799961	18.636489	16.345849	15.984004	16.687225
MS4A3	13.097161	39.400729	12.902464	17.816841	11.881809	11.573604	11.370384	13.060996	21.696964	14.768649	28.665316	14.577124	15.124321	14.485636	11.135569	24.472809	15.618304	19.386409	12.152196	12.278016	11.689561
MS4A4A	18.361225	29.2681	65.205625	18.905104	16.378209	16.605625	17.783089	83.210884	54.037201	18.088009	20.939776	25.010001	22.202944	24.581764	53.626329	19.651489	18.190225	18.974736	26.399044	17.859076	16.662724
MS4A6A	27.331984	40.259025	64.096036	29.9209	22.733824	22.838841	23.775376	49.364676	77.404804	26.853124	49.294441	34.210801	38.750625	46.703556	57.684025	30.459361	27.825625	30.272004	23.541904	23.902321	23.2324
MS4A7	37.711881	36.216324	75.411856	19.873764	16.516096	16.297369	14.945956	104.734756	104.960025	25.948836	29.095236	28.185481	34.869025	26.234884	52.896529	32.49	20.948929	25.989604	16.184529	17.322244	15.9201
MSR1	15.186609	16.605625	28.270489	17.347225	16.176484	14.8225	15.421329	54.184321	22.118209	14.969161	16.982641	17.783089	16.040025	21.4369	23.367556	15.5236	15.217801	16.200625	15.984004	15.960025	16.040025
MTMR11	25.938649	28.751044	36.300625	26.061025	49.660209	47.018449	35.450116	42.042256	68.260644	27.112849	32.626944	34.374769	38.415204	41.126569	44.462224	31.326409	31.225744	29.257281	26.915344	30.503529	37.234404
MXRA5	20.557156	22.524516	22.867524	35.832196	109.641841	52.099524	28.783225	22.591009	22.515025	24.661156	28.536964	23.049601	24.552025	28.7296	91.183401	20.232004	22.486564	23.280625	20.529961	23.213124	18.215824
MYB	21.270544	67.947049	19.404025	44.023225	15.697444	17.816841	15.649936	19.740249	23.824161	23.853456	24.930049	18.352656	19.616041	19.545241	15.225604	29.778849	32.103556	25.391521	41.229241	29.571844	14.250625
MYCT1	16.064064	36.469521	16.184529	35.724529	16.426809	18.096516	71.876484	16.224784	18.344089	15.944049	18.966025	15.888196	43.877376	18.079504	48.372025	16.662724	15.808576	16.548624	15.264649	17.288964	83.265625
NAP1L2	17.623204	25.462116	12.938409	14.699556	13.593969	28.8369	20.4304	13.351716	14.508481	33.235225	14.326225	31.708161	18.653761	13.060996	23.155344	25.623844	37.785609	30.547729	18.464209	32.569849	17.8929
NAP1L3	15.492096	59.938564	11.806096	18.096516	43.256929	16.2409	23.3289	12.574116	14.175225	29.506624	14.0625	15.155449	31.730689	12.8164	36.372961	33.837489	41.280625	37.6996	11.785489	30.316036	21.16
NAPSB	93.934864	29.073664	45.050944	16.736281	17.081689	16.426809	17.522596	31.685641	58.5225	19.8916	21.911761	18.645124	32.3761	20.566225	24.098281	31.214569	21.8089	23.270976	17.631601	19.554084	17.123044
NCAPG	28.206721	50.239744	16.516096	14.814801	41.628304	34.916281	23.551609	20.857489	15.3664	33.443089	16.4025	25.020004	23.338561	18.054001	14.220441	23.951236	26.327161	20.0704	94.128804	28.579716	47.568609
NCEH1	20.457529	26.471025	57.896881	13.995081	44.275716	24.5025	34.374769	86.229796	46.936201	29.658916	12.702096	20.277009	13.927824	11.826721	27.6676	13.593969	17.205904	17.766225	44.729344	11.751184	38.763076
NCRNA00204B	32.558436	26.5225	26.142769	25.431849	22.477081	22.193521	25.786084	25.0	28.037025	23.687689	32.787076	24.334489	29.713401	24.314761	24.850225	38.663524	33.281361	30.758116	24.750625	38.539264	23.961025
NCRNA00246B	44.729344	27.636049	14.130081	17.480761	12.082576	14.500864	12.581209	13.905441	14.607684	24.157225	15.2881	21.381376	20.5209	15.202201	12.327121	31.685641	41.267776	35.533521	17.631601	49.266361	12.630916
NDP	13.155129	12.334144	34.409956	12.902464	16.769025	12.609601	15.7609	29.789764	18.292729	13.191424	13.1044	12.278016	17.8084	14.341369	14.546596	12.8881	12.453841	13.155129	12.687844	14.040009	12.432676
NEK2	19.918369	33.166081	14.333796	29.16	32.080896	24.552025	20.358144	17.665209	14.645929	28.751044	16.088121	21.0681	18.2329	16.818201	12.787776	18.275625	23.174596	19.088161	68.939809	24.7009	33.582025
NELL2	29.909961	28.291761	28.998225	27.019204	24.611521	38.0689	25.190361	31.5844	34.963569	39.1876	39.639616	35.2836	65.173329	43.612816	29.778849	96.157636	93.450889	103.124025	39.287824	62.647225	24.3049
NFE2	17.330569	70.946929	35.2836	53.934336	15.358561	22.099401	14.791716	18.688329	51.638596	17.255716	75.8641	17.909824	58.767556	79.5664	18.567481	27.237961	17.774656	21.3444	18.783556	16.769025	14.447601
NFE4	16.289296	16.370116	17.9776	29.3764	16.345849	16.353936	19.368801	18.156121	19.351201	17.572864	65.918161	18.447025	24.364096	20.811844	16.176484	16.900321	16.933225	16.941456	15.896169	17.464041	19.131876
NKG7	30.969225	41.460721	30.162064	25.725184	19.562929	21.325924	22.240656	31.416025	52.867441	146.192281	53.421481	24.098281	48.233025	33.512521	32.341969	82.591744	47.293129	115.412049	146.748996	25.532809	18.550249
NKX2-3	13.198689	27.952369	13.286025	12.369289	12.616704	12.496225	12.752041	12.880921	12.981609	12.348196	14.107536	13.1769	15.539364	15.171025	11.323225	13.366336	13.068225	13.4689	12.446784	13.5424	12.4609
NLRC3	82.609921	71.537764	18.983449	24.671089	14.930496	15.5236	22.3729	21.641104	28.955161	102.434641	29.571844	18.224361	68.790436	21.958596	20.502784	91.891396	100.620961	95.804944	95.589729	111.915241	30.846916
NLRC4	18.088009	17.589636	34.833604	18.688329	14.661241	14.531344	15.397776	39.012516	42.302016	15.6025	38.303721	16.394401	20.748025	17.455684	14.799409	18.558864	15.832441	16.867449	15.085456	15.808576	14.326225
NLRP3	17.918289	31.967716	31.404816	18.809569	16.257024	16.370116	16.459249	27.092025	51.022449	20.757136	33.582025	19.027044	22.099401	24.000201	16.736281	21.7156	20.232004	22.231225	18.164644	18.8356	16.120225
NNMT	23.726641	25.452025	24.255625	28.7296	134.258569	30.195025	141.253225	26.811684	22.429696	25.321024	24.117921	29.300569	30.713764	27.762361	100.580841	22.2784	21.150801	25.1001	22.231225	22.8484	117.245584
NOD2	31.820881	27.4576	46.335249	48.177481	16.459249	57.699216	33.028009	41.641209	77.757124	37.8225	71.876484	25.644096	22.448644	24.740676	18.037009	28.858384	31.674384	28.761769	27.029601	28.912129	19.316025
NOG	13.337104	31.888609	12.666481	13.300609	36.372961	16.216729	16.597476	13.039321	14.6689	13.235044	16.4025	12.945604	18.139081	17.774656	12.852225	41.847961	37.748736	30.880249	11.992369	25.725184	18.818244
NOSIP	85.433049	82.355625	68.112009	62.204769	72.675625	79.816356	91.336249	67.420521	70.006689	77.827684	73.393489	70.257924	60.248644	45.091225	66.683556	108.097609	101.888836	102.657424	83.411689	98.505625	81.396484
NOX4	12.453841	12.047841	11.950849	24.810361	18.088009	12.145225	29.4849	12.1104	12.257001	12.845056	13.053769	12.588304	13.682601	14.861025	32.194276	12.096484	12.131289	13.557124	12.687844	12.545764	54.434884
NPR3	16.443025	54.700816	17.313921	20.647936	37.075921	25.633969	16.524225	18.173169	18.190225	17.581249	18.6624	18.533025	19.324816	21.077281	33.489369	16.752649	17.480761	18.558864	16.883881	17.413929	15.634116
NPY1R	12.313081	12.013156	11.888704	15.547249	12.609601	20.729809	13.645636	12.411529	12.306064	12.780625	13.256881	12.6736	12.432676	14.554225	102.252544	11.108889	11.716929	12.510369	11.377129	11.937025	12.013156
NR1H3	28.313041	48.483369	52.809289	29.343889	38.900169	37.589161	61.6225	89.359209	37.724164	36.554116	30.239001	31.069476	26.5225	37.540129	69.155856	28.462225	32.194276	30.658369	37.736449	29.986576	63.170704
NRGN	30.173049	41.2164	46.009089	31.337604	28.387584	27.541504	34.281025	40.678884	78.623689	31.606884	47.900241	38.1924	149.279524	44.435556	39.891856	34.257609	32.296489	39.551521	29.975625	27.688644	47.541025
NTN4	11.4244	11.478544	11.737476	11.458225	57.988225	30.3601	56.190016	10.969344	11.175649	10.738729	11.498881	12.222016	15.610401	13.169641	70.913241	12.666481	15.721225	16.040025	10.5625	12.013156	112.423609
NTS	14.638276	17.189316	15.816529	17.089956	13.965169	14.455204	46.362481	16.168441	15.752961	16.581184	16.184529	18.9225	21.077281	22.8484	18.344089	14.799409	15.570916	15.389929	14.538969	14.622976	14.868736
NUF2	22.610025	48.8601	12.1801	11.792356	33.651601	29.365561	21.362884	15.8404	12.138256	39.413284	11.730625	20.133169	14.493249	10.575504	10.400625	19.598329	27.688644	18.292729	93.276964	26.224641	37.908649
OGN	11.6964	12.25	11.553201	11.999296	13.712209	11.175649	11.404129	12.8164	11.600836	13.388281	12.020089	12.033961	13.3225	13.184161	83.594449	11.519236	12.166144	12.859396	11.6281	12.588304	10.969344
OLIG1	13.682601	18.464209	15.116544	143.808064	12.313081	12.425625	12.236004	19.280881	65.723449	15.007876	60.886809	12.8881	16.257024	14.2884	11.861136	18.309841	14.622976	16.192576	12.787776	12.645136	12.369289
OLR1	13.147876	15.241216	45.333289	19.6249	18.003049	12.595401	12.702096	73.359225	51.480625	14.707225	39.551521	15.280281	13.454224	13.6161	10.982596	11.964681	12.425625	15.610401	11.444689	11.566801	11.675889
OR2W3	15.896169	27.688644	15.389929	17.405584	14.092516	14.333796	14.6689	15.093225	17.015625	14.5924	17.715681	17.5561	46.799281	76.702564	13.860729	15.952036	14.205361	15.492096	13.439556	14.424804	14.273284
OR52K3P	15.186609	16.670889	19.474569	37.271025	15.108769	15.093225	14.258176	23.357889	33.837489	15.832441	57.335184	18.774889	19.0969	20.757136	14.318656	16.548624	15.904144	15.2881	15.350724	15.968016	15.327225
ORM1	20.539024	20.557156	21.418384	18.714276	19.386409	19.492225	21.790224	23.1361	26.071236	18.524416	69.255684	23.824161	23.941449	30.1401	16.949689	23.707161	20.484676	23.590449	20.394256	20.647936	20.106256
OSCAR	17.347225	18.887716	49.112064	40.170244	18.593344	17.1396	18.198756	58.614336	56.610576	16.638241	48.246916	18.301284	19.044496	24.750625	15.737089	18.671041	17.438976	19.105641	16.875664	17.539344	15.642025
OSTALPHA	17.909824	18.139081	20.205025	19.722481	18.636489	19.2721	17.665209	20.958084	20.4304	18.481401	28.494244	24.088464	23.145721	56.927025	17.205904	19.368801	18.948609	19.1844	17.065161	18.020025	18.258529
OXNAD1	36.566209	50.027329	48.748324	25.080064	43.138624	52.215076	43.217476	47.224384	37.515625	62.489025	40.947201	53.085796	55.442916	44.076321	41.152225	83.265625	81.830116	86.601636	81.739681	70.2244	50.779876
P2RX5	126.247696	60.481729	39.050001	53.978409	31.685641	28.558336	25.522704	35.712576	43.731769	60.124516	43.322724	85.710564	70.526404	45.333289	25.150225	73.068304	68.260644	63.266116	65.221776	73.702225	29.997529
