gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
PROK2	13.003236	35.928036	13.645636	17.089956	11.135569	11.115556	11.888704	14.311089	42.837025	16.769025	135.210384	14.417209	45.077796	14.584761	15.350724	17.380561	17.884441	29.942784	39.929761	18.567481	11.404129
PROM1	13.697401	77.862976	12.8164	14.040009	12.496225	12.623809	13.972644	13.675204	14.265729	14.8225	13.845841	13.630864	14.478025	16.0801	11.985444	13.793796	14.462809	15.657849	12.432676	14.814801	11.587216
PRR15	19.6249	30.184036	20.693401	17.247409	25.4016	25.240576	23.970816	23.415921	20.720704	17.422276	20.930625	44.555625	20.748025	30.503529	19.722481	19.465744	18.983449	19.280881	18.774889	20.016676	21.123216
PRR15L	25.431849	25.644096	27.363361	29.127609	25.452025	28.174864	27.384289	28.8369	27.994681	26.512201	30.437289	31.528225	28.901376	71.014329	25.532809	25.361296	26.884225	26.594649	24.453025	27.060804	24.720784
PRRX1	20.620681	20.620681	22.553001	36.8449	105.637284	19.963024	19.8916	23.203489	22.477081	24.059025	26.481316	25.331089	21.650409	28.965924	102.576384	21.3444	21.743569	23.872996	21.585316	22.080601	20.720704
PRSS16	22.705225	17.960644	19.158129	21.594609	16.933225	43.758225	19.642624	19.695844	19.166884	19.280881	21.132409	51.739249	23.270976	28.472896	16.475481	18.550249	22.591009	19.989841	17.572864	19.9809	17.297281
PRSS33	26.183689	26.915344	31.315216	151.486864	28.6225	25.210441	23.571025	31.2481	30.824704	29.170801	68.740681	37.368769	32.080896	60.093504	26.646244	32.478601	28.998225	28.558336	35.212356	26.842761	27.060804
PTGDR	13.549761	13.535041	13.520329	17.884441	12.780625	12.880921	12.524521	13.351716	14.243076	49.056016	15.4449	16.851025	27.888961	15.665764	20.930625	22.363441	15.046641	32.228329	15.531481	13.213225	12.709225
PTGER2	19.439281	53.421481	58.491904	32.890225	30.1401	16.999129	18.4041	51.136801	73.462041	83.631025	37.429924	23.765625	41.525136	27.6676	27.552001	52.751169	58.140625	62.110161	55.547209	45.077796	15.7609
PTGS2	13.337104	43.467649	31.933801	22.695696	38.415204	58.094884	30.019441	38.962564	59.691076	18.757561	116.122176	24.1081	12.8164	15.007876	13.749264	17.372224	15.413476	17.156164	11.075584	11.539609	30.3601
PTPN4	26.081449	26.811684	22.800625	20.304036	25.431849	28.6225	24.255625	21.049744	21.4369	64.352484	21.883684	24.820324	31.236921	23.551609	29.866225	42.850116	40.844881	50.722884	44.116164	35.462025	26.429881
PTPRZ1	11.546404	11.614464	11.888704	13.883076	12.075625	82.773604	16.736281	12.027024	11.662225	11.861136	12.362256	18.4041	12.503296	15.610401	16.613776	10.7584	11.242609	11.451456	11.329956	11.614464	11.209104
PTX3	14.523721	44.422225	40.896025	22.924944	137.639824	17.698849	126.045529	45.805824	63.409369	16.0	42.094144	14.311089	28.579716	14.907321	17.757796	15.335056	14.707225	19.7136	11.485321	12.538681	121.550625
PYHIN1	24.581764	15.713296	15.264649	17.065161	13.853284	15.327225	14.861025	17.918289	18.361225	70.476025	18.844281	15.319396	29.474041	18.275625	16.491721	40.96	44.7561	48.330304	51.2656	46.799281	14.017536
RAB25	19.018321	17.859076	19.465744	16.883881	18.870336	103.571329	27.762361	19.686969	19.386409	17.114769	19.36	19.633761	21.603904	27.164944	19.236996	20.259001	19.474569	18.421264	18.645124	19.607184	17.297281
RAI14	16.556761	24.840256	28.058209	20.475625	96.6289	61.1524	101.183481	39.513796	25.9081	20.985561	17.774656	20.214016	25.220484	28.079401	55.413136	16.711744	19.465744	18.533025	15.256836	17.623204	115.412049
RALGPS2	61.293241	25.421764	19.571776	31.820881	34.5744	34.5744	23.483716	18.896409	21.288996	20.133169	29.2681	37.222201	27.279729	16.1604	18.352656	21.279769	21.372129	22.043025	14.478025	19.027044	28.334329
RAMP1	35.176761	40.487769	82.228624	41.679936	38.502025	38.8129	34.550884	40.487769	37.149025	50.722884	34.117281	35.450116	39.112516	37.933281	33.051001	35.5216	35.331136	35.8801	35.259844	35.904064	30.647296
RARRES1	15.413476	19.201924	27.164944	15.856324	21.233664	28.015849	21.409129	44.702596	18.783556	15.421329	16.329681	16.630084	26.193924	21.687649	30.393169	16.248961	15.4449	16.524225	14.830201	16.040025	24.542116
RASGRP1	81.5409	34.409956	46.799281	73.977201	22.648081	43.573201	15.4449	42.928704	33.166081	119.617969	44.063044	41.062464	78.057225	14.845609	23.107249	110.965156	117.137329	111.619225	109.662784	119.880601	12.538681
RASSF6	29.986576	15.784729	12.432676	14.554225	11.56	28.068804	13.191424	12.737761	12.996025	12.545764	13.432225	33.454656	14.5161	16.024009	11.215801	13.402921	14.182756	12.737761	12.159169	15.555136	11.847364
RASSF9	12.823561	14.333796	12.981609	13.315201	14.969161	31.304025	52.896529	12.467961	12.988816	12.404484	13.0321	12.945604	13.823524	14.546596	22.886656	12.334144	12.638025	13.010449	12.3904	12.759184	37.051569
RCAN3	45.225625	35.545444	40.246336	29.800681	35.652841	43.612816	27.825625	38.340864	33.907329	26.956864	25.260676	23.639044	42.406144	21.427641	26.780625	61.763881	66.667225	56.430144	42.341049	66.2596	28.068804
RELN	25.816561	25.7049	24.970009	28.3024	27.962944	23.2324	133.379401	26.460736	26.635921	25.826724	27.920656	44.235801	42.081169	36.978561	43.494025	27.426169	25.796241	26.4196	22.429696	28.387584	111.218116
RERG	12.236004	12.166144	12.694969	12.780625	12.823561	14.047504	12.595401	12.702096	12.285025	12.306064	12.7449	13.003236	13.271449	13.645636	57.380625	11.888704	11.868025	12.006225	11.532816	12.159169	12.243001
RERGL	13.359025	13.432225	13.3225	14.122564	12.559936	14.160169	13.927824	12.723489	12.96	12.6736	13.734436	13.111641	13.645636	14.107536	73.513476	13.623481	14.182756	12.988816	12.723489	14.938225	13.4689
RGPD1	36.264484	26.368225	26.255376	34.117281	22.781529	23.951236	25.321024	24.830289	27.478564	27.825625	38.007225	34.070569	28.504921	31.292836	22.09	35.331136	36.942084	36.505764	22.934521	55.2049	21.762225
RGS1	43.099225	37.344321	36.905625	51.998521	10.673289	12.780625	16.200625	40.106889	30.206016	51.523684	36.072036	36.650916	16.418704	11.751184	13.242321	34.656769	44.649124	38.950081	53.494596	65.237929	10.909809
RGS13	24.285184	10.137856	9.954025	9.012004	8.678916	8.850625	9.126441	9.217296	11.002489	12.152196	10.029889	14.6689	9.3025	8.620096	13.293316	10.8241	10.055241	10.9561	13.053769	9.872164	8.779369
RGS18	15.888196	59.613841	37.982569	130.713489	11.950849	12.974404	11.621281	26.050816	82.609921	23.5225	107.9521	22.771984	171.112561	13.147876	29.311396	35.928036	27.029601	29.311396	51.079609	17.505856	11.669056
RGS9BP	16.2409	18.455616	17.943696	15.295921	16.957924	16.818201	17.405584	17.656804	17.522596	16.184529	18.378369	18.1476	20.457529	51.84	15.437041	18.550249	17.172736	17.489124	16.793604	17.698849	16.687225
RHOJ	17.5561	17.952169	19.018321	19.598329	34.703881	18.369796	81.1801	18.983449	18.852964	18.156121	20.421361	19.518724	21.706281	23.3289	47.238129	18.352656	17.943696	18.584721	18.054001	18.079504	92.525161
RIN2	19.6249	27.804529	49.028004	18.766224	46.348864	48.594841	54.479161	52.345225	61.544025	17.2225	20.539024	17.4724	38.900169	20.304036	60.933636	19.053225	16.208676	19.838116	13.883076	17.430625	52.591504
RNASE2	17.205904	79.959364	21.104836	150.234049	15.484225	15.194404	14.776336	24.840256	66.814276	17.884441	62.173225	27.941796	22.325625	29.084449	16.273156	24.059025	18.679684	25.867396	22.174681	15.264649	16.257024
RNASE3	28.772496	61.136761	30.658369	110.313009	30.063289	26.884225	27.321529	30.6916	41.049649	32.49	52.940176	36.168196	34.398225	37.491129	27.060804	33.016516	32.775625	36.663025	31.203396	32.0356	27.4576
RNASE6	71.2336	46.963609	104.755225	22.174681	15.023376	15.335056	15.249025	83.667609	101.062809	29.452329	75.377124	42.367081	36.324729	26.553409	47.900241	31.945104	28.005264	28.3024	35.450116	18.292729	14.853316
RND3	18.130564	23.251684	24.226084	21.316689	145.757329	117.700801	76.983076	49.070025	18.412681	22.6576	19.945156	45.603009	28.174864	31.685641	87.329025	17.288964	17.952169	19.651489	17.631601	18.267076	68.790436
RNF128	10.530025	10.699441	10.830681	9.891025	17.230801	63.218401	14.730244	20.557156	10.778089	10.265616	10.634121	12.524521	12.909649	13.734436	12.916836	10.297681	10.725625	10.6929	9.840769	10.6276	11.861136
RTKN2	11.0889	11.7649	10.582009	10.843849	11.128896	11.710084	11.519236	10.517049	10.764961	10.732176	10.673289	9.865881	12.802084	10.426441	9.709456	14.0625	17.3889	11.799225	15.249025	25.190361	10.169721
S100A12	20.268004	37.625956	24.621444	17.656804	13.667809	46.212804	15.046641	25.280784	125.574436	20.657025	144.408289	31.460881	38.862756	19.254544	22.877089	34.644996	21.362884	36.747844	14.500864	14.032516	13.972644
S100A2	21.288996	24.611521	29.203216	24.830289	44.662489	172.869904	54.213769	32.239684	29.8116	22.714756	29.855296	24.453025	25.381444	34.199104	27.321529	22.992025	22.963264	24.840256	28.922884	23.474025	32.421636
S100A7	16.719921	15.800625	16.548624	14.714896	16.785409	90.782784	21.0681	16.613776	16.200625	15.147664	17.288964	18.071001	17.598025	22.146436	16.345849	15.984004	16.040025	16.048036	16.096144	16.032016	15.872256
S100A8	26.020201	49.617936	42.341049	103.0225	14.311089	94.575625	28.976689	68.459076	107.702884	25.542916	105.8841	39.012516	62.837329	18.028516	51.1225	48.622729	28.5156	48.0249	13.169641	14.462809	13.675204
S100A9	36.372961	54.730404	62.536464	148.571721	24.611521	114.961284	34.880836	95.004009	147.987225	34.128964	177.209344	39.614436	35.844169	31.102929	55.621764	62.837329	38.5641	58.721569	25.694761	28.869129	25.654225
S100P	26.925721	40.360609	35.497764	141.538609	26.988025	82.0836	42.797764	46.936201	63.170704	33.593616	150.5529	32.160241	30.404196	35.259844	23.9121	40.666129	37.283236	39.715204	32.615521	29.800681	41.576704
SAMD3	15.382084	14.356521	14.258176	13.793796	15.116544	13.264164	12.453841	14.409616	16.152361	52.664049	17.5561	17.673616	24.8004	16.008001	14.273284	35.331136	29.964676	45.064369	38.105929	28.3024	12.766329
SATB1	51.4089	72.284004	44.609041	50.041476	34.833604	37.871716	32.285124	36.566209	55.995289	80.6404	48.692484	39.237696	74.753316	28.933641	43.349056	89.4916	96.6289	81.216144	91.948921	78.110244	26.409321
SBK1	32.1489	30.569841	31.192225	32.114889	28.858384	30.880249	29.408929	30.459361	31.798321	54.508689	34.2225	33.269824	36.012001	46.308025	27.321529	54.937744	49.098049	61.3089	38.613796	49.942489	28.483569
SBSN	22.505536	22.316176	26.122321	23.386896	33.235225	130.347889	38.5641	24.216241	25.060036	20.322064	23.068809	25.959025	36.942084	36.832761	29.441476	26.224641	22.146436	21.799561	24.078649	22.762441	22.8484
SCARNA17	44.315649	50.6944	36.820624	37.063744	26.296384	28.100601	38.130625	30.724849	34.857216	72.233001	33.616804	30.492484	33.884041	30.019441	35.438209	63.824121	60.793209	62.015625	46.090521	83.338641	24.01
SCARNA2	39.614436	31.236921	29.7025	19.351201	23.853456	23.001616	26.790976	25.735329	27.709696	27.920656	30.228004	28.601104	25.826724	33.120025	23.1361	40.335201	35.952016	33.721249	23.824161	38.526849	22.193521
SCGB1C1	14.265729	14.837904	15.186609	14.394436	14.523721	13.980121	14.295961	15.217801	17.106496	13.697401	16.208676	14.600041	71.605444	21.031396	12.852225	14.9769	14.152644	15.031129	14.130081	14.5161	13.756681
SCML4	26.122321	19.873764	16.6464	21.104836	15.3664	15.992001	15.880225	17.2225	18.541636	31.933801	25.979409	17.330569	24.950025	20.322064	15.139881	41.744521	38.390416	44.156025	31.550689	30.647296	15.015625
SCN3A	36.372961	18.190225	12.830724	14.348944	13.082689	11.350161	49.042009	12.552849	13.235044	11.916304	13.256881	26.142769	22.905796	21.150801	29.127609	11.566801	13.003236	13.645636	24.039409	13.660416	30.085225
SCN3B	16.176484	16.859236	17.480761	20.857489	16.826404	19.873764	70.829056	18.292729	17.673616	17.986081	21.141604	19.651489	21.921124	27.836176	23.338561	16.924996	17.589636	17.665209	16.777216	17.859076	39.262756
SDPR	16.736281	44.382244	19.766916	15.594601	29.214025	21.949225	81.9025	15.077689	36.614601	16.7281	28.547649	19.158129	129.231424	19.554084	84.254041	19.945156	18.740241	24.216241	14.182756	16.524225	107.910544
SDR16C5	17.413929	13.2496	13.927824	40.081561	13.623481	111.154849	24.870169	13.749264	14.160169	14.025025	14.9769	15.178816	15.904144	15.389929	17.355556	13.264164	13.097161	15.437041	13.593969	14.047504	13.579225
SEC14L5	23.551609	25.010001	26.946481	32.194276	26.2144	25.441936	26.101881	25.674489	27.910089	26.873856	28.665316	27.678121	102.596641	34.550884	25.080064	23.001616	24.413481	26.306641	24.147396	22.867524	24.780484
SELE	12.25	12.496225	12.334144	12.524521	11.566801	12.759184	84.603204	12.355225	11.930116	12.0409	12.716356	12.780625	14.531344	13.3956	14.691889	11.669056	11.546404	12.145225	11.943936	11.3569	28.355625
SERPINB3	12.859396	13.162384	14.2129	15.139881	13.564489	94.070601	16.040025	15.217801	14.3641	13.586596	14.523721	14.645929	15.832441	20.5209	13.402921	12.945604	13.366336	13.4689	13.220496	13.191424	12.787776
SERPINB4	10.201636	10.439361	10.936249	11.868025	10.310521	68.856804	11.943936	11.242609	11.0224	10.582009	10.923025	12.334144	16.621929	15.163236	9.339136	10.099684	10.523536	10.471696	10.086976	10.131489	10.252804
SERPINB7	16.507969	16.719921	20.7936	19.149376	48.930025	115.175824	23.2324	20.638849	20.602521	18.49	17.547721	17.023876	18.198756	18.49	19.307236	18.4041	17.447329	16.769025	17.598025	16.265089	17.918289
SERPINF1	38.204761	32.638369	42.302016	19.651489	100.2001	43.877376	26.357956	42.680089	47.623801	23.483716	22.733824	25.210441	23.746129	32.524209	150.332121	30.514576	26.122321	33.246756	19.740249	20.775364	20.0704
SESN3	22.477081	20.493729	19.421649	21.883684	15.225604	22.165264	17.297281	14.243076	17.489124	13.344409	18.905104	12.809241	19.963024	47.004736	14.8225	20.034576	20.930625	20.178064	13.329801	25.371369	20.529961
SFRP4	14.152644	15.163236	16.999129	15.484225	19.368801	14.311089	13.373649	15.531481	14.907321	15.249025	16.208676	15.093225	15.808576	19.0096	86.025625	14.8996	14.9769	16.168441	14.546596	14.699556	14.432401
SFRS11	24.216241	15.311569	17.380561	19.149376	19.395216	13.868176	15.147664	15.721225	18.071001	20.061441	20.322064	13.883076	13.286025	15.358561	17.372224	29.041321	21.316689	28.793956	28.611801	12.652249	23.088025
SGCE	48.149721	14.584761	16.040025	15.697444	93.993025	31.259281	100.080016	15.382084	15.515721	16.573041	17.032129	24.910081	20.802721	20.259001	88.830625	19.686969	19.351201	24.740676	18.309841	16.654561	83.429956
SGIP1	11.916304	17.799961	13.557124	13.512976	29.387241	11.689561	45.657049	13.756681	13.300609	12.3904	13.075456	15.992001	16.016004	18.766224	20.448484	12.830724	12.552849	12.503296	12.027024	12.467961	45.118089
SH2D1B	17.247409	16.426809	18.7489	20.6116	14.9769	15.792676	15.984004	17.489124	26.224641	81.884401	21.557449	16.516096	33.2929	20.5209	15.936064	24.039409	19.5364	29.192409	30.426256	16.4025	15.944049
SHANK3	18.584721	60.450625	23.435281	21.362884	28.590409	29.648025	96.393124	24.039409	20.566225	19.210689	23.493409	28.026436	26.255376	37.662769	91.068849	20.349121	19.864849	20.205025	19.053225	17.539344	91.987281
SHE	21.049744	29.658916	27.081616	26.378496	22.695696	22.619536	104.04	25.9081	23.126481	22.118209	24.255625	25.310961	53.919649	38.340864	77.475204	23.251684	21.659716	21.734244	21.104836	20.9764	107.019025
SIGIRR	50.353216	49.970761	42.7716	49.885969	48.8601	34.386496	61.528336	40.500496	53.5824	65.885689	40.513225	44.568976	37.051569	41.628304	48.706441	68.840209	67.256401	77.387209	64.577296	67.980025	69.538921
SIGLEC10	76.125625	47.665216	79.477225	150.651076	24.088464	26.347689	25.684624	52.794756	77.334436	33.028009	104.305369	33.350625	56.460196	28.419561	26.173456	40.347904	31.945104	37.847104	29.866225	31.899904	23.6196
SIGLEC9	23.961025	26.501904	53.333809	22.193521	24.920064	23.755876	25.391521	53.714241	59.336209	27.583504	50.424201	31.348801	35.6409	39.363076	24.690961	28.5156	25.472209	27.196225	25.664356	27.615025	23.639044
SIRPG	16.851025	16.273156	17.464041	17.698849	16.064064	16.834609	14.478025	17.918289	17.715681	19.166884	20.304036	21.316689	23.068809	22.667121	14.992384	35.688676	32.615521	31.505769	26.584336	34.880836	16.192576
SKA1	13.638249	17.825284	11.1556	10.323369	21.196816	14.984641	13.329801	11.826721	10.843849	20.394256	10.89	12.538681	12.25	12.362256	9.759376	11.999296	14.122564	11.689561	60.264169	11.526025	21.4369
SLAIN1	33.327529	45.981961	11.950849	17.799961	10.265616	11.209104	16.128256	12.0409	14.561856	44.249104	13.118884	31.438449	22.448644	10.523536	12.292036	39.100009	50.197225	36.614601	47.045881	42.9025	16.949689
SLAMF7	39.476089	25.4016	75.724804	19.6249	18.696976	37.5769	18.939904	79.869969	62.188996	80.8201	50.623225	97.891236	35.844169	31.4721	21.734244	49.056016	31.979025	57.517056	94.264681	19.660356	18.800896
SLAMF8	22.382361	26.163225	78.446449	26.440164	22.572001	22.629049	21.325924	90.497169	42.850116	28.718881	28.09	28.858384	30.969225	44.635761	26.050816	29.181604	25.715041	31.573161	35.129329	24.472809	21.799561
SLC15A3	61.136761	39.250225	99.520576	36.457444	40.056241	33.709636	48.511225	110.775625	87.853129	33.304441	88.472836	41.126569	34.140649	39.980329	47.582404	36.048016	35.1649	33.663204	27.973521	32.924644	42.889401
SLC19A3	14.326225	14.197824	14.546596	20.178064	14.295961	20.529961	15.186609	21.095649	14.699556	14.661241	15.476356	15.374241	16.949689	17.297281	69.739201	14.190289	14.561856	14.554225	14.737921	14.622976	13.712209
SLC22A16	16.711744	50.495236	25.240576	18.292729	15.976009	16.711744	17.214201	26.265625	27.133681	17.455684	18.671041	19.088161	22.992025	29.463184	15.555136	16.719921	17.397241	17.181025	16.2409	17.2225	15.904144
SLC24A3	18.957316	37.515625	20.412324	49.815364	24.176889	30.514576	20.0704	22.877089	26.388769	22.353984	30.713764	24.870169	114.618436	25.532809	66.846976	20.830096	19.131876	20.286016	18.774889	17.530969	20.196036
SLC25A37	40.793769	45.091225	33.108516	44.769481	41.692849	37.015056	42.419169	33.686416	54.715609	28.633201	97.002801	30.415225	33.085504	105.247081	44.209201	41.024025	35.307364	37.356544	31.326409	32.890225	42.328036
SLC25A39	62.078641	57.988225	62.457409	39.350529	73.2736	78.021889	72.386064	65.415744	61.4656	59.213025	47.169424	74.011609	43.56	181.575625	64.705936	60.980481	61.058596	58.936329	80.1025	44.582329	76.055841
SLC27A2	16.744464	67.174416	16.088121	14.554225	14.455204	24.760576	23.882769	17.239104	18.003049	39.803481	16.1604	17.909824	15.768841	16.499844	14.807104	24.147396	28.440889	20.830096	99.241444	20.313049	23.571025
SLC2A10	14.002564	37.478884	13.897984	16.966161	89.453764	14.9769	53.684929	15.272464	14.409616	20.539024	15.705369	28.601104	17.313921	15.944049	58.967041	14.100025	14.197824	15.429184	12.880921	14.145121	58.736896
SLC35D3	10.969344	14.737921	10.634121	10.310521	11.209104	10.916416	13.235044	10.817521	12.787776	11.256025	10.995856	10.5625	80.568576	13.293316	9.828225	10.614564	10.89	10.850436	10.510564	10.699441	10.929636
SLC38A6	31.013761	41.628304	88.774084	30.858025	60.388441	35.964009	43.072969	97.180164	47.348161	30.514576	15.241216	31.550689	29.008996	14.722569	49.730704	24.7009	35.748441	29.669809	43.771456	30.636225	52.388644
SLC41A2	22.791076	20.894041	65.61	20.620681	34.668544	19.722481	19.607184	50.566321	29.658916	23.020804	19.149376	36.529936	18.275625	23.9121	27.973521	18.49	20.421361	17.867529	35.5216	16.9744	20.394256
SLC46A2	22.429696	21.132409	27.394756	20.529961	20.0704	35.952016	22.667121	28.955161	47.348161	19.945156	24.522304	22.877089	26.071236	35.736484	20.511841	22.9441	21.288996	21.557449	19.704721	22.259524	19.483396
SLC47A1	19.263321	21.613201	56.445169	34.904464	28.847641	33.269824	31.685641	64.192144	23.503104	20.322064	22.306729	49.871844	19.509889	26.296384	32.3761	19.201924	19.386409	20.647936	17.2225	18.429849	32.661225
SLC4A1	26.020201	32.319225	27.237961	27.857284	25.431849	25.280784	27.112849	27.331984	28.09	25.694761	30.129121	32.171584	36.288576	99.880036	27.594009	28.111204	26.967249	27.6676	24.8004	26.337424	25.020004
SLC6A14	10.989225	10.595025	10.426441	12.3904	10.252804	53.158681	11.128896	10.810944	10.445824	10.725625	10.778089	10.601536	12.694969	12.278016	9.381969	10.732176	10.323369	10.634121	10.400625	10.666756	9.9225
SLC6A8	29.975625	35.545444	44.156025	26.122321	57.501889	62.125924	53.714241	43.599609	39.740416	28.558336	37.271025	37.307664	34.539129	96.904336	47.375689	32.913169	31.4721	30.669444	29.713401	31.899904	47.623801
SLC7A11	21.013056	28.451556	85.063729	22.202944	61.277584	53.743561	31.967716	66.178225	47.4721	28.185481	35.976004	26.925721	22.857961	22.524516	14.915044	21.316689	23.961025	19.324816	45.765225	18.636489	62.789776
SLC7A13	11.553201	11.062276	11.108889	43.230625	11.242609	11.682724	11.229201	11.4244	11.861136	12.243001	12.334144	10.452289	11.471769	13.329801	10.732176	11.048976	10.764961	11.751184	12.020089	10.909809	11.316496
SLC7A7	72.829156	45.252529	88.021924	30.724849	39.601849	30.481441	69.739201	118.113424	123.321025	36.445369	76.125625	64.032004	58.599025	45.077796	49.322529	43.362225	33.166081	39.664804	29.106025	32.387481	54.745201
SLCO4C1	15.421329	22.193521	24.552025	52.012944	11.737476	13.286025	12.916836	21.743569	23.804641	66.667225	54.434884	17.572864	18.896409	11.6281	11.437924	21.548164	16.048036	32.581264	21.316689	12.659364	11.6281
SLFN13	21.270544	20.548089	12.996025	26.071236	11.471769	12.666481	12.730624	12.687844	12.766329	49.815364	18.105025	21.864976	12.609601	12.432676	14.9769	18.966025	19.660356	22.420225	34.327881	15.737089	13.359025
SNAI2	12.873744	13.653025	12.96	25.280784	106.7089	97.535376	49.505296	15.0544	12.830724	14.3641	13.942756	13.875625	13.133376	13.6161	72.284004	12.404484	12.096484	14.175225	11.9025	12.159169	57.623281
SNCA	30.052324	61.496964	37.100281	36.4816	28.826161	44.382244	75.759616	40.132225	47.568609	33.154564	37.515625	36.638809	105.801796	116.942596	39.778249	36.312676	31.013761	32.512804	28.740321	29.735209	81.775849
SOX17	13.410244	13.667809	14.017536	16.426809	13.454224	13.432225	42.224004	13.860729	13.897984	13.816089	14.3641	14.784025	16.386304	18.224361	32.216976	13.579225	13.329801	13.300609	13.593969	13.2496	58.003456
SOX18	13.205956	12.7449	13.126129	11.135569	13.402921	13.505625	37.625956	12.503296	12.680721	12.033961	12.588304	11.985444	13.329801	15.437041	31.102929	12.952801	12.489156	12.680721	12.061729	13.111641	64.144081
SOX7	17.3889	14.791716	13.402921	16.418704	13.586596	57.532225	68.89	13.579225	13.1044	14.273284	13.957696	15.163236	17.264025	15.944049	44.542276	12.766329	13.300609	13.638249	12.880921	12.938409	69.839449
SPAG4	25.938649	23.193856	24.482704	16.337764	29.365561	24.2064	40.259025	21.335161	20.830096	23.4256	24.690961	84.64	22.9441	31.147561	18.9225	19.740249	21.986721	21.206025	23.203489	20.8849	38.987536
SPARCL1	14.661241	16.072081	15.217801	13.793796	13.564489	15.547249	65.237929	16.1604	13.286025	15.832441	14.100025	17.690436	34.975396	19.554084	165.328164	13.875625	13.017664	13.505625	22.146436	12.404484	31.091776
SPC25	16.072081	35.378704	11.262736	10.797796	27.709696	21.390625	17.081689	13.476241	10.89	25.633969	11.062276	16.192576	13.315201	14.799409	9.897316	15.539364	18.258529	12.916836	82.700836	15.888196	33.965584
SPIB	70.006689	24.9001	25.796241	22.810176	20.9764	23.483716	24.157225	23.2324	28.259856	22.344529	26.245129	25.613721	34.409956	31.820881	21.659716	28.111204	24.433249	24.522304	23.444964	24.443136	21.780889
SPINK2	30.603024	95.902849	21.585316	25.030009	21.390625	22.781529	18.156121	21.9024	24.472809	37.075921	25.644096	30.426256	24.850225	34.798201	21.855625	31.114084	29.942784	34.786404	27.741289	24.344356	20.061441
SPOCK1	17.707264	19.140625	20.277009	23.561316	111.429136	38.019556	38.551681	20.939776	25.654225	20.349121	22.4676	20.178064	28.890625	28.933641	67.650625	18.122049	19.838116	19.7136	43.4281	19.404025	46.607929
SPOCK2	63.712324	39.828721	37.638225	41.049649	32.913169	32.844361	36.590401	38.750625	42.107121	60.637369	49.126081	43.8244	56.460196	46.991025	35.904064	82.828201	82.609921	86.8624	53.626329	82.355625	37.3321
SPP1	13.075456	19.307236	68.029504	13.9129	17.918289	12.264004	12.482089	58.308496	29.008996	15.452761	25.796241	16.120225	13.675204	16.4836	26.594649	13.667809	14.799409	14.160169	17.539344	12.916836	12.027024
SPRR1A	21.874329	21.381376	23.4256	26.4196	22.591009	151.093264	33.350625	22.934521	23.078416	22.165264	25.694761	25.250625	23.174596	31.741956	20.866624	22.7529	21.967969	22.791076	23.309584	21.818241	21.473956
SPRR1B	14.424804	14.235529	14.753281	14.055001	13.520329	159.289641	28.601104	14.386849	14.402025	14.699556	14.577124	14.017536	15.832441	16.760836	14.5924	14.432401	14.402025	14.145121	13.942756	14.791716	13.235044
SPTA1	15.531481	43.0336	16.289296	17.015625	15.031129	15.642025	18.870336	16.900321	16.443025	17.272336	17.073424	19.254544	20.205025	32.205625	15.872256	15.816529	15.880225	15.872256	15.350724	15.776784	16.933225
SRPX	14.791716	18.275625	17.413929	14.493249	107.806689	52.157284	111.239209	24.2064	16.016004	15.21	15.864289	17.901361	26.173456	25.4016	117.462244	14.531344	16.305444	16.443025	13.549761	14.303524	131.171209
ST6GALNAC1	14.417209	26.7289	14.861025	14.1376	14.227984	20.958084	17.355556	15.038884	15.4449	14.569489	15.808576	14.554225	17.089956	17.156164	30.063289	27.008809	33.362176	14.784025	14.7456	25.331089	18.037009
ST6GALNAC3	23.290276	18.507204	20.331081	25.020004	18.267076	18.020025	77.176225	19.571776	27.1441	18.130564	27.688644	20.0704	22.231225	25.847056	34.762816	18.464209	18.5761	19.784704	17.355556	17.539344	81.558961
ST8SIA1	12.766329	13.010449	12.938409	20.4304	14.356521	13.373649	20.647936	11.383876	11.682724	11.792356	12.355225	11.703241	14.070001	11.539609	14.167696	23.309584	27.071209	19.545241	17.9776	29.844369	11.148921
STAP1	90.288004	43.388569	24.990001	38.837824	13.860729	13.853284	13.980121	20.811844	21.790224	49.519369	26.388769	58.537801	36.881329	21.288996	15.816529	27.867841	31.158724	22.458121	46.308025	19.0969	13.808656
STEAP4	13.727025	14.992384	17.867529	15.737089	15.570916	41.254929	14.348944	17.355556	30.239001	15.007876	80.730225	15.800625	18.731584	21.566736	75.759616	14.561856	13.897984	14.837904	12.538681	13.675204	13.046544
STK32B	25.684624	44.475561	26.4196	39.3129	58.125376	28.697449	87.478609	28.547649	30.735936	26.378496	28.462225	27.185796	24.334489	41.447844	37.356544	25.120144	24.354225	26.245129	23.697424	23.088025	61.261929
STMN3	37.994896	38.763076	25.391521	39.5641	30.769209	27.5625	29.888089	23.833924	27.405225	26.873856	29.203216	24.870169	33.362176	38.489616	34.880836	48.5809	45.091225	47.941776	30.052324	45.738169	29.322225
